mpath,step,revision,n_params,n_layers,n_heads,sample,layer,head,ps,ar_acc,ar_mean_rank
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,0,0,0.014175827614963055,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,0,1,0.010202053003013134,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,0,2,0.011485854163765907,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,0,3,0.008657446131110191,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,0,4,0.007600216194987297,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,0,5,0.011500253342092037,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,0,6,0.022256817668676376,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,0,7,0.017449883744120598,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,0,8,0.017092503607273102,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,0,9,0.018133537843823433,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,0,10,0.009009400382637978,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,0,11,0.005915384273976088,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,0,12,0.020489437505602837,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,0,13,0.014243539422750473,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,0,14,0.007719897199422121,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,0,15,0.020848257467150688,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,0,16,0.01164635643362999,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,0,17,0.014419474638998508,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,0,18,0.023206109181046486,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,0,19,0.012195036746561527,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,0,20,0.028568096458911896,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,0,21,0.016643380746245384,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,0,22,0.010781398974359035,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,0,23,0.012224380858242512,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,0,24,0.03176381438970566,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,0,25,0.020519893616437912,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,0,26,0.01908103935420513,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,0,27,0.009531903080642223,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,0,28,0.008854608051478863,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,0,29,0.010457844473421574,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,0,30,0.0100131556391716,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,0,31,0.01773344725370407,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,0,32,0.04159101843833923,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,0,33,0.02291901595890522,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,0,34,0.010953840799629688,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,0,35,0.02248217537999153,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,0,36,0.0223529189825058,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,0,37,0.018417922779917717,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,0,38,0.017753714695572853,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,0,39,0.009610638953745365,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,1,0,0.013327923603355885,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,1,1,0.003769888076931238,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,1,2,0.006250828038901091,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,1,3,0.003458267543464899,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,1,4,0.00685869948938489,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,1,5,0.009767437353730202,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,1,6,0.011173777282238007,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,1,7,0.011715685948729515,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,1,8,0.009933482855558395,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,1,9,0.0001586702128406614,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,1,10,0.004503928124904633,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,1,11,0.0115584721788764,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,1,12,0.014881164766848087,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,1,13,0.0022188187576830387,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,1,14,7.874669790908229e-06,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,1,15,5.839909249516495e-07,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,1,16,9.151844278676435e-05,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,1,17,0.002871874952688813,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,1,18,0.003520322497934103,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,1,19,9.168491669697687e-05,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,1,20,0.0019864218775182962,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,1,21,0.0018935800762847066,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,1,22,0.0007159390370361507,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,1,23,0.018943797796964645,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,1,24,3.245090920245275e-05,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,1,25,0.007967133074998856,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,1,26,9.757914678139984e-19,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,1,27,0.009425549767911434,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,1,28,0.0081091383472085,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,1,29,0.005121915135532618,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,1,30,0.012523570097982883,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,1,31,0.007094619330018759,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,1,32,0.007033215835690498,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,1,33,0.010535754263401031,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,1,34,0.00037502546911127865,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,1,35,0.0005801983643323183,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,1,36,0.001041620154865086,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,1,37,0.00556395947933197,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,1,38,3.812563420524384e-08,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,1,39,0.006028276868164539,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,2,0,0.00017191357619594783,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,2,1,0.024069085717201233,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,2,2,0.010950453579425812,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,2,3,0.029503140598535538,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,2,4,0.0325523242354393,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,2,5,0.014799968339502811,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,2,6,0.01095158327370882,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,2,7,5.531309299477982e-10,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,2,8,0.005174970254302025,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,2,9,0.018118152394890785,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,2,10,0.02722291462123394,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,2,11,0.0007773256511427462,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,2,12,0.0008103700238279998,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,2,13,0.06969284266233444,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,2,14,1.5401493556055357e-06,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,2,15,0.015939606353640556,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,2,16,1.7233818994100147e-07,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,2,17,0.014463813044130802,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,2,18,2.1642357239670673e-07,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,2,19,3.3852708725135017e-07,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,2,20,0.0005603270838037133,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,2,21,0.021379703655838966,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,2,22,4.832171285329423e-08,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,2,23,0.022321686148643494,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,2,24,0.0318288579583168,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,2,25,0.0032604795414954424,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,2,26,0.0021899330895394087,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,2,27,0.00522886635735631,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,2,28,0.008084479719400406,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,2,29,0.011044925078749657,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,2,30,0.011277897283434868,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,2,31,5.445151174399143e-08,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,2,32,3.6389872093423037e-07,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,2,33,0.0338781364262104,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,2,34,0.014991705305874348,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,2,35,0.023104684427380562,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,2,36,0.05158615484833717,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,2,37,0.013891501352190971,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,2,38,0.018815359100699425,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,2,39,0.028927575796842575,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,3,0,0.02162173017859459,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,3,1,0.3244393467903137,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,3,2,0.09426998347043991,0.2199999988079071,3549.139892578125
EleutherAI/pythia-12b,1000,step1000,11846072320,36,40,0,3,3,9.497696851212822e-08,0.2199999988079071,3549.139892578125
