mpath,display_name,n_params,n_layers,n_heads,sample,layer,head,ps,ar_acc,ar_mean_rank
Gemstone-Models/Gemstone-512x13,Gemstone 512x13 (103M),102643200,13,4,0,0,0,7.022726640570909e-05,0.4399999976158142,1129.739990234375
Gemstone-Models/Gemstone-512x13,Gemstone 512x13 (103M),102643200,13,4,0,0,1,0.002634897595271468,0.4399999976158142,1129.739990234375
Gemstone-Models/Gemstone-512x13,Gemstone 512x13 (103M),102643200,13,4,0,0,2,0.015942847356200218,0.4399999976158142,1129.739990234375
Gemstone-Models/Gemstone-512x13,Gemstone 512x13 (103M),102643200,13,4,0,0,3,0.006380694452673197,0.4399999976158142,1129.739990234375
Gemstone-Models/Gemstone-512x13,Gemstone 512x13 (103M),102643200,13,4,0,1,0,0.0005203656619414687,0.4399999976158142,1129.739990234375
Gemstone-Models/Gemstone-512x13,Gemstone 512x13 (103M),102643200,13,4,0,1,1,0.007144581526517868,0.4399999976158142,1129.739990234375
Gemstone-Models/Gemstone-512x13,Gemstone 512x13 (103M),102643200,13,4,0,1,2,0.0004486892430577427,0.4399999976158142,1129.739990234375
Gemstone-Models/Gemstone-512x13,Gemstone 512x13 (103M),102643200,13,4,0,1,3,0.0029451388400048018,0.4399999976158142,1129.739990234375
Gemstone-Models/Gemstone-512x13,Gemstone 512x13 (103M),102643200,13,4,0,2,0,0.007588162552565336,0.4399999976158142,1129.739990234375
Gemstone-Models/Gemstone-512x13,Gemstone 512x13 (103M),102643200,13,4,0,2,1,0.0009995937580242753,0.4399999976158142,1129.739990234375
Gemstone-Models/Gemstone-512x13,Gemstone 512x13 (103M),102643200,13,4,0,2,2,0.007563984487205744,0.4399999976158142,1129.739990234375
Gemstone-Models/Gemstone-512x13,Gemstone 512x13 (103M),102643200,13,4,0,2,3,0.007595866918563843,0.4399999976158142,1129.739990234375
Gemstone-Models/Gemstone-512x13,Gemstone 512x13 (103M),102643200,13,4,0,3,0,0.006062353029847145,0.4399999976158142,1129.739990234375
Gemstone-Models/Gemstone-512x13,Gemstone 512x13 (103M),102643200,13,4,0,3,1,0.00039823338738642633,0.4399999976158142,1129.739990234375
