mpath,display_name,n_params,n_layers,n_heads,sample,layer,head,ps,ar_acc,ar_mean_rank
Gemstone-Models/Gemstone-2560x8,Gemstone 2560x8 (1B),1044032000,8,20,0,0,0,0.010487960651516914,0.8799999952316284,1840.97998046875
Gemstone-Models/Gemstone-2560x8,Gemstone 2560x8 (1B),1044032000,8,20,0,0,1,0.014364673756062984,0.8799999952316284,1840.97998046875
Gemstone-Models/Gemstone-2560x8,Gemstone 2560x8 (1B),1044032000,8,20,0,0,2,0.012680742889642715,0.8799999952316284,1840.97998046875
Gemstone-Models/Gemstone-2560x8,Gemstone 2560x8 (1B),1044032000,8,20,0,0,3,0.010668213479220867,0.8799999952316284,1840.97998046875
Gemstone-Models/Gemstone-2560x8,Gemstone 2560x8 (1B),1044032000,8,20,0,0,4,0.0017551523633301258,0.8799999952316284,1840.97998046875
Gemstone-Models/Gemstone-2560x8,Gemstone 2560x8 (1B),1044032000,8,20,0,0,5,0.0029842318035662174,0.8799999952316284,1840.97998046875
Gemstone-Models/Gemstone-2560x8,Gemstone 2560x8 (1B),1044032000,8,20,0,0,6,0.01411807257682085,0.8799999952316284,1840.97998046875
Gemstone-Models/Gemstone-2560x8,Gemstone 2560x8 (1B),1044032000,8,20,0,0,7,0.013992118649184704,0.8799999952316284,1840.97998046875
Gemstone-Models/Gemstone-2560x8,Gemstone 2560x8 (1B),1044032000,8,20,0,0,8,0.0070872497744858265,0.8799999952316284,1840.97998046875
Gemstone-Models/Gemstone-2560x8,Gemstone 2560x8 (1B),1044032000,8,20,0,0,9,0.012660026550292969,0.8799999952316284,1840.97998046875
Gemstone-Models/Gemstone-2560x8,Gemstone 2560x8 (1B),1044032000,8,20,0,0,10,0.005753710865974426,0.8799999952316284,1840.97998046875
Gemstone-Models/Gemstone-2560x8,Gemstone 2560x8 (1B),1044032000,8,20,0,0,11,0.008134112693369389,0.8799999952316284,1840.97998046875
Gemstone-Models/Gemstone-2560x8,Gemstone 2560x8 (1B),1044032000,8,20,0,0,12,0.00040814615203998983,0.8799999952316284,1840.97998046875
Gemstone-Models/Gemstone-2560x8,Gemstone 2560x8 (1B),1044032000,8,20,0,0,13,0.0010609927121549845,0.8799999952316284,1840.97998046875
Gemstone-Models/Gemstone-2560x8,Gemstone 2560x8 (1B),1044032000,8,20,0,0,14,0.002550669014453888,0.8799999952316284,1840.97998046875
