mpath,display_name,n_params,n_layers,n_heads,sample,layer,head,ps,ar_acc,ar_mean_rank
Gemstone-Models/Gemstone-384x13,Gemstone 384x13 (67M),66758784,13,3,0,0,0,0.003652124898508191,0.9200000166893005,2.299999952316284
Gemstone-Models/Gemstone-384x13,Gemstone 384x13 (67M),66758784,13,3,0,0,1,3.611779902712442e-06,0.9200000166893005,2.299999952316284
Gemstone-Models/Gemstone-384x13,Gemstone 384x13 (67M),66758784,13,3,0,0,2,0.004132842645049095,0.9200000166893005,2.299999952316284
Gemstone-Models/Gemstone-384x13,Gemstone 384x13 (67M),66758784,13,3,0,1,0,0.0022405311465263367,0.9200000166893005,2.299999952316284
Gemstone-Models/Gemstone-384x13,Gemstone 384x13 (67M),66758784,13,3,0,1,1,0.0016691212076693773,0.9200000166893005,2.299999952316284
Gemstone-Models/Gemstone-384x13,Gemstone 384x13 (67M),66758784,13,3,0,1,2,0.0017340913182124496,0.9200000166893005,2.299999952316284
Gemstone-Models/Gemstone-384x13,Gemstone 384x13 (67M),66758784,13,3,0,2,0,0.007886594161391258,0.9200000166893005,2.299999952316284
Gemstone-Models/Gemstone-384x13,Gemstone 384x13 (67M),66758784,13,3,0,2,1,0.0023187482729554176,0.9200000166893005,2.299999952316284
Gemstone-Models/Gemstone-384x13,Gemstone 384x13 (67M),66758784,13,3,0,2,2,0.0028865360654890537,0.9200000166893005,2.299999952316284
Gemstone-Models/Gemstone-384x13,Gemstone 384x13 (67M),66758784,13,3,0,3,0,0.016182856634259224,0.9200000166893005,2.299999952316284
Gemstone-Models/Gemstone-384x13,Gemstone 384x13 (67M),66758784,13,3,0,3,1,0.002392929745838046,0.9200000166893005,2.299999952316284
Gemstone-Models/Gemstone-384x13,Gemstone 384x13 (67M),66758784,13,3,0,3,2,0.017552388831973076,0.9200000166893005,2.299999952316284
Gemstone-Models/Gemstone-384x13,Gemstone 384x13 (67M),66758784,13,3,0,4,0,5.481555490405299e-06,0.9200000166893005,2.299999952316284
Gemstone-Models/Gemstone-384x13,Gemstone 384x13 (67M),66758784,13,3,0,4,1,0.00014882098184898496,0.9200000166893005,2.299999952316284
Gemstone-Models/Gemstone-384x13,Gemstone 384x13 (67M),66758784,13,3,0,4,2,0.005532733630388975,0.9200000166893005,2.299999952316284
Gemstone-Models/Gemstone-384x13,Gemstone 384x13 (67M),66758784,13,3,0,5,0,0.014122488908469677,0.9200000166893005,2.299999952316284
Gemstone-Models/Gemstone-384x13,Gemstone 384x13 (67M),66758784,13,3,0,5,1,0.004786541685461998,0.9200000166893005,2.299999952316284
Gemstone-Models/Gemstone-384x13,Gemstone 384x13 (67M),66758784,13,3,0,5,2,0.004889890551567078,0.9200000166893005,2.299999952316284
Gemstone-Models/Gemstone-384x13,Gemstone 384x13 (67M),66758784,13,3,0,6,0,4.4420998165151104e-05,0.9200000166893005,2.299999952316284
Gemstone-Models/Gemstone-384x13,Gemstone 384x13 (67M),66758784,13,3,0,6,1,1.2348860822797292e-09,0.9200000166893005,2.299999952316284
Gemstone-Models/Gemstone-384x13,Gemstone 384x13 (67M),66758784,13,3,0,6,2,0.0006977934390306473,0.9200000166893005,2.299999952316284
Gemstone-Models/Gemstone-384x13,Gemstone 384x13 (67M),66758784,13,3,0,7,0,0.9102363586425781,0.9200000166893005,2.299999952316284
Gemstone-Models/Gemstone-384x13,Gemstone 384x13 (67M),66758784,13,3,0,7,1,0.038765568286180496,0.9200000166893005,2.299999952316284
Gemstone-Models/Gemstone-384x13,Gemstone 384x13 (67M),66758784,13,3,0,7,2,0.9117295145988464,0.9200000166893005,2.299999952316284
Gemstone-Models/Gemstone-384x13,Gemstone 384x13 (67M),66758784,13,3,0,8,0,0.004128455650061369,0.9200000166893005,2.299999952316284
Gemstone-Models/Gemstone-384x13,Gemstone 384x13 (67M),66758784,13,3,0,8,1,0.0010060006752610207,0.9200000166893005,2.299999952316284
Gemstone-Models/Gemstone-384x13,Gemstone 384x13 (67M),66758784,13,3,0,8,2,0.11415968090295792,0.9200000166893005,2.299999952316284
Gemstone-Models/Gemstone-384x13,Gemstone 384x13 (67M),66758784,13,3,0,9,0,0.010673928074538708,0.9200000166893005,2.299999952316284
Gemstone-Models/Gemstone-384x13,Gemstone 384x13 (67M),66758784,13,3,0,9,1,0.021979618817567825,0.9200000166893005,2.299999952316284
Gemstone-Models/Gemstone-384x13,Gemstone 384x13 (67M),66758784,13,3,0,9,2,0.0017562886932864785,0.9200000166893005,2.299999952316284
Gemstone-Models/Gemstone-384x13,Gemstone 384x13 (67M),66758784,13,3,0,10,0,0.049574218690395355,0.9200000166893005,2.299999952316284
Gemstone-Models/Gemstone-384x13,Gemstone 384x13 (67M),66758784,13,3,0,10,1,4.365401309769368e-06,0.9200000166893005,2.299999952316284
Gemstone-Models/Gemstone-384x13,Gemstone 384x13 (67M),66758784,13,3,0,10,2,0.0013607906876131892,0.9200000166893005,2.299999952316284
Gemstone-Models/Gemstone-384x13,Gemstone 384x13 (67M),66758784,13,3,0,11,0,0.2627468705177307,0.9200000166893005,2.299999952316284
Gemstone-Models/Gemstone-384x13,Gemstone 384x13 (67M),66758784,13,3,0,11,1,0.2625557482242584,0.9200000166893005,2.299999952316284
Gemstone-Models/Gemstone-384x13,Gemstone 384x13 (67M),66758784,13,3,0,11,2,0.038643598556518555,0.9200000166893005,2.299999952316284
Gemstone-Models/Gemstone-384x13,Gemstone 384x13 (67M),66758784,13,3,0,12,0,0.031895894557237625,0.9200000166893005,2.299999952316284
Gemstone-Models/Gemstone-384x13,Gemstone 384x13 (67M),66758784,13,3,0,12,1,0.009782788343727589,0.9200000166893005,2.299999952316284
Gemstone-Models/Gemstone-384x13,Gemstone 384x13 (67M),66758784,13,3,0,12,2,0.03472917526960373,0.9200000166893005,2.299999952316284
Gemstone-Models/Gemstone-384x13,Gemstone 384x13 (67M),66758784,13,3,1,0,0,0.0023246239870786667,0.9399999976158142,29.520000457763672
Gemstone-Models/Gemstone-384x13,Gemstone 384x13 (67M),66758784,13,3,1,0,1,1.2139100363128819e-05,0.9399999976158142,29.520000457763672
Gemstone-Models/Gemstone-384x13,Gemstone 384x13 (67M),66758784,13,3,1,0,2,0.0035542587283998728,0.9399999976158142,29.520000457763672
Gemstone-Models/Gemstone-384x13,Gemstone 384x13 (67M),66758784,13,3,1,1,0,0.0035515851341187954,0.9399999976158142,29.520000457763672
Gemstone-Models/Gemstone-384x13,Gemstone 384x13 (67M),66758784,13,3,1,1,1,0.009846294298768044,0.9399999976158142,29.520000457763672
Gemstone-Models/Gemstone-384x13,Gemstone 384x13 (67M),66758784,13,3,1,1,2,0.0003271224850323051,0.9399999976158142,29.520000457763672
Gemstone-Models/Gemstone-384x13,Gemstone 384x13 (67M),66758784,13,3,1,2,0,0.010993586853146553,0.9399999976158142,29.520000457763672
Gemstone-Models/Gemstone-384x13,Gemstone 384x13 (67M),66758784,13,3,1,2,1,0.002096719341352582,0.9399999976158142,29.520000457763672
Gemstone-Models/Gemstone-384x13,Gemstone 384x13 (67M),66758784,13,3,1,2,2,0.0021826557349413633,0.9399999976158142,29.520000457763672
Gemstone-Models/Gemstone-384x13,Gemstone 384x13 (67M),66758784,13,3,1,3,0,0.014278106391429901,0.9399999976158142,29.520000457763672
Gemstone-Models/Gemstone-384x13,Gemstone 384x13 (67M),66758784,13,3,1,3,1,0.004593688994646072,0.9399999976158142,29.520000457763672
Gemstone-Models/Gemstone-384x13,Gemstone 384x13 (67M),66758784,13,3,1,3,2,0.016263553872704506,0.9399999976158142,29.520000457763672
