mpath,display_name,n_params,n_layers,n_heads,sample,layer,head,ps,ar_acc,ar_mean_rank
Gemstone-Models/Gemstone-256x80,Gemstone 256x80 (107M),104440064,80,2,0,0,0,0.01269370224326849,0.7799999713897705,821.7999877929688
Gemstone-Models/Gemstone-256x80,Gemstone 256x80 (107M),104440064,80,2,0,0,1,0.01274073589593172,0.7799999713897705,821.7999877929688
Gemstone-Models/Gemstone-256x80,Gemstone 256x80 (107M),104440064,80,2,0,1,0,0.007526866625994444,0.7799999713897705,821.7999877929688
Gemstone-Models/Gemstone-256x80,Gemstone 256x80 (107M),104440064,80,2,0,1,1,0.017630331218242645,0.7799999713897705,821.7999877929688
Gemstone-Models/Gemstone-256x80,Gemstone 256x80 (107M),104440064,80,2,0,2,0,8.692338724358706e-07,0.7799999713897705,821.7999877929688
Gemstone-Models/Gemstone-256x80,Gemstone 256x80 (107M),104440064,80,2,0,2,1,0.0006780678522773087,0.7799999713897705,821.7999877929688
Gemstone-Models/Gemstone-256x80,Gemstone 256x80 (107M),104440064,80,2,0,3,0,0.0035558450035750866,0.7799999713897705,821.7999877929688
Gemstone-Models/Gemstone-256x80,Gemstone 256x80 (107M),104440064,80,2,0,3,1,0.010168478824198246,0.7799999713897705,821.7999877929688
Gemstone-Models/Gemstone-256x80,Gemstone 256x80 (107M),104440064,80,2,0,4,0,0.0038505932316184044,0.7799999713897705,821.7999877929688
Gemstone-Models/Gemstone-256x80,Gemstone 256x80 (107M),104440064,80,2,0,4,1,0.00955891888588667,0.7799999713897705,821.7999877929688
Gemstone-Models/Gemstone-256x80,Gemstone 256x80 (107M),104440064,80,2,0,5,0,0.009980388917028904,0.7799999713897705,821.7999877929688
Gemstone-Models/Gemstone-256x80,Gemstone 256x80 (107M),104440064,80,2,0,5,1,0.007025924976915121,0.7799999713897705,821.7999877929688
Gemstone-Models/Gemstone-256x80,Gemstone 256x80 (107M),104440064,80,2,0,6,0,0.01956481859087944,0.7799999713897705,821.7999877929688
Gemstone-Models/Gemstone-256x80,Gemstone 256x80 (107M),104440064,80,2,0,6,1,0.0015060770092532039,0.7799999713897705,821.7999877929688
Gemstone-Models/Gemstone-256x80,Gemstone 256x80 (107M),104440064,80,2,0,7,0,0.00698591535910964,0.7799999713897705,821.7999877929688
Gemstone-Models/Gemstone-256x80,Gemstone 256x80 (107M),104440064,80,2,0,7,1,0.005826269276440144,0.7799999713897705,821.7999877929688
Gemstone-Models/Gemstone-256x80,Gemstone 256x80 (107M),104440064,80,2,0,8,0,0.01051490381360054,0.7799999713897705,821.7999877929688
Gemstone-Models/Gemstone-256x80,Gemstone 256x80 (107M),104440064,80,2,0,8,1,0.011701914481818676,0.7799999713897705,821.7999877929688
Gemstone-Models/Gemstone-256x80,Gemstone 256x80 (107M),104440064,80,2,0,9,0,0.005614227149635553,0.7799999713897705,821.7999877929688
Gemstone-Models/Gemstone-256x80,Gemstone 256x80 (107M),104440064,80,2,0,9,1,0.005976006854325533,0.7799999713897705,821.7999877929688
Gemstone-Models/Gemstone-256x80,Gemstone 256x80 (107M),104440064,80,2,0,10,0,0.010671320371329784,0.7799999713897705,821.7999877929688
Gemstone-Models/Gemstone-256x80,Gemstone 256x80 (107M),104440064,80,2,0,10,1,0.01714526116847992,0.7799999713897705,821.7999877929688
Gemstone-Models/Gemstone-256x80,Gemstone 256x80 (107M),104440064,80,2,0,11,0,0.009827258996665478,0.7799999713897705,821.7999877929688
Gemstone-Models/Gemstone-256x80,Gemstone 256x80 (107M),104440064,80,2,0,11,1,0.00888381153345108,0.7799999713897705,821.7999877929688
Gemstone-Models/Gemstone-256x80,Gemstone 256x80 (107M),104440064,80,2,0,12,0,0.0163181871175766,0.7799999713897705,821.7999877929688
Gemstone-Models/Gemstone-256x80,Gemstone 256x80 (107M),104440064,80,2,0,12,1,0.007621854543685913,0.7799999713897705,821.7999877929688
Gemstone-Models/Gemstone-256x80,Gemstone 256x80 (107M),104440064,80,2,0,13,0,0.00292951543815434,0.7799999713897705,821.7999877929688
