mpath,display_name,n_params,n_layers,n_heads,sample,layer,head,ps,ar_acc,ar_mean_rank
Gemstone-Models/Gemstone-768x3,Gemstone 768x3 (100M),103814400,3,6,0,0,0,0.0016498711192980409,0.3199999928474426,2263.9599609375
Gemstone-Models/Gemstone-768x3,Gemstone 768x3 (100M),103814400,3,6,0,0,1,0.0026711367536336184,0.3199999928474426,2263.9599609375
Gemstone-Models/Gemstone-768x3,Gemstone 768x3 (100M),103814400,3,6,0,0,2,0.000564524729270488,0.3199999928474426,2263.9599609375
Gemstone-Models/Gemstone-768x3,Gemstone 768x3 (100M),103814400,3,6,0,0,3,0.0036080649588257074,0.3199999928474426,2263.9599609375
Gemstone-Models/Gemstone-768x3,Gemstone 768x3 (100M),103814400,3,6,0,0,4,0.007269447669386864,0.3199999928474426,2263.9599609375
Gemstone-Models/Gemstone-768x3,Gemstone 768x3 (100M),103814400,3,6,0,0,5,0.006453185807913542,0.3199999928474426,2263.9599609375
Gemstone-Models/Gemstone-768x3,Gemstone 768x3 (100M),103814400,3,6,0,1,0,0.007306182291358709,0.3199999928474426,2263.9599609375
Gemstone-Models/Gemstone-768x3,Gemstone 768x3 (100M),103814400,3,6,0,1,1,0.007262132596224546,0.3199999928474426,2263.9599609375
Gemstone-Models/Gemstone-768x3,Gemstone 768x3 (100M),103814400,3,6,0,1,2,0.01653214730322361,0.3199999928474426,2263.9599609375
Gemstone-Models/Gemstone-768x3,Gemstone 768x3 (100M),103814400,3,6,0,1,3,0.0015484269242733717,0.3199999928474426,2263.9599609375
Gemstone-Models/Gemstone-768x3,Gemstone 768x3 (100M),103814400,3,6,0,1,4,0.0001334574044449255,0.3199999928474426,2263.9599609375
Gemstone-Models/Gemstone-768x3,Gemstone 768x3 (100M),103814400,3,6,0,1,5,2.533417386985093e-07,0.3199999928474426,2263.9599609375
Gemstone-Models/Gemstone-768x3,Gemstone 768x3 (100M),103814400,3,6,0,2,0,0.01699037477374077,0.3199999928474426,2263.9599609375
Gemstone-Models/Gemstone-768x3,Gemstone 768x3 (100M),103814400,3,6,0,2,1,0.04990801960229874,0.3199999928474426,2263.9599609375
Gemstone-Models/Gemstone-768x3,Gemstone 768x3 (100M),103814400,3,6,0,2,2,0.004780131857842207,0.3199999928474426,2263.9599609375
Gemstone-Models/Gemstone-768x3,Gemstone 768x3 (100M),103814400,3,6,0,2,3,0.0040314774960279465,0.3199999928474426,2263.9599609375
Gemstone-Models/Gemstone-768x3,Gemstone 768x3 (100M),103814400,3,6,0,2,4,0.6888319253921509,0.3199999928474426,2263.9599609375
Gemstone-Models/Gemstone-768x3,Gemstone 768x3 (100M),103814400,3,6,0,2,5,0.029839560389518738,0.3199999928474426,2263.9599609375
