mpath,display_name,n_params,n_layers,n_heads,sample,layer,head,ps,ar_acc,ar_mean_rank
Gemstone-Models/Gemstone-1536x50,Gemstone 1536x50 (2B),1924161024,50,12,0,0,0,0.011039665900170803,0.6600000262260437,3613.139892578125
Gemstone-Models/Gemstone-1536x50,Gemstone 1536x50 (2B),1924161024,50,12,0,0,1,0.010999289341270924,0.6600000262260437,3613.139892578125
Gemstone-Models/Gemstone-1536x50,Gemstone 1536x50 (2B),1924161024,50,12,0,0,2,0.013296123594045639,0.6600000262260437,3613.139892578125
Gemstone-Models/Gemstone-1536x50,Gemstone 1536x50 (2B),1924161024,50,12,0,0,3,0.017712891101837158,0.6600000262260437,3613.139892578125
Gemstone-Models/Gemstone-1536x50,Gemstone 1536x50 (2B),1924161024,50,12,0,0,4,0.01510167121887207,0.6600000262260437,3613.139892578125
Gemstone-Models/Gemstone-1536x50,Gemstone 1536x50 (2B),1924161024,50,12,0,0,5,0.014079222455620766,0.6600000262260437,3613.139892578125
Gemstone-Models/Gemstone-1536x50,Gemstone 1536x50 (2B),1924161024,50,12,0,0,6,0.011991221457719803,0.6600000262260437,3613.139892578125
Gemstone-Models/Gemstone-1536x50,Gemstone 1536x50 (2B),1924161024,50,12,0,0,7,0.01278835441917181,0.6600000262260437,3613.139892578125
Gemstone-Models/Gemstone-1536x50,Gemstone 1536x50 (2B),1924161024,50,12,0,0,8,0.014066793024539948,0.6600000262260437,3613.139892578125
Gemstone-Models/Gemstone-1536x50,Gemstone 1536x50 (2B),1924161024,50,12,0,0,9,0.0125425411388278,0.6600000262260437,3613.139892578125
Gemstone-Models/Gemstone-1536x50,Gemstone 1536x50 (2B),1924161024,50,12,0,0,10,0.016655905172228813,0.6600000262260437,3613.139892578125
Gemstone-Models/Gemstone-1536x50,Gemstone 1536x50 (2B),1924161024,50,12,0,0,11,0.009690599516034126,0.6600000262260437,3613.139892578125
Gemstone-Models/Gemstone-1536x50,Gemstone 1536x50 (2B),1924161024,50,12,0,1,0,0.006684886757284403,0.6600000262260437,3613.139892578125
Gemstone-Models/Gemstone-1536x50,Gemstone 1536x50 (2B),1924161024,50,12,0,1,1,0.005559866316616535,0.6600000262260437,3613.139892578125
Gemstone-Models/Gemstone-1536x50,Gemstone 1536x50 (2B),1924161024,50,12,0,1,2,0.009046345949172974,0.6600000262260437,3613.139892578125
Gemstone-Models/Gemstone-1536x50,Gemstone 1536x50 (2B),1924161024,50,12,0,1,3,0.015550854615867138,0.6600000262260437,3613.139892578125
Gemstone-Models/Gemstone-1536x50,Gemstone 1536x50 (2B),1924161024,50,12,0,1,4,0.012655415572226048,0.6600000262260437,3613.139892578125
Gemstone-Models/Gemstone-1536x50,Gemstone 1536x50 (2B),1924161024,50,12,0,1,5,0.01796618662774563,0.6600000262260437,3613.139892578125
Gemstone-Models/Gemstone-1536x50,Gemstone 1536x50 (2B),1924161024,50,12,0,1,6,0.010699957609176636,0.6600000262260437,3613.139892578125
Gemstone-Models/Gemstone-1536x50,Gemstone 1536x50 (2B),1924161024,50,12,0,1,7,0.009503263048827648,0.6600000262260437,3613.139892578125
Gemstone-Models/Gemstone-1536x50,Gemstone 1536x50 (2B),1924161024,50,12,0,1,8,0.009836140088737011,0.6600000262260437,3613.139892578125
Gemstone-Models/Gemstone-1536x50,Gemstone 1536x50 (2B),1924161024,50,12,0,1,9,0.01052036415785551,0.6600000262260437,3613.139892578125
Gemstone-Models/Gemstone-1536x50,Gemstone 1536x50 (2B),1924161024,50,12,0,1,10,0.013819132931530476,0.6600000262260437,3613.139892578125
Gemstone-Models/Gemstone-1536x50,Gemstone 1536x50 (2B),1924161024,50,12,0,1,11,0.011856074444949627,0.6600000262260437,3613.139892578125
Gemstone-Models/Gemstone-1536x50,Gemstone 1536x50 (2B),1924161024,50,12,0,2,0,0.016946544870734215,0.6600000262260437,3613.139892578125
Gemstone-Models/Gemstone-1536x50,Gemstone 1536x50 (2B),1924161024,50,12,0,2,1,0.002501455135643482,0.6600000262260437,3613.139892578125
Gemstone-Models/Gemstone-1536x50,Gemstone 1536x50 (2B),1924161024,50,12,0,2,2,0.00498445937409997,0.6600000262260437,3613.139892578125
Gemstone-Models/Gemstone-1536x50,Gemstone 1536x50 (2B),1924161024,50,12,0,2,3,0.012808804400265217,0.6600000262260437,3613.139892578125
Gemstone-Models/Gemstone-1536x50,Gemstone 1536x50 (2B),1924161024,50,12,0,2,4,0.016587885096669197,0.6600000262260437,3613.139892578125
Gemstone-Models/Gemstone-1536x50,Gemstone 1536x50 (2B),1924161024,50,12,0,2,5,4.2059778593284136e-07,0.6600000262260437,3613.139892578125
Gemstone-Models/Gemstone-1536x50,Gemstone 1536x50 (2B),1924161024,50,12,0,2,6,0.01776839792728424,0.6600000262260437,3613.139892578125
Gemstone-Models/Gemstone-1536x50,Gemstone 1536x50 (2B),1924161024,50,12,0,2,7,0.014311648905277252,0.6600000262260437,3613.139892578125
Gemstone-Models/Gemstone-1536x50,Gemstone 1536x50 (2B),1924161024,50,12,0,2,8,0.006208677310496569,0.6600000262260437,3613.139892578125
Gemstone-Models/Gemstone-1536x50,Gemstone 1536x50 (2B),1924161024,50,12,0,2,9,0.006412120535969734,0.6600000262260437,3613.139892578125
Gemstone-Models/Gemstone-1536x50,Gemstone 1536x50 (2B),1924161024,50,12,0,2,10,0.0048431577160954475,0.6600000262260437,3613.139892578125
Gemstone-Models/Gemstone-1536x50,Gemstone 1536x50 (2B),1924161024,50,12,0,2,11,0.00045905381557531655,0.6600000262260437,3613.139892578125
Gemstone-Models/Gemstone-1536x50,Gemstone 1536x50 (2B),1924161024,50,12,0,3,0,0.004550195299088955,0.6600000262260437,3613.139892578125
Gemstone-Models/Gemstone-1536x50,Gemstone 1536x50 (2B),1924161024,50,12,0,3,1,0.005215236451476812,0.6600000262260437,3613.139892578125
Gemstone-Models/Gemstone-1536x50,Gemstone 1536x50 (2B),1924161024,50,12,0,3,2,0.007668875623494387,0.6600000262260437,3613.139892578125
Gemstone-Models/Gemstone-1536x50,Gemstone 1536x50 (2B),1924161024,50,12,0,3,3,0.014992406591773033,0.6600000262260437,3613.139892578125
