mpath,display_name,n_params,n_layers,n_heads,sample,layer,head,ps,ar_acc,ar_mean_rank
Gemstone-Models/Gemstone-512x12,Gemstone 512x12 (99M),98710016,12,4,0,0,0,0.00026793486904352903,0.8600000143051147,153.74000549316406
Gemstone-Models/Gemstone-512x12,Gemstone 512x12 (99M),98710016,12,4,0,0,1,0.0008557246765121818,0.8600000143051147,153.74000549316406
Gemstone-Models/Gemstone-512x12,Gemstone 512x12 (99M),98710016,12,4,0,0,2,0.003966988995671272,0.8600000143051147,153.74000549316406
Gemstone-Models/Gemstone-512x12,Gemstone 512x12 (99M),98710016,12,4,0,0,3,0.007921100594103336,0.8600000143051147,153.74000549316406
Gemstone-Models/Gemstone-512x12,Gemstone 512x12 (99M),98710016,12,4,0,1,0,0.008525878190994263,0.8600000143051147,153.74000549316406
Gemstone-Models/Gemstone-512x12,Gemstone 512x12 (99M),98710016,12,4,0,1,1,0.003873230190947652,0.8600000143051147,153.74000549316406
Gemstone-Models/Gemstone-512x12,Gemstone 512x12 (99M),98710016,12,4,0,1,2,0.0038108485750854015,0.8600000143051147,153.74000549316406
Gemstone-Models/Gemstone-512x12,Gemstone 512x12 (99M),98710016,12,4,0,1,3,0.0030138224828988314,0.8600000143051147,153.74000549316406
Gemstone-Models/Gemstone-512x12,Gemstone 512x12 (99M),98710016,12,4,0,2,0,0.00607270048931241,0.8600000143051147,153.74000549316406
Gemstone-Models/Gemstone-512x12,Gemstone 512x12 (99M),98710016,12,4,0,2,1,0.0004900446510873735,0.8600000143051147,153.74000549316406
Gemstone-Models/Gemstone-512x12,Gemstone 512x12 (99M),98710016,12,4,0,2,2,0.005898596718907356,0.8600000143051147,153.74000549316406
Gemstone-Models/Gemstone-512x12,Gemstone 512x12 (99M),98710016,12,4,0,2,3,0.0030682962387800217,0.8600000143051147,153.74000549316406
Gemstone-Models/Gemstone-512x12,Gemstone 512x12 (99M),98710016,12,4,0,3,0,0.00013661971024703234,0.8600000143051147,153.74000549316406
Gemstone-Models/Gemstone-512x12,Gemstone 512x12 (99M),98710016,12,4,0,3,1,0.0013059222837910056,0.8600000143051147,153.74000549316406
Gemstone-Models/Gemstone-512x12,Gemstone 512x12 (99M),98710016,12,4,0,3,2,0.009414144791662693,0.8600000143051147,153.74000549316406
Gemstone-Models/Gemstone-512x12,Gemstone 512x12 (99M),98710016,12,4,0,3,3,0.010154570452868938,0.8600000143051147,153.74000549316406
Gemstone-Models/Gemstone-512x12,Gemstone 512x12 (99M),98710016,12,4,0,4,0,0.0010050765704363585,0.8600000143051147,153.74000549316406
Gemstone-Models/Gemstone-512x12,Gemstone 512x12 (99M),98710016,12,4,0,4,1,0.0032955005299299955,0.8600000143051147,153.74000549316406
Gemstone-Models/Gemstone-512x12,Gemstone 512x12 (99M),98710016,12,4,0,4,2,0.0059007201343774796,0.8600000143051147,153.74000549316406
Gemstone-Models/Gemstone-512x12,Gemstone 512x12 (99M),98710016,12,4,0,4,3,0.013987082056701183,0.8600000143051147,153.74000549316406
Gemstone-Models/Gemstone-512x12,Gemstone 512x12 (99M),98710016,12,4,0,5,0,0.001927599310874939,0.8600000143051147,153.74000549316406
Gemstone-Models/Gemstone-512x12,Gemstone 512x12 (99M),98710016,12,4,0,5,1,0.004007731098681688,0.8600000143051147,153.74000549316406
Gemstone-Models/Gemstone-512x12,Gemstone 512x12 (99M),98710016,12,4,0,5,2,0.007893788628280163,0.8600000143051147,153.74000549316406
Gemstone-Models/Gemstone-512x12,Gemstone 512x12 (99M),98710016,12,4,0,5,3,0.005818828474730253,0.8600000143051147,153.74000549316406
Gemstone-Models/Gemstone-512x12,Gemstone 512x12 (99M),98710016,12,4,0,6,0,0.005795581731945276,0.8600000143051147,153.74000549316406
Gemstone-Models/Gemstone-512x12,Gemstone 512x12 (99M),98710016,12,4,0,6,1,0.0143404770642519,0.8600000143051147,153.74000549316406
Gemstone-Models/Gemstone-512x12,Gemstone 512x12 (99M),98710016,12,4,0,6,2,1.0371351208959823e-06,0.8600000143051147,153.74000549316406
Gemstone-Models/Gemstone-512x12,Gemstone 512x12 (99M),98710016,12,4,0,6,3,1.871855725976701e-10,0.8600000143051147,153.74000549316406
Gemstone-Models/Gemstone-512x12,Gemstone 512x12 (99M),98710016,12,4,0,7,0,0.0008632102399133146,0.8600000143051147,153.74000549316406
Gemstone-Models/Gemstone-512x12,Gemstone 512x12 (99M),98710016,12,4,0,7,1,0.8939580321311951,0.8600000143051147,153.74000549316406
Gemstone-Models/Gemstone-512x12,Gemstone 512x12 (99M),98710016,12,4,0,7,2,0.00952492281794548,0.8600000143051147,153.74000549316406
Gemstone-Models/Gemstone-512x12,Gemstone 512x12 (99M),98710016,12,4,0,7,3,0.0009244621032848954,0.8600000143051147,153.74000549316406
Gemstone-Models/Gemstone-512x12,Gemstone 512x12 (99M),98710016,12,4,0,8,0,0.005864482372999191,0.8600000143051147,153.74000549316406
Gemstone-Models/Gemstone-512x12,Gemstone 512x12 (99M),98710016,12,4,0,8,1,0.22116214036941528,0.8600000143051147,153.74000549316406
Gemstone-Models/Gemstone-512x12,Gemstone 512x12 (99M),98710016,12,4,0,8,2,0.9443549513816833,0.8600000143051147,153.74000549316406
Gemstone-Models/Gemstone-512x12,Gemstone 512x12 (99M),98710016,12,4,0,8,3,0.025081291794776917,0.8600000143051147,153.74000549316406
Gemstone-Models/Gemstone-512x12,Gemstone 512x12 (99M),98710016,12,4,0,9,0,0.00021792181360069662,0.8600000143051147,153.74000549316406
Gemstone-Models/Gemstone-512x12,Gemstone 512x12 (99M),98710016,12,4,0,9,1,0.015410398133099079,0.8600000143051147,153.74000549316406
Gemstone-Models/Gemstone-512x12,Gemstone 512x12 (99M),98710016,12,4,0,9,2,0.05330255627632141,0.8600000143051147,153.74000549316406
Gemstone-Models/Gemstone-512x12,Gemstone 512x12 (99M),98710016,12,4,0,9,3,0.05537515506148338,0.8600000143051147,153.74000549316406
Gemstone-Models/Gemstone-512x12,Gemstone 512x12 (99M),98710016,12,4,0,10,0,0.10981583595275879,0.8600000143051147,153.74000549316406
Gemstone-Models/Gemstone-512x12,Gemstone 512x12 (99M),98710016,12,4,0,10,1,0.22434355318546295,0.8600000143051147,153.74000549316406
Gemstone-Models/Gemstone-512x12,Gemstone 512x12 (99M),98710016,12,4,0,10,2,0.2801553010940552,0.8600000143051147,153.74000549316406
Gemstone-Models/Gemstone-512x12,Gemstone 512x12 (99M),98710016,12,4,0,10,3,0.08331122994422913,0.8600000143051147,153.74000549316406
Gemstone-Models/Gemstone-512x12,Gemstone 512x12 (99M),98710016,12,4,0,11,0,0.005358770024031401,0.8600000143051147,153.74000549316406
Gemstone-Models/Gemstone-512x12,Gemstone 512x12 (99M),98710016,12,4,0,11,1,0.02839643880724907,0.8600000143051147,153.74000549316406
Gemstone-Models/Gemstone-512x12,Gemstone 512x12 (99M),98710016,12,4,0,11,2,0.00829631369560957,0.8600000143051147,153.74000549316406
Gemstone-Models/Gemstone-512x12,Gemstone 512x12 (99M),98710016,12,4,0,11,3,0.019070863723754883,0.8600000143051147,153.74000549316406
Gemstone-Models/Gemstone-512x12,Gemstone 512x12 (99M),98710016,12,4,1,0,0,0.0030242414213716984,0.8799999952316284,1814.6400146484375
Gemstone-Models/Gemstone-512x12,Gemstone 512x12 (99M),98710016,12,4,1,0,1,0.0016378025757148862,0.8799999952316284,1814.6400146484375
Gemstone-Models/Gemstone-512x12,Gemstone 512x12 (99M),98710016,12,4,1,0,2,0.003619187278673053,0.8799999952316284,1814.6400146484375
Gemstone-Models/Gemstone-512x12,Gemstone 512x12 (99M),98710016,12,4,1,0,3,0.0039576198905706406,0.8799999952316284,1814.6400146484375
Gemstone-Models/Gemstone-512x12,Gemstone 512x12 (99M),98710016,12,4,1,1,0,0.016137203201651573,0.8799999952316284,1814.6400146484375
Gemstone-Models/Gemstone-512x12,Gemstone 512x12 (99M),98710016,12,4,1,1,1,0.004229085519909859,0.8799999952316284,1814.6400146484375
Gemstone-Models/Gemstone-512x12,Gemstone 512x12 (99M),98710016,12,4,1,1,2,0.01452902052551508,0.8799999952316284,1814.6400146484375
Gemstone-Models/Gemstone-512x12,Gemstone 512x12 (99M),98710016,12,4,1,1,3,0.002852608449757099,0.8799999952316284,1814.6400146484375
Gemstone-Models/Gemstone-512x12,Gemstone 512x12 (99M),98710016,12,4,1,2,0,0.007886317558586597,0.8799999952316284,1814.6400146484375
Gemstone-Models/Gemstone-512x12,Gemstone 512x12 (99M),98710016,12,4,1,2,1,0.00044996163342148066,0.8799999952316284,1814.6400146484375
Gemstone-Models/Gemstone-512x12,Gemstone 512x12 (99M),98710016,12,4,1,2,2,0.0120715806260705,0.8799999952316284,1814.6400146484375
Gemstone-Models/Gemstone-512x12,Gemstone 512x12 (99M),98710016,12,4,1,2,3,0.007532952819019556,0.8799999952316284,1814.6400146484375
Gemstone-Models/Gemstone-512x12,Gemstone 512x12 (99M),98710016,12,4,1,3,0,0.00028682855190709233,0.8799999952316284,1814.6400146484375
Gemstone-Models/Gemstone-512x12,Gemstone 512x12 (99M),98710016,12,4,1,3,1,0.0014656969578936696,0.8799999952316284,1814.6400146484375
