mpath,Layer,Head,n_params,n_layers,mean_1back,mean_first
Gemstone-Models/Gemstone-1280x15,1,1,497457920,15,0.255884901841392,0.12762049706401046
Gemstone-Models/Gemstone-1280x15,1,2,497457920,15,0.7296326651766494,0.0958253943022933
Gemstone-Models/Gemstone-1280x15,1,3,497457920,15,0.11975881753785828,0.15655014204146622
Gemstone-Models/Gemstone-1280x15,1,4,497457920,15,0.1318865983883987,0.1771105820307502
Gemstone-Models/Gemstone-1280x15,1,5,497457920,15,0.13627280623794671,0.1287533902177201
Gemstone-Models/Gemstone-1280x15,1,6,497457920,15,0.15788632314708134,0.21667741929172527
Gemstone-Models/Gemstone-1280x15,1,7,497457920,15,0.1424634974539369,0.11000648979377277
Gemstone-Models/Gemstone-1280x15,1,8,497457920,15,0.12048200405462901,0.167123315578981
Gemstone-Models/Gemstone-1280x15,1,9,497457920,15,0.17821614188072196,0.15505524052659397
Gemstone-Models/Gemstone-1280x15,1,10,497457920,15,0.3880560002079955,0.14233324880076864
Gemstone-Models/Gemstone-1280x15,2,1,497457920,15,0.09320641112130679,0.2778082844093665
Gemstone-Models/Gemstone-1280x15,2,2,497457920,15,0.1352596020622475,0.20379773815450541
Gemstone-Models/Gemstone-1280x15,2,3,497457920,15,0.2775601465422827,0.1579878234245755
Gemstone-Models/Gemstone-1280x15,2,4,497457920,15,0.21835189648308193,0.16635459551850593
Gemstone-Models/Gemstone-1280x15,2,5,497457920,15,0.27489028526498027,0.17149839621294544
Gemstone-Models/Gemstone-1280x15,2,6,497457920,15,0.21721516504839014,0.1500628015009669
Gemstone-Models/Gemstone-1280x15,2,7,497457920,15,0.0828462232424466,0.17972020103733188
Gemstone-Models/Gemstone-1280x15,2,8,497457920,15,0.32071960433288377,0.1829827855601235
Gemstone-Models/Gemstone-1280x15,2,9,497457920,15,0.47554496830111154,0.1536816586782266
Gemstone-Models/Gemstone-1280x15,2,10,497457920,15,0.18325963779702198,0.20016744891992647
Gemstone-Models/Gemstone-1280x15,3,1,497457920,15,0.10718286181758112,0.3167965183028945
Gemstone-Models/Gemstone-1280x15,3,2,497457920,15,0.10809706824946327,0.3391692871311763
Gemstone-Models/Gemstone-1280x15,3,3,497457920,15,0.12504821118560278,0.28475056155710604
Gemstone-Models/Gemstone-1280x15,3,4,497457920,15,0.1626288466233838,0.32400755470131964
Gemstone-Models/Gemstone-1280x15,3,5,497457920,15,0.35837013742050244,0.17510630253019988
Gemstone-Models/Gemstone-1280x15,3,6,497457920,15,0.18233196769614474,0.26040264139617525
Gemstone-Models/Gemstone-1280x15,3,7,497457920,15,0.0645009459229885,0.36359029876868104
Gemstone-Models/Gemstone-1280x15,3,8,497457920,15,0.14039975696162235,0.35232641644127016
Gemstone-Models/Gemstone-1280x15,3,9,497457920,15,0.12160955032182702,0.32016244456843207
Gemstone-Models/Gemstone-1280x15,3,10,497457920,15,0.06956693295154481,0.3925452087432504
Gemstone-Models/Gemstone-1280x15,4,1,497457920,15,0.31832882124292955,0.2778172392465241
Gemstone-Models/Gemstone-1280x15,4,2,497457920,15,0.20688168070203544,0.32465148249545966
Gemstone-Models/Gemstone-1280x15,4,3,497457920,15,0.280427809625685,0.348478242911555
Gemstone-Models/Gemstone-1280x15,4,4,497457920,15,0.23933013322743563,0.3480451875296351
Gemstone-Models/Gemstone-1280x15,4,5,497457920,15,0.2511829582375807,0.2967301949120319
Gemstone-Models/Gemstone-1280x15,4,6,497457920,15,0.11818399650601291,0.26706404200903283
Gemstone-Models/Gemstone-1280x15,4,7,497457920,15,0.15880400526362493,0.27810900056505344
Gemstone-Models/Gemstone-1280x15,4,8,497457920,15,0.1443135953723668,0.29043511869022254
Gemstone-Models/Gemstone-1280x15,4,9,497457920,15,0.16990762413129787,0.3444163397950184
Gemstone-Models/Gemstone-1280x15,4,10,497457920,15,0.11048683719345932,0.3720743591720993
Gemstone-Models/Gemstone-1280x15,5,1,497457920,15,0.11597508450483413,0.41395780771926
Gemstone-Models/Gemstone-1280x15,5,2,497457920,15,0.10150059255528016,0.3449362612947508
Gemstone-Models/Gemstone-1280x15,5,3,497457920,15,0.09642334079353118,0.47613757853214445
Gemstone-Models/Gemstone-1280x15,5,4,497457920,15,0.09693611493787246,0.37926601244880626
Gemstone-Models/Gemstone-1280x15,5,5,497457920,15,0.19996655896843013,0.3296462133437305
Gemstone-Models/Gemstone-1280x15,5,6,497457920,15,0.06738274123844079,0.2908079789408871
Gemstone-Models/Gemstone-1280x15,5,7,497457920,15,0.419221211347852,0.1417763915147867
Gemstone-Models/Gemstone-1280x15,5,8,497457920,15,0.16646610755283192,0.23707203477531577
Gemstone-Models/Gemstone-1280x15,5,9,497457920,15,0.1882671129305262,0.31285612611799263
Gemstone-Models/Gemstone-1280x15,5,10,497457920,15,0.0792473698868318,0.31378094863157724
Gemstone-Models/Gemstone-1280x15,6,1,497457920,15,0.11643604347454352,0.4328265895356645
Gemstone-Models/Gemstone-1280x15,6,2,497457920,15,0.22586590176946045,0.21919870179135337
Gemstone-Models/Gemstone-1280x15,6,3,497457920,15,0.074412778495355,0.3804431613814365
Gemstone-Models/Gemstone-1280x15,6,4,497457920,15,0.1486271860430369,0.33970553799344966
Gemstone-Models/Gemstone-1280x15,6,5,497457920,15,0.21808012318727485,0.4085030655961137
Gemstone-Models/Gemstone-1280x15,6,6,497457920,15,0.2613677847179564,0.4715580923465995
Gemstone-Models/Gemstone-1280x15,6,7,497457920,15,0.15233476971228554,0.43904347711049757
Gemstone-Models/Gemstone-1280x15,6,8,497457920,15,0.1288939135837125,0.4256886114945283
Gemstone-Models/Gemstone-1280x15,6,9,497457920,15,0.14570047205744738,0.5078517090271901
Gemstone-Models/Gemstone-1280x15,6,10,497457920,15,0.20850790652247875,0.4398238097538461
Gemstone-Models/Gemstone-1280x15,7,1,497457920,15,0.30767887374302283,0.5156078885893922
