mpath,Layer,Head,n_params,n_layers,mean_1back,mean_first
Gemstone-Models/Gemstone-256x27,1,1,52311808,27,0.5692631370938934,0.10042176335803914
Gemstone-Models/Gemstone-256x27,1,2,52311808,27,0.0873914076736918,0.17322009752082212
Gemstone-Models/Gemstone-256x27,2,1,52311808,27,0.3420570007002389,0.13456431557578183
Gemstone-Models/Gemstone-256x27,2,2,52311808,27,0.29259732072507294,0.13824780530914346
Gemstone-Models/Gemstone-256x27,3,1,52311808,27,0.0759504494528557,0.21577157217214948
Gemstone-Models/Gemstone-256x27,3,2,52311808,27,0.12290522785068628,0.19821552636364734
Gemstone-Models/Gemstone-256x27,4,1,52311808,27,0.18583557658546318,0.21130276276721607
Gemstone-Models/Gemstone-256x27,4,2,52311808,27,0.0784987775474652,0.23553318364193307
Gemstone-Models/Gemstone-256x27,5,1,52311808,27,0.11581975676387812,0.1467739427210511
Gemstone-Models/Gemstone-256x27,5,2,52311808,27,0.14958783545651588,0.2065939444086483
Gemstone-Models/Gemstone-256x27,6,1,52311808,27,0.28248200138230933,0.21576700780216276
Gemstone-Models/Gemstone-256x27,6,2,52311808,27,0.13587900496146696,0.22496109658868996
Gemstone-Models/Gemstone-256x27,7,1,52311808,27,0.3676568054490619,0.1503828042983874
Gemstone-Models/Gemstone-256x27,7,2,52311808,27,0.40426523987953367,0.17675040058187533
Gemstone-Models/Gemstone-256x27,8,1,52311808,27,0.7122233974504041,0.10548731716008511
Gemstone-Models/Gemstone-256x27,8,2,52311808,27,0.30620708204693975,0.1599025191241377
Gemstone-Models/Gemstone-256x27,9,1,52311808,27,0.40179564622608394,0.15479915997981125
Gemstone-Models/Gemstone-256x27,9,2,52311808,27,0.13159780633879134,0.17647355749039675
Gemstone-Models/Gemstone-256x27,10,1,52311808,27,0.1227850273430526,0.3056440292535959
Gemstone-Models/Gemstone-256x27,10,2,52311808,27,0.26765576593421236,0.26105487551372325
Gemstone-Models/Gemstone-256x27,11,1,52311808,27,0.09651488518795448,0.622097422231783
Gemstone-Models/Gemstone-256x27,11,2,52311808,27,0.2990218934130382,0.3689659209222764
Gemstone-Models/Gemstone-256x27,12,1,52311808,27,0.7461614963170644,0.17019852824710507
Gemstone-Models/Gemstone-256x27,12,2,52311808,27,0.11283018060207542,0.4089236722157166
Gemstone-Models/Gemstone-256x27,13,1,52311808,27,0.05047193976879876,0.9941143449004348
Gemstone-Models/Gemstone-256x27,13,2,52311808,27,0.05530116563892217,0.918604733797165
Gemstone-Models/Gemstone-256x27,14,1,52311808,27,0.20177849958295574,0.3459196255147994
Gemstone-Models/Gemstone-256x27,14,2,52311808,27,0.06905907064721029,0.7642416770572777
Gemstone-Models/Gemstone-256x27,15,1,52311808,27,0.07548920406090152,0.7090942950936051
Gemstone-Models/Gemstone-256x27,15,2,52311808,27,0.11020913583089456,0.5481238825632645
Gemstone-Models/Gemstone-256x27,16,1,52311808,27,0.32722703072133363,0.5115423205199542
Gemstone-Models/Gemstone-256x27,16,2,52311808,27,0.15594701553966187,0.46440631057228055
Gemstone-Models/Gemstone-256x27,17,1,52311808,27,0.21907920105097525,0.3933153489867488
Gemstone-Models/Gemstone-256x27,17,2,52311808,27,0.1518463015712954,0.3954047813519343
Gemstone-Models/Gemstone-256x27,18,1,52311808,27,0.06589312806401074,0.8236415084596869
Gemstone-Models/Gemstone-256x27,18,2,52311808,27,0.5421581407477548,0.21992662967414822
Gemstone-Models/Gemstone-256x27,19,1,52311808,27,0.20349358544648585,0.5614655003085867
Gemstone-Models/Gemstone-256x27,19,2,52311808,27,0.0624415333558981,0.9195648101983486
Gemstone-Models/Gemstone-256x27,20,1,52311808,27,0.3299558904391151,0.3676083457765278
Gemstone-Models/Gemstone-256x27,20,2,52311808,27,0.07414747102258795,0.6759664940762449
Gemstone-Models/Gemstone-256x27,21,1,52311808,27,0.091746031745776,0.6948856587435032
Gemstone-Models/Gemstone-256x27,21,2,52311808,27,0.08950224770205063,0.7148084499993482
Gemstone-Models/Gemstone-256x27,22,1,52311808,27,0.05612815319708692,0.910125838385688
Gemstone-Models/Gemstone-256x27,22,2,52311808,27,0.07097749660692143,0.8322880055095341
Gemstone-Models/Gemstone-256x27,23,1,52311808,27,0.11420968007128514,0.47826873596097613
Gemstone-Models/Gemstone-256x27,23,2,52311808,27,0.23364857429856647,0.38805090365288136
Gemstone-Models/Gemstone-256x27,24,1,52311808,27,0.05460646922082018,0.9128429069891348
Gemstone-Models/Gemstone-256x27,24,2,52311808,27,0.1967195236870834,0.6669531973811599
Gemstone-Models/Gemstone-256x27,25,1,52311808,27,0.07340276381700063,0.7224543829848459
Gemstone-Models/Gemstone-256x27,25,2,52311808,27,0.056165502935245186,0.9089490565451773
Gemstone-Models/Gemstone-256x27,26,1,52311808,27,0.06330102263437999,0.7863911191174934
Gemstone-Models/Gemstone-256x27,26,2,52311808,27,0.16053646582517175,0.5164816027826017
Gemstone-Models/Gemstone-256x27,27,1,52311808,27,0.07281286377940804,0.21196846370850952
Gemstone-Models/Gemstone-256x27,27,2,52311808,27,0.1886881198006886,0.13485466960996564
