mpath,Layer,Head,n_params,n_layers,mean_1back,mean_first
Gemstone-Models/Gemstone-3072x12,1,1,2007837696,12,0.1282113288884406,0.12696933599507754
Gemstone-Models/Gemstone-3072x12,1,2,2007837696,12,0.11219987826414272,0.08873206490018701
Gemstone-Models/Gemstone-3072x12,1,3,2007837696,12,0.14263519176567346,0.10202982789045338
Gemstone-Models/Gemstone-3072x12,1,4,2007837696,12,0.12439301482414235,0.10240889303581983
Gemstone-Models/Gemstone-3072x12,1,5,2007837696,12,0.13691283247522176,0.09714702645025855
Gemstone-Models/Gemstone-3072x12,1,6,2007837696,12,0.12818575986764494,0.09823536041945038
Gemstone-Models/Gemstone-3072x12,1,7,2007837696,12,0.11897096763904759,0.18607808177725776
Gemstone-Models/Gemstone-3072x12,1,8,2007837696,12,0.15848909455768248,0.13833938127204595
Gemstone-Models/Gemstone-3072x12,1,9,2007837696,12,0.11462893146877887,0.0889224940603291
Gemstone-Models/Gemstone-3072x12,1,10,2007837696,12,0.1361943800313263,0.09669814892141174
Gemstone-Models/Gemstone-3072x12,1,11,2007837696,12,0.13133922246964394,0.09918903332628733
Gemstone-Models/Gemstone-3072x12,1,12,2007837696,12,0.10837861471647436,0.08895182840570849
Gemstone-Models/Gemstone-3072x12,1,13,2007837696,12,0.11775335992756523,0.09794475071065059
Gemstone-Models/Gemstone-3072x12,1,14,2007837696,12,0.14315469437350456,0.09581772660747077
Gemstone-Models/Gemstone-3072x12,1,15,2007837696,12,0.14396759369683437,0.09079255514803365
Gemstone-Models/Gemstone-3072x12,1,16,2007837696,12,0.14013347647717772,0.09561123342362339
Gemstone-Models/Gemstone-3072x12,1,17,2007837696,12,0.12282975736373401,0.1129104478253952
Gemstone-Models/Gemstone-3072x12,1,18,2007837696,12,0.1329016849488109,0.1204193907918537
Gemstone-Models/Gemstone-3072x12,1,19,2007837696,12,0.13218220255922178,0.11511348778320413
Gemstone-Models/Gemstone-3072x12,1,20,2007837696,12,0.11597169234274812,0.09024314992633217
Gemstone-Models/Gemstone-3072x12,1,21,2007837696,12,0.13430027956528973,0.12322299446149898
Gemstone-Models/Gemstone-3072x12,1,22,2007837696,12,0.11061956657214511,0.09541070158103919
Gemstone-Models/Gemstone-3072x12,1,23,2007837696,12,0.1271562526986987,0.1107697926822479
Gemstone-Models/Gemstone-3072x12,1,24,2007837696,12,0.14270964106013465,0.10997850423281613
Gemstone-Models/Gemstone-3072x12,2,1,2007837696,12,0.10221185199580747,0.1969237339545835
Gemstone-Models/Gemstone-3072x12,2,2,2007837696,12,0.24381609278935207,0.13037209171667558
Gemstone-Models/Gemstone-3072x12,2,3,2007837696,12,0.09121558291686543,0.1082831401092646
Gemstone-Models/Gemstone-3072x12,2,4,2007837696,12,0.11689864371989936,0.11953284719807872
Gemstone-Models/Gemstone-3072x12,2,5,2007837696,12,0.24155299871175492,0.15387751437253777
Gemstone-Models/Gemstone-3072x12,2,6,2007837696,12,0.1609606155202732,0.1390385280164691
Gemstone-Models/Gemstone-3072x12,2,7,2007837696,12,0.24871662546609252,0.128722698531217
Gemstone-Models/Gemstone-3072x12,2,8,2007837696,12,0.14621156567075586,0.09934925727613333
