mpath,Layer,Head,n_params,n_layers,mean_1back,mean_first
Gemstone-Models/Gemstone-2560x8,1,1,1044032000,8,0.141310007901521,0.16269091162383104
Gemstone-Models/Gemstone-2560x8,1,2,1044032000,8,0.17644650924268424,0.15530815073107182
Gemstone-Models/Gemstone-2560x8,1,3,1044032000,8,0.13627754897438546,0.08731703831487003
Gemstone-Models/Gemstone-2560x8,1,4,1044032000,8,0.1439040952527129,0.18463416084333936
Gemstone-Models/Gemstone-2560x8,1,5,1044032000,8,0.27811009239953555,0.12412228982325069
Gemstone-Models/Gemstone-2560x8,1,6,1044032000,8,0.4471630061621423,0.11132876597087568
Gemstone-Models/Gemstone-2560x8,1,7,1044032000,8,0.1531772548640454,0.1376594961369158
Gemstone-Models/Gemstone-2560x8,1,8,1044032000,8,0.16742899837168126,0.15774318453920133
Gemstone-Models/Gemstone-2560x8,1,9,1044032000,8,0.1165618739809628,0.15281554143148673
Gemstone-Models/Gemstone-2560x8,1,10,1044032000,8,0.1922532887430162,0.12027367903618837
Gemstone-Models/Gemstone-2560x8,1,11,1044032000,8,0.22882871389075796,0.18224913088811764
Gemstone-Models/Gemstone-2560x8,1,12,1044032000,8,0.12401272072918239,0.16966893088195592
Gemstone-Models/Gemstone-2560x8,1,13,1044032000,8,0.22112958129864552,0.1496982930770686
Gemstone-Models/Gemstone-2560x8,1,14,1044032000,8,0.14244503125145624,0.22624855590340964
Gemstone-Models/Gemstone-2560x8,1,15,1044032000,8,0.08901962467298669,0.18958643776037398
Gemstone-Models/Gemstone-2560x8,1,16,1044032000,8,0.5818606371188665,0.10080493963673125
Gemstone-Models/Gemstone-2560x8,1,17,1044032000,8,0.14981882305474606,0.14969428527719889
Gemstone-Models/Gemstone-2560x8,1,18,1044032000,8,0.15992443610329524,0.15038426377595182
Gemstone-Models/Gemstone-2560x8,1,19,1044032000,8,0.14744775722155695,0.1182814488696443
Gemstone-Models/Gemstone-2560x8,1,20,1044032000,8,0.14120593604382806,0.08079605842954489
Gemstone-Models/Gemstone-2560x8,2,1,1044032000,8,0.09668714205479922,0.10344617447589294
Gemstone-Models/Gemstone-2560x8,2,2,1044032000,8,0.17034477477630333,0.14418157511153015
Gemstone-Models/Gemstone-2560x8,2,3,1044032000,8,0.12543846397204797,0.15038097536823408
Gemstone-Models/Gemstone-2560x8,2,4,1044032000,8,0.11925494816299669,0.2097317857483217
Gemstone-Models/Gemstone-2560x8,2,5,1044032000,8,0.351346479656102,0.16225143536847003
Gemstone-Models/Gemstone-2560x8,2,6,1044032000,8,0.21832670509680968,0.17713828840748858
Gemstone-Models/Gemstone-2560x8,2,7,1044032000,8,0.10366882475557265,0.1921051275348654
Gemstone-Models/Gemstone-2560x8,2,8,1044032000,8,0.10294589596903982,0.1708264471375727
Gemstone-Models/Gemstone-2560x8,2,9,1044032000,8,0.25519320814011687,0.16501134725472139
Gemstone-Models/Gemstone-2560x8,2,10,1044032000,8,0.22029622456243442,0.17612609456296077
Gemstone-Models/Gemstone-2560x8,2,11,1044032000,8,0.12348110752890593,0.23293601218666932
Gemstone-Models/Gemstone-2560x8,2,12,1044032000,8,0.121451809051427,0.28940234266154397
Gemstone-Models/Gemstone-2560x8,2,13,1044032000,8,0.1260377591582121,0.24372909495511924
Gemstone-Models/Gemstone-2560x8,2,14,1044032000,8,0.12995491764723535,0.22881427811117497
Gemstone-Models/Gemstone-2560x8,2,15,1044032000,8,0.2552536450125075,0.14983461584962968
Gemstone-Models/Gemstone-2560x8,2,16,1044032000,8,0.11281729594723236,0.1742496602964383
Gemstone-Models/Gemstone-2560x8,2,17,1044032000,8,0.23233899788500306,0.14361504463663505
Gemstone-Models/Gemstone-2560x8,2,18,1044032000,8,0.5607838922882223,0.10468656024350236
Gemstone-Models/Gemstone-2560x8,2,19,1044032000,8,0.07258428802976644,0.14663042203598728
Gemstone-Models/Gemstone-2560x8,2,20,1044032000,8,0.2888845301739446,0.14035124029662155
Gemstone-Models/Gemstone-2560x8,3,1,1044032000,8,0.07239441759045324,0.24738500537994026
Gemstone-Models/Gemstone-2560x8,3,2,1044032000,8,0.12973039875271258,0.2990631700210922
Gemstone-Models/Gemstone-2560x8,3,3,1044032000,8,0.18028074648376696,0.3303028187706126
Gemstone-Models/Gemstone-2560x8,3,4,1044032000,8,0.10010868385322276,0.3597116662083087
Gemstone-Models/Gemstone-2560x8,3,5,1044032000,8,0.21418463901893509,0.2763207764462665
Gemstone-Models/Gemstone-2560x8,3,6,1044032000,8,0.20201321771821457,0.27709389938875
Gemstone-Models/Gemstone-2560x8,3,7,1044032000,8,0.46662056736938945,0.13362434502500847
Gemstone-Models/Gemstone-2560x8,3,8,1044032000,8,0.1937426511231843,0.19530538895779898
Gemstone-Models/Gemstone-2560x8,3,9,1044032000,8,0.19996525301365878,0.30005508832432126
Gemstone-Models/Gemstone-2560x8,3,10,1044032000,8,0.1526950055861974,0.2878945675250646
Gemstone-Models/Gemstone-2560x8,3,11,1044032000,8,0.2286827240038562,0.27329525056745374
Gemstone-Models/Gemstone-2560x8,3,12,1044032000,8,0.31936952776021066,0.23600506256740011
Gemstone-Models/Gemstone-2560x8,3,13,1044032000,8,0.14925526125026534,0.29085610749887986
Gemstone-Models/Gemstone-2560x8,3,14,1044032000,8,0.30058434739843143,0.25682517647318115
Gemstone-Models/Gemstone-2560x8,3,15,1044032000,8,0.11139901769389436,0.3190328965226451
Gemstone-Models/Gemstone-2560x8,3,16,1044032000,8,0.12639444731399638,0.33891639228652903
Gemstone-Models/Gemstone-2560x8,3,17,1044032000,8,0.24866932610402231,0.24277752914183487
Gemstone-Models/Gemstone-2560x8,3,18,1044032000,8,0.2380040223869654,0.26121467839669177
Gemstone-Models/Gemstone-2560x8,3,19,1044032000,8,0.11073837603243797,0.295583188936517
Gemstone-Models/Gemstone-2560x8,3,20,1044032000,8,0.13301082362641797,0.26153574166847415
Gemstone-Models/Gemstone-2560x8,4,1,1044032000,8,0.22985941991657463,0.6294760915699664
Gemstone-Models/Gemstone-2560x8,4,2,1044032000,8,0.565368377276369,0.3272014179297753
Gemstone-Models/Gemstone-2560x8,4,3,1044032000,8,0.20616222923627125,0.420133564789016
Gemstone-Models/Gemstone-2560x8,4,4,1044032000,8,0.20497320804957508,0.3291903402175273
Gemstone-Models/Gemstone-2560x8,4,5,1044032000,8,0.15061694339991685,0.31106351547547284
Gemstone-Models/Gemstone-2560x8,4,6,1044032000,8,0.11440445096218009,0.44383677688088863
Gemstone-Models/Gemstone-2560x8,4,7,1044032000,8,0.26223294215427856,0.31693482555605623
Gemstone-Models/Gemstone-2560x8,4,8,1044032000,8,0.10121634928649427,0.44873682306603985
Gemstone-Models/Gemstone-2560x8,4,9,1044032000,8,0.3229981625491792,0.3714167325346319
Gemstone-Models/Gemstone-2560x8,4,10,1044032000,8,0.24234465068883004,0.36956618607670694
Gemstone-Models/Gemstone-2560x8,4,11,1044032000,8,0.07375646843756727,0.6499083600155227
Gemstone-Models/Gemstone-2560x8,4,12,1044032000,8,0.17484318726771583,0.643286426101361
Gemstone-Models/Gemstone-2560x8,4,13,1044032000,8,0.1815207599698602,0.3594163884226982
Gemstone-Models/Gemstone-2560x8,4,14,1044032000,8,0.10535797472853019,0.5413034860570509
Gemstone-Models/Gemstone-2560x8,4,15,1044032000,8,0.08058337247496965,0.6480742505899779
Gemstone-Models/Gemstone-2560x8,4,16,1044032000,8,0.17470506022687068,0.3548773541800431
Gemstone-Models/Gemstone-2560x8,4,17,1044032000,8,0.16688989818812128,0.3558566597354662
Gemstone-Models/Gemstone-2560x8,4,18,1044032000,8,0.06825230486814052,0.7599671011393493
Gemstone-Models/Gemstone-2560x8,4,19,1044032000,8,0.11968815448070248,0.4649465108239973
Gemstone-Models/Gemstone-2560x8,4,20,1044032000,8,0.04923775223120148,0.9174417232249951
Gemstone-Models/Gemstone-2560x8,5,1,1044032000,8,0.08770099988168062,0.5784064361059272
Gemstone-Models/Gemstone-2560x8,5,2,1044032000,8,0.08630068436846715,0.6501698017388851
Gemstone-Models/Gemstone-2560x8,5,3,1044032000,8,0.0959394665507672,0.4017557749698112
Gemstone-Models/Gemstone-2560x8,5,4,1044032000,8,0.32678605454999043,0.20186817637076962
Gemstone-Models/Gemstone-2560x8,5,5,1044032000,8,0.48811453048352366,0.21977458718615964
Gemstone-Models/Gemstone-2560x8,5,6,1044032000,8,0.17388831937053537,0.4295460876670328
Gemstone-Models/Gemstone-2560x8,5,7,1044032000,8,0.19095497831209998,0.4934163111242446
Gemstone-Models/Gemstone-2560x8,5,8,1044032000,8,0.24698074200042372,0.4558668726378375
Gemstone-Models/Gemstone-2560x8,5,9,1044032000,8,0.19855013569151314,0.1441795972089196
Gemstone-Models/Gemstone-2560x8,5,10,1044032000,8,0.07382078090956705,0.6427997299679765
Gemstone-Models/Gemstone-2560x8,5,11,1044032000,8,0.19934421033785862,0.3979407735952028
Gemstone-Models/Gemstone-2560x8,5,12,1044032000,8,0.23953994884863267,0.4373239757151933
Gemstone-Models/Gemstone-2560x8,5,13,1044032000,8,0.2604376706140893,0.3996018482534377
Gemstone-Models/Gemstone-2560x8,5,14,1044032000,8,0.14847235421876645,0.46651538689662747
Gemstone-Models/Gemstone-2560x8,5,15,1044032000,8,0.19921402995650828,0.42549010388575514
Gemstone-Models/Gemstone-2560x8,5,16,1044032000,8,0.17018354636010102,0.4049385211712963
Gemstone-Models/Gemstone-2560x8,5,17,1044032000,8,0.1728101558871455,0.4929565962728437
Gemstone-Models/Gemstone-2560x8,5,18,1044032000,8,0.15024655504717122,0.4809596706461441
Gemstone-Models/Gemstone-2560x8,5,19,1044032000,8,0.13538550294085483,0.3882601891977114
Gemstone-Models/Gemstone-2560x8,5,20,1044032000,8,0.1618102388652237,0.38618429477239874
Gemstone-Models/Gemstone-2560x8,6,1,1044032000,8,0.1488605937710753,0.42831191606260277
