mpath,Layer,Head,n_params,n_layers,mean_1back,mean_first
Gemstone-Models/Gemstone-768x3,1,1,103814400,3,0.3827254398986026,0.1015547665770168
Gemstone-Models/Gemstone-768x3,1,2,103814400,3,0.32789009308313816,0.09773711383331551
Gemstone-Models/Gemstone-768x3,1,3,103814400,3,0.30142478294692954,0.1383372020988806
Gemstone-Models/Gemstone-768x3,1,4,103814400,3,0.46705557034538314,0.12004986399779087
Gemstone-Models/Gemstone-768x3,1,5,103814400,3,0.12621180132009063,0.14572156051190582
Gemstone-Models/Gemstone-768x3,1,6,103814400,3,0.20992089899721084,0.1795123870968371
Gemstone-Models/Gemstone-768x3,2,1,103814400,3,0.0884958132150563,0.2939988749140912
Gemstone-Models/Gemstone-768x3,2,2,103814400,3,0.2707047000661626,0.13702708072456954
Gemstone-Models/Gemstone-768x3,2,3,103814400,3,0.1040256267788263,0.22729000874848154
Gemstone-Models/Gemstone-768x3,2,4,103814400,3,0.2015792538409118,0.13971433423000856
Gemstone-Models/Gemstone-768x3,2,5,103814400,3,0.1804097372110004,0.160710618252287
Gemstone-Models/Gemstone-768x3,2,6,103814400,3,0.7270421929903574,0.09739726398688353
Gemstone-Models/Gemstone-768x3,3,1,103814400,3,0.10255257010057162,0.5558491080730885
Gemstone-Models/Gemstone-768x3,3,2,103814400,3,0.09139445495677062,0.5722306694488626
Gemstone-Models/Gemstone-768x3,3,3,103814400,3,0.15771978839046064,0.37308559466052693
Gemstone-Models/Gemstone-768x3,3,4,103814400,3,0.30568903657767144,0.2736153895812886
Gemstone-Models/Gemstone-768x3,3,5,103814400,3,0.05508398785124397,0.8795993303482955
Gemstone-Models/Gemstone-768x3,3,6,103814400,3,0.0682698056750648,0.7584571921163135
