mpath,Layer,Head,n_params,n_layers,mean_1back,mean_first
Gemstone-Models/Gemstone-384x13,1,1,66758784,13,0.1758540300680352,0.16848049468330073
Gemstone-Models/Gemstone-384x13,1,2,66758784,13,0.686892053475967,0.09953407263355298
Gemstone-Models/Gemstone-384x13,1,3,66758784,13,0.20934321843199538,0.1443027997607583
Gemstone-Models/Gemstone-384x13,2,1,66758784,13,0.12017330678890234,0.18368993361421798
Gemstone-Models/Gemstone-384x13,2,2,66758784,13,0.368189503637341,0.14534603229614793
Gemstone-Models/Gemstone-384x13,2,3,66758784,13,0.06610728920417815,0.17858383142705386
Gemstone-Models/Gemstone-384x13,3,1,66758784,13,0.10026272659276694,0.2596909181458187
Gemstone-Models/Gemstone-384x13,3,2,66758784,13,0.26451719764832615,0.1874055007791465
Gemstone-Models/Gemstone-384x13,3,3,66758784,13,0.06497409606671276,0.33760867034037545
Gemstone-Models/Gemstone-384x13,4,1,66758784,13,0.1342058740220628,0.23314323047506016
Gemstone-Models/Gemstone-384x13,4,2,66758784,13,0.26432008009862606,0.2010574059493772
Gemstone-Models/Gemstone-384x13,4,3,66758784,13,0.13060849297556787,0.21229729301914255
Gemstone-Models/Gemstone-384x13,5,1,66758784,13,0.6433461852617808,0.11052477011294869
Gemstone-Models/Gemstone-384x13,5,2,66758784,13,0.170382817396083,0.19107529712846505
Gemstone-Models/Gemstone-384x13,5,3,66758784,13,0.32509732561873955,0.19779823236055555
Gemstone-Models/Gemstone-384x13,6,1,66758784,13,0.11160134669538728,0.27949788589198304
Gemstone-Models/Gemstone-384x13,6,2,66758784,13,0.2754076702279729,0.2137603398311782
Gemstone-Models/Gemstone-384x13,6,3,66758784,13,0.2588258830679429,0.2133528024584681
Gemstone-Models/Gemstone-384x13,7,1,66758784,13,0.16114675701112,0.2699575811490282
Gemstone-Models/Gemstone-384x13,7,2,66758784,13,0.7477877040704092,0.13430630158375687
Gemstone-Models/Gemstone-384x13,7,3,66758784,13,0.17318503661556642,0.23805692665525022
Gemstone-Models/Gemstone-384x13,8,1,66758784,13,0.050594323187473526,0.9908473513147853
Gemstone-Models/Gemstone-384x13,8,2,66758784,13,0.10975308750977025,0.5840843289016603
Gemstone-Models/Gemstone-384x13,8,3,66758784,13,0.05663748427543103,0.8991948445369532
Gemstone-Models/Gemstone-384x13,9,1,66758784,13,0.12394632262600072,0.4045637027324141
Gemstone-Models/Gemstone-384x13,9,2,66758784,13,0.27536994366495454,0.4144176053437027
Gemstone-Models/Gemstone-384x13,9,3,66758784,13,0.06861176769956719,0.8419802573260602
Gemstone-Models/Gemstone-384x13,10,1,66758784,13,0.07967015968316843,0.604249324571263
Gemstone-Models/Gemstone-384x13,10,2,66758784,13,0.1283856511071279,0.49834756656094
Gemstone-Models/Gemstone-384x13,10,3,66758784,13,0.23007018828356227,0.36694129453496527
Gemstone-Models/Gemstone-384x13,11,1,66758784,13,0.11784520399597309,0.6377988148469467
Gemstone-Models/Gemstone-384x13,11,2,66758784,13,0.45243184031308953,0.3602493092551961
Gemstone-Models/Gemstone-384x13,11,3,66758784,13,0.1849302383022265,0.3842305902604226
Gemstone-Models/Gemstone-384x13,12,1,66758784,13,0.06302567672085113,0.8182858236738153
Gemstone-Models/Gemstone-384x13,12,2,66758784,13,0.071364058626329,0.7522535799770383
Gemstone-Models/Gemstone-384x13,12,3,66758784,13,0.10316233667503065,0.5907396008749982
Gemstone-Models/Gemstone-384x13,13,1,66758784,13,0.0643789975403307,0.7771103139127697
Gemstone-Models/Gemstone-384x13,13,2,66758784,13,0.21308882855572495,0.34226378993139606
Gemstone-Models/Gemstone-384x13,13,3,66758784,13,0.07285422920151512,0.7285228616393006
