mpath,Layer,Head,n_params,n_layers,mean_1back,mean_first
Gemstone-Models/Gemstone-1792x7,1,1,517499136,7,0.36288451924696336,0.13237992247605732
Gemstone-Models/Gemstone-1792x7,1,2,517499136,7,0.15539643903998457,0.17000295993712566
Gemstone-Models/Gemstone-1792x7,1,3,517499136,7,0.22300394654676717,0.10080130674314118
Gemstone-Models/Gemstone-1792x7,1,4,517499136,7,0.1627483761592491,0.15580956567940227
Gemstone-Models/Gemstone-1792x7,1,5,517499136,7,0.1484873787284613,0.13608948389549286
Gemstone-Models/Gemstone-1792x7,1,6,517499136,7,0.14914630392046122,0.16611424722224918
Gemstone-Models/Gemstone-1792x7,1,7,517499136,7,0.1653417237662338,0.15936590185495195
Gemstone-Models/Gemstone-1792x7,1,8,517499136,7,0.13998924043622457,0.1592530757468473
Gemstone-Models/Gemstone-1792x7,1,9,517499136,7,0.6924778736747421,0.09404458043755617
Gemstone-Models/Gemstone-1792x7,1,10,517499136,7,0.10262389024635689,0.14611297603360968
Gemstone-Models/Gemstone-1792x7,1,11,517499136,7,0.17308993844522366,0.20399207443938594
Gemstone-Models/Gemstone-1792x7,1,12,517499136,7,0.12484903194502484,0.16030454977944086
Gemstone-Models/Gemstone-1792x7,1,13,517499136,7,0.31449001300352825,0.1295182713875183
Gemstone-Models/Gemstone-1792x7,1,14,517499136,7,0.34671980095607735,0.12110012208947812
Gemstone-Models/Gemstone-1792x7,2,1,517499136,7,0.07861705958093694,0.19787655692748923
Gemstone-Models/Gemstone-1792x7,2,2,517499136,7,0.07447561189146322,0.1125457309068994
Gemstone-Models/Gemstone-1792x7,2,3,517499136,7,0.2866288737670795,0.18930228347065028
Gemstone-Models/Gemstone-1792x7,2,4,517499136,7,0.11648323768945602,0.24398242846388624
Gemstone-Models/Gemstone-1792x7,2,5,517499136,7,0.14339230569812267,0.24173148525683008
Gemstone-Models/Gemstone-1792x7,2,6,517499136,7,0.24019460682127922,0.23939827029724733
Gemstone-Models/Gemstone-1792x7,2,7,517499136,7,0.08967280414447676,0.26556777349441074
Gemstone-Models/Gemstone-1792x7,2,8,517499136,7,0.11952426060810457,0.25805206280257603
Gemstone-Models/Gemstone-1792x7,2,9,517499136,7,0.2513989639264327,0.20041022427357708
Gemstone-Models/Gemstone-1792x7,2,10,517499136,7,0.20869214302516195,0.21182175790303726
Gemstone-Models/Gemstone-1792x7,2,11,517499136,7,0.14461539381438185,0.19932007054062753
Gemstone-Models/Gemstone-1792x7,2,12,517499136,7,0.15071982767309866,0.22733670855696134
Gemstone-Models/Gemstone-1792x7,2,13,517499136,7,0.15885571591757436,0.19162746167576702
Gemstone-Models/Gemstone-1792x7,2,14,517499136,7,0.5172656493501978,0.11130898704825037
Gemstone-Models/Gemstone-1792x7,3,1,517499136,7,0.09828526350493362,0.5265133306160346
Gemstone-Models/Gemstone-1792x7,3,2,517499136,7,0.11880692201400837,0.47957926550069013
Gemstone-Models/Gemstone-1792x7,3,3,517499136,7,0.3120587739321562,0.251896153632048
Gemstone-Models/Gemstone-1792x7,3,4,517499136,7,0.15458621289972604,0.6014627350253744
Gemstone-Models/Gemstone-1792x7,3,5,517499136,7,0.1660331803242544,0.40907501225714926
Gemstone-Models/Gemstone-1792x7,3,6,517499136,7,0.0615539597291443,0.5317678146802627
Gemstone-Models/Gemstone-1792x7,3,7,517499136,7,0.2658324138940991,0.3922548167429887
Gemstone-Models/Gemstone-1792x7,3,8,517499136,7,0.3426894065630328,0.3687596175897944
Gemstone-Models/Gemstone-1792x7,3,9,517499136,7,0.21059787083226994,0.5834782356703961
Gemstone-Models/Gemstone-1792x7,3,10,517499136,7,0.16325215283814848,0.49589513868719964
Gemstone-Models/Gemstone-1792x7,3,11,517499136,7,0.08030355549990768,0.489340410509088
Gemstone-Models/Gemstone-1792x7,3,12,517499136,7,0.1793066707772535,0.2428711315913422
Gemstone-Models/Gemstone-1792x7,3,13,517499136,7,0.07388331302561914,0.6694597907520987
Gemstone-Models/Gemstone-1792x7,3,14,517499136,7,0.08906802406405898,0.6054336364204819
Gemstone-Models/Gemstone-1792x7,4,1,517499136,7,0.6629135931755329,0.24791834459782716
Gemstone-Models/Gemstone-1792x7,4,2,517499136,7,0.22551385628747506,0.47377237154019847
Gemstone-Models/Gemstone-1792x7,4,3,517499136,7,0.08004332634735031,0.60682291291408
Gemstone-Models/Gemstone-1792x7,4,4,517499136,7,0.20117816417380133,0.21183752383779472
Gemstone-Models/Gemstone-1792x7,4,5,517499136,7,0.2773950352325095,0.42644057407214475
Gemstone-Models/Gemstone-1792x7,4,6,517499136,7,0.16578321607486976,0.35872787729397904
Gemstone-Models/Gemstone-1792x7,4,7,517499136,7,0.10944060672510847,0.5511763216228457
Gemstone-Models/Gemstone-1792x7,4,8,517499136,7,0.12775207094445418,0.4194479202544009
Gemstone-Models/Gemstone-1792x7,4,9,517499136,7,0.24751115753664982,0.406635620281682
Gemstone-Models/Gemstone-1792x7,4,10,517499136,7,0.24844943670494415,0.4715108658682119
Gemstone-Models/Gemstone-1792x7,4,11,517499136,7,0.15133341049423085,0.3206818986113544
Gemstone-Models/Gemstone-1792x7,4,12,517499136,7,0.15537263470906032,0.44946911933275313
Gemstone-Models/Gemstone-1792x7,4,13,517499136,7,0.16035607256912607,0.46404423106003095
Gemstone-Models/Gemstone-1792x7,4,14,517499136,7,0.09977663787747464,0.5542634902326194
Gemstone-Models/Gemstone-1792x7,5,1,517499136,7,0.05219279522042684,0.9638267810101265
Gemstone-Models/Gemstone-1792x7,5,2,517499136,7,0.08236832238241534,0.6734910588991176
Gemstone-Models/Gemstone-1792x7,5,3,517499136,7,0.15392183822330766,0.4185128109949129
Gemstone-Models/Gemstone-1792x7,5,4,517499136,7,0.24123188777191856,0.346943344999183
Gemstone-Models/Gemstone-1792x7,5,5,517499136,7,0.10403962483679922,0.31822414220766615
Gemstone-Models/Gemstone-1792x7,5,6,517499136,7,0.4203344792038113,0.21801875787857053
Gemstone-Models/Gemstone-1792x7,5,7,517499136,7,0.22738859365070543,0.45717499955548896
Gemstone-Models/Gemstone-1792x7,5,8,517499136,7,0.24746450844469725,0.40426957730326923
Gemstone-Models/Gemstone-1792x7,5,9,517499136,7,0.053768989818825066,0.9356617640267622
Gemstone-Models/Gemstone-1792x7,5,10,517499136,7,0.06970405890172841,0.7392209951315556
Gemstone-Models/Gemstone-1792x7,5,11,517499136,7,0.12928559495186479,0.4328363919043326
Gemstone-Models/Gemstone-1792x7,5,12,517499136,7,0.10140742762042233,0.5510597115119656
Gemstone-Models/Gemstone-1792x7,5,13,517499136,7,0.18273788517167613,0.4672632936735053
Gemstone-Models/Gemstone-1792x7,5,14,517499136,7,0.1182033925879377,0.4875329439346497
Gemstone-Models/Gemstone-1792x7,6,1,517499136,7,0.14907381763016136,0.49686141148791296
Gemstone-Models/Gemstone-1792x7,6,2,517499136,7,0.10452599119808935,0.5593453008491356
Gemstone-Models/Gemstone-1792x7,6,3,517499136,7,0.10791995089400455,0.5447236968053354
Gemstone-Models/Gemstone-1792x7,6,4,517499136,7,0.1197759542759653,0.3842671163850003
Gemstone-Models/Gemstone-1792x7,6,5,517499136,7,0.060891831668468524,0.8992990573515763
Gemstone-Models/Gemstone-1792x7,6,6,517499136,7,0.08910038254248931,0.7095368392206169
