mpath,Layer,Head,n_params,n_layers,mean_1back,mean_first
Gemstone-Models/Gemstone-1024x28,1,1,543482880,28,0.2768045541670945,0.15450062472988532
Gemstone-Models/Gemstone-1024x28,1,2,543482880,28,0.09157488951543426,0.1683889978114996
Gemstone-Models/Gemstone-1024x28,1,3,543482880,28,0.12996508785475924,0.11756937478755683
Gemstone-Models/Gemstone-1024x28,1,4,543482880,28,0.11042145713772229,0.17256420561008978
Gemstone-Models/Gemstone-1024x28,1,5,543482880,28,0.10669028848499144,0.17180173867032508
Gemstone-Models/Gemstone-1024x28,1,6,543482880,28,0.15411543987087298,0.14659221807366105
Gemstone-Models/Gemstone-1024x28,1,7,543482880,28,0.12476237623339834,0.14229768534210527
Gemstone-Models/Gemstone-1024x28,1,8,543482880,28,0.23308235543357714,0.17135182119816447
Gemstone-Models/Gemstone-1024x28,2,1,543482880,28,0.3209094567162854,0.1614315087205028
Gemstone-Models/Gemstone-1024x28,2,2,543482880,28,0.3354153883931515,0.1320930679270007
Gemstone-Models/Gemstone-1024x28,2,3,543482880,28,0.1957245136054607,0.16508218453632098
Gemstone-Models/Gemstone-1024x28,2,4,543482880,28,0.13970107018007885,0.1752658853105999
Gemstone-Models/Gemstone-1024x28,2,5,543482880,28,0.22915493070452775,0.1551950614502256
Gemstone-Models/Gemstone-1024x28,2,6,543482880,28,0.20013061031564933,0.13272161730047724
Gemstone-Models/Gemstone-1024x28,2,7,543482880,28,0.14984626835351944,0.18390127900406134
Gemstone-Models/Gemstone-1024x28,2,8,543482880,28,0.16846380769848462,0.1873729277413349
Gemstone-Models/Gemstone-1024x28,3,1,543482880,28,0.23931994859699726,0.1633163686315934
Gemstone-Models/Gemstone-1024x28,3,2,543482880,28,0.10516672764342642,0.22820841270993955
Gemstone-Models/Gemstone-1024x28,3,3,543482880,28,0.07236820683666352,0.15219972388086103
Gemstone-Models/Gemstone-1024x28,3,4,543482880,28,0.1189216280037218,0.16081350427904015
Gemstone-Models/Gemstone-1024x28,3,5,543482880,28,0.1486534578026504,0.14051628905675698
Gemstone-Models/Gemstone-1024x28,3,6,543482880,28,0.6294789836929368,0.09690479747391674
Gemstone-Models/Gemstone-1024x28,3,7,543482880,28,0.2534384838901124,0.14131754220046613
Gemstone-Models/Gemstone-1024x28,3,8,543482880,28,0.4654549709535218,0.13436681686343996
Gemstone-Models/Gemstone-1024x28,4,1,543482880,28,0.2028310782648063,0.21006396649455697
Gemstone-Models/Gemstone-1024x28,4,2,543482880,28,0.16333516469007137,0.19698814836305537
Gemstone-Models/Gemstone-1024x28,4,3,543482880,28,0.10948148698688623,0.27622282210815774
Gemstone-Models/Gemstone-1024x28,4,4,543482880,28,0.193799374194385,0.24569443430941737
Gemstone-Models/Gemstone-1024x28,4,5,543482880,28,0.10625981989766917,0.25783984310499897
Gemstone-Models/Gemstone-1024x28,4,6,543482880,28,0.0963250460835906,0.2589281866097593
Gemstone-Models/Gemstone-1024x28,4,7,543482880,28,0.2241456819189203,0.21090023094290367
Gemstone-Models/Gemstone-1024x28,4,8,543482880,28,0.11123482075270943,0.27494197291833855
Gemstone-Models/Gemstone-1024x28,5,1,543482880,28,0.11879794014332526,0.22096968936669573
Gemstone-Models/Gemstone-1024x28,5,2,543482880,28,0.10186434868309228,0.32410980000331235
Gemstone-Models/Gemstone-1024x28,5,3,543482880,28,0.19365361240040788,0.23623711050854426
Gemstone-Models/Gemstone-1024x28,5,4,543482880,28,0.07769858841322828,0.2718593057849117
Gemstone-Models/Gemstone-1024x28,5,5,543482880,28,0.1611261731265364,0.23343257904723955
Gemstone-Models/Gemstone-1024x28,5,6,543482880,28,0.12661984902960396,0.27200973592139216
Gemstone-Models/Gemstone-1024x28,5,7,543482880,28,0.17892828000871622,0.25864296009926285
Gemstone-Models/Gemstone-1024x28,5,8,543482880,28,0.2428793124407082,0.22455732582567686
Gemstone-Models/Gemstone-1024x28,6,1,543482880,28,0.1611722977300574,0.24171156860753756
Gemstone-Models/Gemstone-1024x28,6,2,543482880,28,0.22187716838296823,0.21882299070355588
Gemstone-Models/Gemstone-1024x28,6,3,543482880,28,0.09729514183761832,0.3050867793214571
Gemstone-Models/Gemstone-1024x28,6,4,543482880,28,0.1256901465255666,0.2419162148290926
Gemstone-Models/Gemstone-1024x28,6,5,543482880,28,0.18574708866867212,0.22446798398397166
Gemstone-Models/Gemstone-1024x28,6,6,543482880,28,0.21347938709565106,0.21877385292191043
Gemstone-Models/Gemstone-1024x28,6,7,543482880,28,0.11555120563721867,0.2621688063147368
Gemstone-Models/Gemstone-1024x28,6,8,543482880,28,0.16738225232149742,0.24269396994632103
Gemstone-Models/Gemstone-1024x28,7,1,543482880,28,0.32285162294143666,0.24412741736360674
Gemstone-Models/Gemstone-1024x28,7,2,543482880,28,0.2228063005987588,0.28154822240944377
Gemstone-Models/Gemstone-1024x28,7,3,543482880,28,0.11273522779636372,0.27404170831268254
Gemstone-Models/Gemstone-1024x28,7,4,543482880,28,0.11898780011155222,0.2853977954065477
Gemstone-Models/Gemstone-1024x28,7,5,543482880,28,0.10671970793032069,0.2744796132730381
Gemstone-Models/Gemstone-1024x28,7,6,543482880,28,0.11564654110743472,0.30462647961066647
Gemstone-Models/Gemstone-1024x28,7,7,543482880,28,0.15719109839639503,0.29035810792857814
Gemstone-Models/Gemstone-1024x28,7,8,543482880,28,0.10330690282981492,0.22680859037817594
Gemstone-Models/Gemstone-1024x28,8,1,543482880,28,0.16979102600735047,0.2621310529810888
Gemstone-Models/Gemstone-1024x28,8,2,543482880,28,0.19443668210291642,0.27873316861957576
Gemstone-Models/Gemstone-1024x28,8,3,543482880,28,0.14111731245599168,0.31424932020741536
Gemstone-Models/Gemstone-1024x28,8,4,543482880,28,0.12426061036663724,0.32779496128449925
Gemstone-Models/Gemstone-1024x28,8,5,543482880,28,0.13278245004089742,0.3181455675904099
Gemstone-Models/Gemstone-1024x28,8,6,543482880,28,0.0797919560134321,0.28824007081555886
Gemstone-Models/Gemstone-1024x28,8,7,543482880,28,0.1081736004623296,0.2948806646305161
Gemstone-Models/Gemstone-1024x28,8,8,543482880,28,0.11216826705043913,0.27298125845041715
Gemstone-Models/Gemstone-1024x28,9,1,543482880,28,0.2522019728257491,0.25219072497732287
Gemstone-Models/Gemstone-1024x28,9,2,543482880,28,0.08597525624507983,0.3188757115902306
Gemstone-Models/Gemstone-1024x28,9,3,543482880,28,0.10610036939583915,0.3407478277367335
