mpath,Layer,Head,n_params,n_layers,mean_1back,mean_first
Gemstone-Models/Gemstone-512x13,1,1,102643200,13,0.659877319146205,0.09240280867864684
Gemstone-Models/Gemstone-512x13,1,2,102643200,13,0.18277779710409156,0.1650023228312666
Gemstone-Models/Gemstone-512x13,1,3,102643200,13,0.1345100163708667,0.17692309694907235
Gemstone-Models/Gemstone-512x13,1,4,102643200,13,0.2066987799005107,0.18512123751568718
Gemstone-Models/Gemstone-512x13,2,1,102643200,13,0.23003625102318798,0.15975715608165425
Gemstone-Models/Gemstone-512x13,2,2,102643200,13,0.16005652523725414,0.18531261559564605
Gemstone-Models/Gemstone-512x13,2,3,102643200,13,0.03973001379214849,0.13634594299273936
Gemstone-Models/Gemstone-512x13,2,4,102643200,13,0.47957313731983975,0.1283494207683626
Gemstone-Models/Gemstone-512x13,3,1,102643200,13,0.10418392680361639,0.26384785022955753
Gemstone-Models/Gemstone-512x13,3,2,102643200,13,0.07234089735996074,0.3075587099457198
Gemstone-Models/Gemstone-512x13,3,3,102643200,13,0.2390771451945956,0.2650393375808054
Gemstone-Models/Gemstone-512x13,3,4,102643200,13,0.1744013618868034,0.25353105787982094
Gemstone-Models/Gemstone-512x13,4,1,102643200,13,0.30418596152697236,0.19301091569724738
Gemstone-Models/Gemstone-512x13,4,2,102643200,13,0.5377102586868647,0.12643989480405415
Gemstone-Models/Gemstone-512x13,4,3,102643200,13,0.18010058711554192,0.27943650562058875
Gemstone-Models/Gemstone-512x13,4,4,102643200,13,0.18237077935903634,0.2969772766257549
Gemstone-Models/Gemstone-512x13,5,1,102643200,13,0.3320340378595902,0.2030340081175884
Gemstone-Models/Gemstone-512x13,5,2,102643200,13,0.20534375010130995,0.27476123174479056
Gemstone-Models/Gemstone-512x13,5,3,102643200,13,0.13723171317205948,0.27669726370333186
Gemstone-Models/Gemstone-512x13,5,4,102643200,13,0.22575998621749443,0.20621234477237535
Gemstone-Models/Gemstone-512x13,6,1,102643200,13,0.17361145831264171,0.2559322692878969
Gemstone-Models/Gemstone-512x13,6,2,102643200,13,0.10945373325533153,0.32265880668127495
Gemstone-Models/Gemstone-512x13,6,3,102643200,13,0.6936702344331656,0.10900082507425238
Gemstone-Models/Gemstone-512x13,6,4,102643200,13,0.16370584335815794,0.19756380013293687
Gemstone-Models/Gemstone-512x13,7,1,102643200,13,0.24655175784060185,0.35765261616971755
Gemstone-Models/Gemstone-512x13,7,2,102643200,13,0.056710739754274576,0.9122218698173672
Gemstone-Models/Gemstone-512x13,7,3,102643200,13,0.10630967134648969,0.5521091237082496
Gemstone-Models/Gemstone-512x13,7,4,102643200,13,0.0832969513623877,0.6641677890095983
Gemstone-Models/Gemstone-512x13,8,1,102643200,13,0.2340735129833042,0.5032475759854188
Gemstone-Models/Gemstone-512x13,8,2,102643200,13,0.2637061300175684,0.5057391803543847
Gemstone-Models/Gemstone-512x13,8,3,102643200,13,0.1567893462428996,0.4792354451464461
Gemstone-Models/Gemstone-512x13,8,4,102643200,13,0.14205085833531775,0.394971130846499
Gemstone-Models/Gemstone-512x13,9,1,102643200,13,0.1709137502666171,0.37038396178065114
Gemstone-Models/Gemstone-512x13,9,2,102643200,13,0.17161769839423194,0.4488455435714206
Gemstone-Models/Gemstone-512x13,9,3,102643200,13,0.2394725037542907,0.47790107287623146
Gemstone-Models/Gemstone-512x13,9,4,102643200,13,0.08204100478731383,0.7752321485105578
Gemstone-Models/Gemstone-512x13,10,1,102643200,13,0.7503465212680198,0.18975106607731035
Gemstone-Models/Gemstone-512x13,10,2,102643200,13,0.1927427684401606,0.3042551748924427
Gemstone-Models/Gemstone-512x13,10,3,102643200,13,0.08922299366254165,0.5750148492353456
Gemstone-Models/Gemstone-512x13,10,4,102643200,13,0.1300585414856314,0.5989387510148613
Gemstone-Models/Gemstone-512x13,11,1,102643200,13,0.050773043059618043,0.9894647116775628
Gemstone-Models/Gemstone-512x13,11,2,102643200,13,0.06030882804657331,0.8775812072438879
Gemstone-Models/Gemstone-512x13,11,3,102643200,13,0.19411014590982914,0.4853870294115565
Gemstone-Models/Gemstone-512x13,11,4,102643200,13,0.06008946436929985,0.8908829153837027
Gemstone-Models/Gemstone-512x13,12,1,102643200,13,0.11699031508743042,0.5243407679391695
Gemstone-Models/Gemstone-512x13,12,2,102643200,13,0.07587051225753424,0.6867991121592106
Gemstone-Models/Gemstone-512x13,12,3,102643200,13,0.05346147316947083,0.9306894372533392
Gemstone-Models/Gemstone-512x13,12,4,102643200,13,0.05423872466492756,0.92965491290565
Gemstone-Models/Gemstone-512x13,13,1,102643200,13,0.09878182278627207,0.4856587062413628
Gemstone-Models/Gemstone-512x13,13,2,102643200,13,0.24435979159207669,0.4183393354798938
Gemstone-Models/Gemstone-512x13,13,3,102643200,13,0.06299908534419514,0.8029695600718707
Gemstone-Models/Gemstone-512x13,13,4,102643200,13,0.09862366787440421,0.6912366479814231
