mpath,step_modded,revision,Layer,Head,seed,seed_name,n_params,n_layers,mean_prev_self_ratio,mean_prev_all_ratio,prev_fraction
EleutherAI/pythia-160m,1,step0,1,1,4,seed4,162322944,12,0.7389190254503197,2.878964811958836,0.007072519678542748
EleutherAI/pythia-160m,1,step0,1,2,4,seed4,162322944,12,0.7955630589106228,2.9564761814139047,0.007284855393820509
EleutherAI/pythia-160m,1,step0,1,3,4,seed4,162322944,12,0.7871484907720994,2.932724288690876,0.007181725445911489
EleutherAI/pythia-160m,1,step0,1,4,4,seed4,162322944,12,0.7596776036783399,2.9214019783814815,0.007159850056645524
EleutherAI/pythia-160m,1,step0,1,5,4,seed4,162322944,12,0.7711223879106444,2.9137644727974767,0.007242544315159095
EleutherAI/pythia-160m,1,step0,1,6,4,seed4,162322944,12,0.8125824273809589,2.976868161889662,0.0073192848924844706
EleutherAI/pythia-160m,1,step0,1,7,4,seed4,162322944,12,0.7326793020041046,2.8696022315411738,0.007062779060130578
EleutherAI/pythia-160m,1,step0,1,8,4,seed4,162322944,12,0.7087171623513131,2.8394770268715446,0.007008319604493388
EleutherAI/pythia-160m,1,step0,1,9,4,seed4,162322944,12,0.7882750595651586,2.9399590569298266,0.007296431691895534
EleutherAI/pythia-160m,1,step0,1,10,4,seed4,162322944,12,0.7422739066145558,2.9004252760085465,0.0071557683509577905
EleutherAI/pythia-160m,1,step0,1,11,4,seed4,162322944,12,0.7402750584282133,2.8981070075213924,0.007115695695991411
EleutherAI/pythia-160m,1,step0,1,12,4,seed4,162322944,12,0.7831286615956694,2.923862263930488,0.0071050492885813875
EleutherAI/pythia-160m,1,step0,2,1,4,seed4,162322944,12,0.7774047440194808,2.9248741885925043,0.007212855402425228
EleutherAI/pythia-160m,1,step0,2,2,4,seed4,162322944,12,0.7686856407745891,2.9193844121057677,0.00718075098648235
EleutherAI/pythia-160m,1,step0,2,3,4,seed4,162322944,12,0.7794839514561032,2.918865832085886,0.007214160651372489
EleutherAI/pythia-160m,1,step0,2,4,4,seed4,162322944,12,0.7473591241196643,2.884728851407861,0.007108832874817076
EleutherAI/pythia-160m,1,step0,2,5,4,seed4,162322944,12,0.7690643034515517,2.931926866103967,0.0071924090462514466
EleutherAI/pythia-160m,1,step0,2,6,4,seed4,162322944,12,0.7884951108154615,2.94676440779999,0.007253701414829135
EleutherAI/pythia-160m,1,step0,2,7,4,seed4,162322944,12,0.7373450685171118,2.8833558522710048,0.0070499981184231845
