mpath,step_modded,revision,Layer,Head,seed,seed_name,n_params,n_layers,mean_prev_self_ratio,mean_prev_all_ratio,prev_fraction
EleutherAI/pythia-160m,17,step16,1,1,4,seed4,162322944,12,0.7421590914856204,2.8827145030203565,0.007081261964429424
EleutherAI/pythia-160m,17,step16,1,2,4,seed4,162322944,12,0.7955024206096126,2.9562540027284645,0.0072839048601260024
EleutherAI/pythia-160m,17,step16,1,3,4,seed4,162322944,12,0.790780820878725,2.9371080868112043,0.00719006253094041
EleutherAI/pythia-160m,17,step16,1,4,4,seed4,162322944,12,0.760540512266472,2.9222997335486185,0.007163172414948987
EleutherAI/pythia-160m,17,step16,1,5,4,seed4,162322944,12,0.7722098343970837,2.914774728322451,0.00724466007891927
EleutherAI/pythia-160m,17,step16,1,6,4,seed4,162322944,12,0.8126075913927328,2.9772825478335454,0.007320503860839121
EleutherAI/pythia-160m,17,step16,1,7,4,seed4,162322944,12,0.7323363911930141,2.8695536486347044,0.007063520572191468
EleutherAI/pythia-160m,17,step16,1,8,4,seed4,162322944,12,0.7098971373075894,2.8413606303436634,0.007011501991864305
EleutherAI/pythia-160m,17,step16,1,9,4,seed4,162322944,12,0.7910149134249381,2.9427490337910585,0.007300297624044716
EleutherAI/pythia-160m,17,step16,1,10,4,seed4,162322944,12,0.7441321065149655,2.90286377458456,0.0071626978804787845
EleutherAI/pythia-160m,17,step16,1,11,4,seed4,162322944,12,0.7393060694430306,2.896693009776798,0.007113076839807641
EleutherAI/pythia-160m,17,step16,1,12,4,seed4,162322944,12,0.7841813475015985,2.9251369567602388,0.007108065746663058
EleutherAI/pythia-160m,17,step16,2,1,4,seed4,162322944,12,0.7783220234878134,2.930299826334419,0.007228201960356784
EleutherAI/pythia-160m,17,step16,2,2,4,seed4,162322944,12,0.7693425228259007,2.9304284221126977,0.007199810958763885
EleutherAI/pythia-160m,17,step16,2,3,4,seed4,162322944,12,0.774525928719127,2.909526903643907,0.007199186971847145
EleutherAI/pythia-160m,17,step16,2,4,4,seed4,162322944,12,0.7484621185527766,2.8825804674192357,0.007105273919761552
EleutherAI/pythia-160m,17,step16,2,5,4,seed4,162322944,12,0.7679640107377167,2.9287634738704837,0.007181447150866696
EleutherAI/pythia-160m,17,step16,2,6,4,seed4,162322944,12,0.7872546918556864,2.9427693558130192,0.0072504782171829395
EleutherAI/pythia-160m,17,step16,2,7,4,seed4,162322944,12,0.740326710780858,2.889351208770676,0.007060215058904331
EleutherAI/pythia-160m,17,step16,2,8,4,seed4,162322944,12,0.7416309188027392,2.8877864876506414,0.007046773518972998
EleutherAI/pythia-160m,17,step16,2,9,4,seed4,162322944,12,0.7458481988776923,2.8882537703347864,0.0071257244114120875
EleutherAI/pythia-160m,17,step16,2,10,4,seed4,162322944,12,0.7562518585842388,2.9255103566513068,0.007203498244532032
EleutherAI/pythia-160m,17,step16,2,11,4,seed4,162322944,12,0.810027937305237,2.954062293480019,0.007328315584973228
EleutherAI/pythia-160m,17,step16,2,12,4,seed4,162322944,12,0.7611284750863516,2.897106712038543,0.007121650150334643
EleutherAI/pythia-160m,17,step16,3,1,4,seed4,162322944,12,0.7966514436180252,2.9777865664318597,0.007356172121641582
EleutherAI/pythia-160m,17,step16,3,2,4,seed4,162322944,12,0.7826109204855874,2.953959255630056,0.007255264312300319
EleutherAI/pythia-160m,17,step16,3,3,4,seed4,162322944,12,0.7908748629276018,2.918191497400298,0.007220085523541371
EleutherAI/pythia-160m,17,step16,3,4,4,seed4,162322944,12,0.7714882951339054,2.9529675602693204,0.007318018382531439
EleutherAI/pythia-160m,17,step16,3,5,4,seed4,162322944,12,0.7677581848172098,2.8976953778642334,0.007206768750692376
EleutherAI/pythia-160m,17,step16,3,6,4,seed4,162322944,12,0.7173359417272723,2.8685991081223774,0.007072442355708078
EleutherAI/pythia-160m,17,step16,3,7,4,seed4,162322944,12,0.7753370717902308,2.925350381657402,0.007180169040356609
EleutherAI/pythia-160m,17,step16,3,8,4,seed4,162322944,12,0.752302058847114,2.9298842696515655,0.007276960127561575
EleutherAI/pythia-160m,17,step16,3,9,4,seed4,162322944,12,0.756395895436007,2.8973177563516033,0.007107382765934374
EleutherAI/pythia-160m,17,step16,3,10,4,seed4,162322944,12,0.7691312350567977,2.9149419154936913,0.0072760841339412
