mpath,step_modded,revision,Layer,Head,seed,seed_name,n_params,n_layers,mean_prev_self_ratio,mean_prev_all_ratio,prev_fraction,mean_1back,mean_first
EleutherAI/pythia-14m,129,step128,1,1,8,seed8,14067712,6,0.7511834394428809,2.879004858315155,0.007190708410738949,0.12494651381452158,0.16443721955647694
EleutherAI/pythia-14m,129,step128,1,2,8,seed8,14067712,6,0.9003565841079607,3.0355664245977967,0.00751107263111986,0.13145230397828164,0.17054872666191942
EleutherAI/pythia-14m,129,step128,1,3,8,seed8,14067712,6,0.8012999315915076,2.948404920844402,0.007228086208590833,0.12722751403132354,0.1648723919940245
EleutherAI/pythia-14m,129,step128,1,4,8,seed8,14067712,6,0.7678904187660452,2.9061953281511066,0.007159302653100047,0.12562218588125237,0.16428086424509322
EleutherAI/pythia-14m,129,step128,2,1,8,seed8,14067712,6,0.7234436547644966,2.873124198324222,0.007048120300099904,0.12401948501174152,0.16188602888391715
EleutherAI/pythia-14m,129,step128,2,2,8,seed8,14067712,6,0.7945315041699874,2.921447267579207,0.007286536264289337,0.12671054958424585,0.16730162348072447
EleutherAI/pythia-14m,129,step128,2,3,8,seed8,14067712,6,0.8225718513847108,3.016768214296265,0.007497280918403532,0.13062314400533293,0.16399753889119298
EleutherAI/pythia-14m,129,step128,2,4,8,seed8,14067712,6,0.806512631723722,2.92176829530909,0.0072705991665473965,0.12672825535205567,0.16778201250745364
EleutherAI/pythia-14m,129,step128,3,1,8,seed8,14067712,6,0.8131254055662885,2.980798274439027,0.007366880755063595,0.12889003353724784,0.16154841735243078
EleutherAI/pythia-14m,129,step128,3,2,8,seed8,14067712,6,0.7652340452480686,2.9036925885603355,0.007160857067947725,0.12545813943955808,0.16798856884643834
EleutherAI/pythia-14m,129,step128,3,3,8,seed8,14067712,6,0.7357211905084199,2.781686992200892,0.006925338241901024,0.12064883182826518,0.16185480663860521
EleutherAI/pythia-14m,129,step128,3,4,8,seed8,14067712,6,0.7404273361591818,2.8955871318058213,0.007164633057646058,0.125280284325595,0.15668678200907174
EleutherAI/pythia-14m,129,step128,4,1,8,seed8,14067712,6,0.7332723055959394,2.980964210338065,0.007216014402448028,0.1277138697033798,0.16148880714209404
EleutherAI/pythia-14m,129,step128,4,2,8,seed8,14067712,6,0.7643912331760874,2.9249066655614153,0.007213882778854158,0.12633508069065952,0.16403038459116806
EleutherAI/pythia-14m,129,step128,4,3,8,seed8,14067712,6,0.7479256660209767,2.9525582156935117,0.007275095321213827,0.1276521237718092,0.1610095396794535
EleutherAI/pythia-14m,129,step128,4,4,8,seed8,14067712,6,0.7339161614832157,2.9605410572421684,0.007327565309632174,0.1280618159061258,0.15177333636304455
EleutherAI/pythia-14m,129,step128,5,1,8,seed8,14067712,6,0.6767549044940995,2.856482857725451,0.007079931997306025,0.12363586935575477,0.16029747675645634
EleutherAI/pythia-14m,129,step128,5,2,8,seed8,14067712,6,0.7452780138115306,2.897807402220041,0.007179147361828334,0.12555571284715653,0.16125136645169583
EleutherAI/pythia-14m,129,step128,5,3,8,seed8,14067712,6,0.7344252878799916,2.9442426284652643,0.007203356312221588,0.12690275974638823,0.15094903293247514
EleutherAI/pythia-14m,129,step128,5,4,8,seed8,14067712,6,0.7702909516028158,2.913560138827523,0.00722337505161949,0.12597877389608736,0.16176390268646915
EleutherAI/pythia-14m,129,step128,6,1,8,seed8,14067712,6,0.8151828435309091,2.995231796657611,0.007412885650058657,0.12958830311424557,0.160418446698749
EleutherAI/pythia-14m,129,step128,6,2,8,seed8,14067712,6,0.6640225260585085,2.9120080984089443,0.007104148298856347,0.1251970515124969,0.15674447975829015
EleutherAI/pythia-14m,129,step128,6,3,8,seed8,14067712,6,0.7587592128256527,2.9380976957695366,0.007276089996971519,0.1271235966221527,0.1557629721200054
EleutherAI/pythia-14m,129,step128,6,4,8,seed8,14067712,6,0.8893337513909227,3.069474603654378,0.007597268432319559,0.13283615501166818,0.1624734884032884
