mpath,step_modded,revision,Layer,Head,seed,seed_name,n_params,n_layers,mean_prev_self_ratio,mean_prev_all_ratio,prev_fraction
EleutherAI/pythia-160m,17,step16,1,1,2,seed2,162322944,12,0.8095184234116113,2.9556039584096108,0.007293403093610146
EleutherAI/pythia-160m,17,step16,1,2,2,seed2,162322944,12,0.7786647701220054,2.9360274472642724,0.007211648547868081
EleutherAI/pythia-160m,17,step16,1,3,2,seed2,162322944,12,0.7841012473086654,2.9330220196124874,0.007239414421890639
EleutherAI/pythia-160m,17,step16,1,4,2,seed2,162322944,12,0.7965056195084809,2.958837975136068,0.007324278441410223
EleutherAI/pythia-160m,17,step16,1,5,2,seed2,162322944,12,0.7719983840484231,2.922412969468487,0.007236900372736707
EleutherAI/pythia-160m,17,step16,1,6,2,seed2,162322944,12,0.7307657423674603,2.8762332575186504,0.007102065178921047
EleutherAI/pythia-160m,17,step16,1,7,2,seed2,162322944,12,0.7545288955983672,2.904684545063797,0.007108795630191481
EleutherAI/pythia-160m,17,step16,1,8,2,seed2,162322944,12,0.7921640369697277,2.940695626579871,0.007132824950515544
EleutherAI/pythia-160m,17,step16,1,9,2,seed2,162322944,12,0.7875390482596769,2.9416547305537053,0.007281077120470441
EleutherAI/pythia-160m,17,step16,1,10,2,seed2,162322944,12,0.7847166942676121,2.938118908264361,0.007203342255188864
EleutherAI/pythia-160m,17,step16,1,11,2,seed2,162322944,12,0.7586919873695699,2.9167898794142473,0.007133462566827736
EleutherAI/pythia-160m,17,step16,1,12,2,seed2,162322944,12,0.7657590907283078,2.9133825484175033,0.0072152036249825335
EleutherAI/pythia-160m,17,step16,2,1,2,seed2,162322944,12,0.757076954720243,2.892001017430093,0.007106136922043433
EleutherAI/pythia-160m,17,step16,2,2,2,seed2,162322944,12,0.7802901235091346,2.942627975121541,0.007238779974572788
EleutherAI/pythia-160m,17,step16,2,3,2,seed2,162322944,12,0.7843435080563083,2.9226001115792575,0.0072250321888339495
EleutherAI/pythia-160m,17,step16,2,4,2,seed2,162322944,12,0.7912750034292576,2.974028033840108,0.007275344691309352
EleutherAI/pythia-160m,17,step16,2,5,2,seed2,162322944,12,0.7604655263175584,2.9231002344230532,0.007149997781445935
EleutherAI/pythia-160m,17,step16,2,6,2,seed2,162322944,12,0.7632848359946492,2.917594874800912,0.007145992055271284
EleutherAI/pythia-160m,17,step16,2,7,2,seed2,162322944,12,0.7782086355087168,2.9176256971675536,0.0071340253224846896
EleutherAI/pythia-160m,17,step16,2,8,2,seed2,162322944,12,0.762071863588057,2.8751079683448286,0.007113874558862781
EleutherAI/pythia-160m,17,step16,2,9,2,seed2,162322944,12,0.7770369352848245,2.9297003219479967,0.007225276112833731
EleutherAI/pythia-160m,17,step16,2,10,2,seed2,162322944,12,0.7538142691579871,2.953506024983836,0.00725213418011423
EleutherAI/pythia-160m,17,step16,2,11,2,seed2,162322944,12,0.8078968666478773,2.9862338243725444,0.007366422310160117
EleutherAI/pythia-160m,17,step16,2,12,2,seed2,162322944,12,0.714921725460276,2.9090281107419997,0.007156320650544012
EleutherAI/pythia-160m,17,step16,3,1,2,seed2,162322944,12,0.770363386258786,2.9344136826931893,0.007158786152270324
EleutherAI/pythia-160m,17,step16,3,2,2,seed2,162322944,12,0.7406190754185117,2.840166577298759,0.007016619786000592
EleutherAI/pythia-160m,17,step16,3,3,2,seed2,162322944,12,0.7865490850831197,2.9279845464487764,0.0072346332383392145
EleutherAI/pythia-160m,17,step16,3,4,2,seed2,162322944,12,0.8033667247589443,3.0201570211038273,0.007418925104717922
EleutherAI/pythia-160m,17,step16,3,5,2,seed2,162322944,12,0.7497162959223446,2.8018320147118896,0.006926564348661875
EleutherAI/pythia-160m,17,step16,3,6,2,seed2,162322944,12,0.7787112973584502,2.9730938389650836,0.007267126762723214
EleutherAI/pythia-160m,17,step16,3,7,2,seed2,162322944,12,0.7806780168530454,2.928993728900175,0.007272241286259577
EleutherAI/pythia-160m,17,step16,3,8,2,seed2,162322944,12,0.7490529101824236,2.8667458976668274,0.007075433875316312
EleutherAI/pythia-160m,17,step16,3,9,2,seed2,162322944,12,0.768933411018944,2.953949429471348,0.007250675564435357
EleutherAI/pythia-160m,17,step16,3,10,2,seed2,162322944,12,0.7590701740345851,2.935028274150453,0.007222882232541973
EleutherAI/pythia-160m,17,step16,3,11,2,seed2,162322944,12,0.7873116569873378,2.9707176467894074,0.007303342702439486
EleutherAI/pythia-160m,17,step16,3,12,2,seed2,162322944,12,0.8062847142357803,2.998797952528902,0.00737071493099614
EleutherAI/pythia-160m,17,step16,4,1,2,seed2,162322944,12,0.7802664143567082,2.953974170424269,0.007207549078324166
EleutherAI/pythia-160m,17,step16,4,2,2,seed2,162322944,12,0.7679559307012008,2.940632043732965,0.00715355045151135
EleutherAI/pythia-160m,17,step16,4,3,2,seed2,162322944,12,0.7818084255546113,2.9243169913608793,0.007165850883113707
EleutherAI/pythia-160m,17,step16,4,4,2,seed2,162322944,12,0.7705394991174587,2.9757544578532835,0.007324279939772464
EleutherAI/pythia-160m,17,step16,4,5,2,seed2,162322944,12,0.7588312783629796,2.987071974277924,0.007281983630646984
EleutherAI/pythia-160m,17,step16,4,6,2,seed2,162322944,12,0.7363221191750657,2.807100187557713,0.006958547095534893
EleutherAI/pythia-160m,17,step16,4,7,2,seed2,162322944,12,0.7842926955819562,2.901622509732109,0.007193158242846307
EleutherAI/pythia-160m,17,step16,4,8,2,seed2,162322944,12,0.7673847598351743,2.9184178097071354,0.007201449830710408
EleutherAI/pythia-160m,17,step16,4,9,2,seed2,162322944,12,0.7948888251134549,2.933707855997736,0.0072644993484135886
EleutherAI/pythia-160m,17,step16,4,10,2,seed2,162322944,12,0.7515485047705112,2.8523029769307406,0.0070439407435363074
EleutherAI/pythia-160m,17,step16,4,11,2,seed2,162322944,12,0.7580027150257777,2.8619913692534995,0.006983728572126996
EleutherAI/pythia-160m,17,step16,4,12,2,seed2,162322944,12,0.7566007778746981,2.885218654656378,0.007102490957525582
EleutherAI/pythia-160m,17,step16,5,1,2,seed2,162322944,12,0.6751180880242159,2.7746416277442796,0.006829356467849883
EleutherAI/pythia-160m,17,step16,5,2,2,seed2,162322944,12,0.7641557751122281,2.955310365810821,0.007269173285895251
