mpath,step_modded,revision,Layer,Head,seed,seed_name,n_params,n_layers,mean_prev_self_ratio,mean_prev_all_ratio,prev_fraction
EleutherAI/pythia-160m,17,step16,1,1,7,seed7,162322944,12,0.7843103772237617,2.942315214271783,0.007331099274320134
EleutherAI/pythia-160m,17,step16,1,2,7,seed7,162322944,12,0.7894688680359038,2.935307214394556,0.007267401290825074
EleutherAI/pythia-160m,17,step16,1,3,7,seed7,162322944,12,0.7870279857335453,2.9324131270421128,0.007234832311049756
EleutherAI/pythia-160m,17,step16,1,4,7,seed7,162322944,12,0.783668604791131,2.953431881331385,0.007318555109972875
EleutherAI/pythia-160m,17,step16,1,5,7,seed7,162322944,12,0.821328479649804,2.9755893448647845,0.007330746129180272
EleutherAI/pythia-160m,17,step16,1,6,7,seed7,162322944,12,0.7467570643781322,2.8760892518456616,0.007199353843704343
EleutherAI/pythia-160m,17,step16,1,7,7,seed7,162322944,12,0.7624585881402707,2.8970737487817666,0.007092593276359756
EleutherAI/pythia-160m,17,step16,1,8,7,seed7,162322944,12,0.7393811841282975,2.8797025275079595,0.007098109489867888
EleutherAI/pythia-160m,17,step16,1,9,7,seed7,162322944,12,0.7538055313152273,2.9003731683679326,0.007175781942962072
EleutherAI/pythia-160m,17,step16,1,10,7,seed7,162322944,12,0.7807152555493614,2.919700599892966,0.0071028532180151625
EleutherAI/pythia-160m,17,step16,1,11,7,seed7,162322944,12,0.7773545261480994,2.933965174419336,0.0072389365599737
EleutherAI/pythia-160m,17,step16,1,12,7,seed7,162322944,12,0.7784894959101609,2.927035422543144,0.007223507695325091
EleutherAI/pythia-160m,17,step16,2,1,7,seed7,162322944,12,0.7802508079446435,2.9240716731573997,0.007214030114430922
EleutherAI/pythia-160m,17,step16,2,2,7,seed7,162322944,12,0.7630957035308931,2.8967876051329084,0.0071152667488641
EleutherAI/pythia-160m,17,step16,2,3,7,seed7,162322944,12,0.7523662808603262,2.8967322711712717,0.00710689694362079
EleutherAI/pythia-160m,17,step16,2,4,7,seed7,162322944,12,0.7780933706534789,2.948707950057918,0.007181239497476848
EleutherAI/pythia-160m,17,step16,2,5,7,seed7,162322944,12,0.7909924133085823,2.9617661093762346,0.0072913185129500685
EleutherAI/pythia-160m,17,step16,2,6,7,seed7,162322944,12,0.7902457403695287,2.951281996337648,0.007313185341556397
EleutherAI/pythia-160m,17,step16,2,7,7,seed7,162322944,12,0.7854611679965037,2.9468099192585173,0.007202876762072878
EleutherAI/pythia-160m,17,step16,2,8,7,seed7,162322944,12,0.758103761584193,2.917515331957525,0.007187376289283504
EleutherAI/pythia-160m,17,step16,2,9,7,seed7,162322944,12,0.768687744337909,2.8899590506951918,0.007120939372976828
EleutherAI/pythia-160m,17,step16,2,10,7,seed7,162322944,12,0.7698629887261954,2.9301862644756764,0.007164705322439451
EleutherAI/pythia-160m,17,step16,2,11,7,seed7,162322944,12,0.7422700881921542,2.8559738704591413,0.0070231968789603375
EleutherAI/pythia-160m,17,step16,2,12,7,seed7,162322944,12,0.8069410072769896,2.9344164965632307,0.00732447407654189
EleutherAI/pythia-160m,17,step16,3,1,7,seed7,162322944,12,0.7663594065686924,2.9210915444308085,0.00718397315268589
EleutherAI/pythia-160m,17,step16,3,2,7,seed7,162322944,12,0.7984954913990926,2.9389367074032338,0.007285940270617496
EleutherAI/pythia-160m,17,step16,3,3,7,seed7,162322944,12,0.7848341752579983,2.9218516964441266,0.007114905467411651
EleutherAI/pythia-160m,17,step16,3,4,7,seed7,162322944,12,0.7316742802555185,2.870068029877178,0.007050016747962687
EleutherAI/pythia-160m,17,step16,3,5,7,seed7,162322944,12,0.7816411691863663,2.9237833021910418,0.007287432158411845
EleutherAI/pythia-160m,17,step16,3,6,7,seed7,162322944,12,0.7662399923822282,2.9821802241142716,0.007325109254174577
EleutherAI/pythia-160m,17,step16,3,7,7,seed7,162322944,12,0.7522945638623597,2.948279622155766,0.007258073081883143
EleutherAI/pythia-160m,17,step16,3,8,7,seed7,162322944,12,0.7720478039992503,2.8958807493072793,0.007193829994672805
EleutherAI/pythia-160m,17,step16,3,9,7,seed7,162322944,12,0.7739998099603497,2.8983620394819862,0.007192177294964231
EleutherAI/pythia-160m,17,step16,3,10,7,seed7,162322944,12,0.7608507539737782,2.9003183018180234,0.007102622753281002
EleutherAI/pythia-160m,17,step16,3,11,7,seed7,162322944,12,0.7521460184210189,2.935321533090822,0.007199728508788741
EleutherAI/pythia-160m,17,step16,3,12,7,seed7,162322944,12,0.7744917193582592,3.0224129421676897,0.007353781873387138
EleutherAI/pythia-160m,17,step16,4,1,7,seed7,162322944,12,0.7484924040214594,2.869163481532781,0.007062235738088698
EleutherAI/pythia-160m,17,step16,4,2,7,seed7,162322944,12,0.7723579008534303,2.9622035665066857,0.007296981861883425
EleutherAI/pythia-160m,17,step16,4,3,7,seed7,162322944,12,0.7977809382303722,3.0110725297581378,0.007360696413658715
EleutherAI/pythia-160m,17,step16,4,4,7,seed7,162322944,12,0.7919248814649885,2.869460833046002,0.007090485595228587
EleutherAI/pythia-160m,17,step16,4,5,7,seed7,162322944,12,0.7539274939198694,2.8965241364684977,0.007150749350316522
EleutherAI/pythia-160m,17,step16,4,6,7,seed7,162322944,12,0.7773581590873998,3.0108644615831657,0.007389553195414108
EleutherAI/pythia-160m,17,step16,4,7,7,seed7,162322944,12,0.7489842956427281,2.8872040092075837,0.007138643904233918
EleutherAI/pythia-160m,17,step16,4,8,7,seed7,162322944,12,0.7616710855749146,2.969689826771447,0.007334444574864601
EleutherAI/pythia-160m,17,step16,4,9,7,seed7,162322944,12,0.7748076566042789,3.041893608224219,0.007302116014808627
EleutherAI/pythia-160m,17,step16,4,10,7,seed7,162322944,12,0.76807770729993,2.95784073129418,0.007229046230896095
EleutherAI/pythia-160m,17,step16,4,11,7,seed7,162322944,12,0.7653305492494417,3.023699130607015,0.007384497724030336
