mpath,step_modded,revision,Layer,Head,n_params,n_layers,mean_1back,mean_first
EleutherAI/pythia-12b,143001,step143000,1,1,11846072320,36,0.16311814518527937,0.131066136752946
EleutherAI/pythia-12b,143001,step143000,1,2,11846072320,36,0.22033143204611697,0.13697228812285367
EleutherAI/pythia-12b,143001,step143000,1,3,11846072320,36,0.1402217577191981,0.13887428586278946
EleutherAI/pythia-12b,143001,step143000,1,4,11846072320,36,0.136851116835892,0.11925012270945146
EleutherAI/pythia-12b,143001,step143000,1,5,11846072320,36,0.12218770852966884,0.1695645081701579
EleutherAI/pythia-12b,143001,step143000,1,6,11846072320,36,0.28742485117536404,0.14110269611449655
EleutherAI/pythia-12b,143001,step143000,1,7,11846072320,36,0.1505302904738678,0.12761237564588984
EleutherAI/pythia-12b,143001,step143000,1,8,11846072320,36,0.2695260604804342,0.14908514005710946
EleutherAI/pythia-12b,143001,step143000,1,9,11846072320,36,0.12552017345465155,0.1367728246079461
EleutherAI/pythia-12b,143001,step143000,1,10,11846072320,36,0.11279223483424998,0.12868735037307746
EleutherAI/pythia-12b,143001,step143000,1,11,11846072320,36,0.1419040865625615,0.12457764173044004
EleutherAI/pythia-12b,143001,step143000,1,12,11846072320,36,0.14348883255644956,0.11132604454562914
EleutherAI/pythia-12b,143001,step143000,1,13,11846072320,36,0.16146598633255682,0.11542390969612662
EleutherAI/pythia-12b,143001,step143000,1,14,11846072320,36,0.14479448706157746,0.15599472522064367
EleutherAI/pythia-12b,143001,step143000,1,15,11846072320,36,0.09984950232389449,0.14533881449864966
EleutherAI/pythia-12b,143001,step143000,1,16,11846072320,36,0.15021691384079217,0.14189374195439763
EleutherAI/pythia-12b,143001,step143000,1,17,11846072320,36,0.14120488009742785,0.14378410876468492
EleutherAI/pythia-12b,143001,step143000,1,18,11846072320,36,0.17242183190611027,0.14069866267097242
EleutherAI/pythia-12b,143001,step143000,1,19,11846072320,36,0.12852308928250547,0.12504163505817137
EleutherAI/pythia-12b,143001,step143000,1,20,11846072320,36,0.10975073690752721,0.11365243587531033
EleutherAI/pythia-12b,143001,step143000,1,21,11846072320,36,0.13577080952065124,0.16558218141598202
EleutherAI/pythia-12b,143001,step143000,1,22,11846072320,36,0.15218850821480376,0.13639750235151865
EleutherAI/pythia-12b,143001,step143000,1,23,11846072320,36,0.14135884892408013,0.14132511546393411
EleutherAI/pythia-12b,143001,step143000,1,24,11846072320,36,0.15187198967412782,0.14729207342171718
EleutherAI/pythia-12b,143001,step143000,1,25,11846072320,36,0.1435899219500857,0.1466814339658743
EleutherAI/pythia-12b,143001,step143000,1,26,11846072320,36,0.15789217413500975,0.138101416765838
EleutherAI/pythia-12b,143001,step143000,1,27,11846072320,36,0.1379332994488445,0.1437962114301932
EleutherAI/pythia-12b,143001,step143000,1,28,11846072320,36,0.1193876439095796,0.13640687725431205
EleutherAI/pythia-12b,143001,step143000,1,29,11846072320,36,0.13677421552282906,0.1268524249803062
EleutherAI/pythia-12b,143001,step143000,1,30,11846072320,36,0.1448760466935398,0.15950623008649087
EleutherAI/pythia-12b,143001,step143000,1,31,11846072320,36,0.12729246017184698,0.14973200393935757
EleutherAI/pythia-12b,143001,step143000,1,32,11846072320,36,0.09863303947421877,0.11962511828420931
EleutherAI/pythia-12b,143001,step143000,1,33,11846072320,36,0.1602621326060803,0.1264601825839943
EleutherAI/pythia-12b,143001,step143000,1,34,11846072320,36,0.14680442141296265,0.14025542636153035
EleutherAI/pythia-12b,143001,step143000,1,35,11846072320,36,0.15163377177965887,0.12197118025838027
EleutherAI/pythia-12b,143001,step143000,1,36,11846072320,36,0.12257842066790066,0.14155864989659087
EleutherAI/pythia-12b,143001,step143000,1,37,11846072320,36,0.12956055397497815,0.16357020434696928
EleutherAI/pythia-12b,143001,step143000,1,38,11846072320,36,0.12913690121458454,0.13479087662857928
EleutherAI/pythia-12b,143001,step143000,1,39,11846072320,36,0.17646408644882405,0.14075076525510696
EleutherAI/pythia-12b,143001,step143000,1,40,11846072320,36,0.14918558702275556,0.14443069616998275
EleutherAI/pythia-12b,143001,step143000,2,1,11846072320,36,0.1187869826382076,0.16608006717754642
EleutherAI/pythia-12b,143001,step143000,2,2,11846072320,36,0.14359790280282314,0.13319931486369785
EleutherAI/pythia-12b,143001,step143000,2,3,11846072320,36,0.23495341765808983,0.12641593253144895
EleutherAI/pythia-12b,143001,step143000,2,4,11846072320,36,0.1503222721430274,0.09467023461721498
EleutherAI/pythia-12b,143001,step143000,2,5,11846072320,36,0.20550628073580626,0.12400155335765428
EleutherAI/pythia-12b,143001,step143000,2,6,11846072320,36,0.1397200961102236,0.15683883269997057
EleutherAI/pythia-12b,143001,step143000,2,7,11846072320,36,0.12905431931485997,0.14118168512275353
EleutherAI/pythia-12b,143001,step143000,2,8,11846072320,36,0.14094050525052765,0.15148272755200615
EleutherAI/pythia-12b,143001,step143000,2,9,11846072320,36,0.15078011684276316,0.11157146234389714
EleutherAI/pythia-12b,143001,step143000,2,10,11846072320,36,0.2958319449388945,0.11634753628804514
