mpath,step_modded,revision,Layer,Head,n_params,n_layers,mean_prev_self_ratio,mean_prev_all_ratio,prev_fraction,mean_1back
EleutherAI/pythia-160m,50001,step50000,1,1,162322944,12,2.056559530692386,12.847067499281694,0.022756007957624353,0.4768189638405591
EleutherAI/pythia-160m,50001,step50000,1,2,162322944,12,0.5568716365549398,3.3815775258884124,0.007549095327210064,0.13855573569086038
EleutherAI/pythia-160m,50001,step50000,1,3,162322944,12,1.155274954074736,6.236158913531941,0.012344259698144391,0.2421275417211356
EleutherAI/pythia-160m,50001,step50000,1,4,162322944,12,1.3234060210155298,7.703402135841638,0.014598419242750654,0.29252344329614893
EleutherAI/pythia-160m,50001,step50000,1,5,162322944,12,1.2686738385947725,6.047215397766627,0.012151025524023407,0.23607960578289114
EleutherAI/pythia-160m,50001,step50000,1,6,162322944,12,0.4569212504136871,2.968514969522569,0.006669626552235714,0.12247713407440045
EleutherAI/pythia-160m,50001,step50000,1,7,162322944,12,0.6058731341844027,3.6284775780795155,0.008008350189945616,0.14867419742226776
EleutherAI/pythia-160m,50001,step50000,1,8,162322944,12,0.16632571440977115,1.6180283379269251,0.003335236878793102,0.0645890937734943
EleutherAI/pythia-160m,50001,step50000,1,9,162322944,12,1.316018204726738,9.745165525401035,0.017164939815398524,0.3600384116888762
EleutherAI/pythia-160m,50001,step50000,1,10,162322944,12,0.8580397302270235,4.2216150400582055,0.008864191974022216,0.16790708315533556
EleutherAI/pythia-160m,50001,step50000,1,11,162322944,12,0.8559858446470011,4.986815967936729,0.010175428528355604,0.19602990746721846
EleutherAI/pythia-160m,50001,step50000,1,12,162322944,12,0.46540492580680337,2.4962142393523696,0.006111196152306785,0.10699863454981426
EleutherAI/pythia-160m,50001,step50000,2,1,162322944,12,1.5718121775282006,8.840187003793993,0.016414012034503128,0.33336537727364546
EleutherAI/pythia-160m,50001,step50000,2,2,162322944,12,1.9214961579328471,9.996641908909098,0.018218877304028092,0.37570463490110256
EleutherAI/pythia-160m,50001,step50000,2,3,162322944,12,2.6758216034624405,15.001929358275202,0.025861819452186796,0.5499142183734848
EleutherAI/pythia-160m,50001,step50000,2,4,162322944,12,0.5024435698502616,2.778486154203598,0.006551210482059552,0.11684510700807374
EleutherAI/pythia-160m,50001,step50000,2,5,162322944,12,0.5383366009910729,3.1165048451037087,0.007595446306815966,0.1335128601360786
EleutherAI/pythia-160m,50001,step50000,2,6,162322944,12,1.0809461157063003,4.906072846176792,0.010099501447135468,0.19357911202016173
EleutherAI/pythia-160m,50001,step50000,2,7,162322944,12,0.2972854278398133,1.9316455917330448,0.0043273270719672826,0.0798819063891385
EleutherAI/pythia-160m,50001,step50000,2,8,162322944,12,1.1916468168533596,9.69402358667214,0.017349374050913084,0.3601823146636779
EleutherAI/pythia-160m,50001,step50000,2,9,162322944,12,0.5381043444153791,3.1443990347375377,0.007582475396201778,0.13424302032357216
EleutherAI/pythia-160m,50001,step50000,2,10,162322944,12,0.7718833975216988,3.2432374174143,0.0077476509728160664,0.13716607464773872
EleutherAI/pythia-160m,50001,step50000,2,11,162322944,12,0.3587360703152233,2.7632809732445685,0.005656263998409872,0.10988044381343025
EleutherAI/pythia-160m,50001,step50000,2,12,162322944,12,0.8856606471436992,4.693782253641686,0.00921138769285557,0.1812287768399393
EleutherAI/pythia-160m,50001,step50000,3,1,162322944,12,0.9941459656464106,5.155152457903606,0.010319332028586552,0.2010738196203837
EleutherAI/pythia-160m,50001,step50000,3,2,162322944,12,1.3441432613446258,8.454808909789834,0.01532349005627128,0.31627544941934377
EleutherAI/pythia-160m,50001,step50000,3,3,162322944,12,0.8253198468060423,5.113284066871297,0.010152930625312407,0.19906343186313322
EleutherAI/pythia-160m,50001,step50000,3,4,162322944,12,0.7024056800677444,5.001539852604802,0.009837426117529356,0.19337972678669219
EleutherAI/pythia-160m,50001,step50000,3,5,162322944,12,0.6828966414314684,4.964069525388962,0.009773256670042545,0.19238095366963748
EleutherAI/pythia-160m,50001,step50000,3,6,162322944,12,0.7600579943959525,4.506473512630498,0.009300156811061173,0.17802891313089977
EleutherAI/pythia-160m,50001,step50000,3,7,162322944,12,1.1586562264099336,7.568198009349958,0.014006286960797101,0.28461458093232217
EleutherAI/pythia-160m,50001,step50000,3,8,162322944,12,0.5269788896831987,3.1592902476328004,0.007379849242978823,0.13272476608532144
EleutherAI/pythia-160m,50001,step50000,3,9,162322944,12,1.3804457050397914,9.066628679968066,0.016331133195667792,0.337637752607778
EleutherAI/pythia-160m,50001,step50000,3,10,162322944,12,1.2301461068904083,8.313608137193404,0.01520934745316145,0.3116985709146336
EleutherAI/pythia-160m,50001,step50000,3,11,162322944,12,0.4708429431183251,3.160227937352966,0.0069474607235760055,0.12853403595855104
EleutherAI/pythia-160m,50001,step50000,3,12,162322944,12,0.8639706500925266,7.644867889832487,0.01406564168066563,0.2884796317722704
EleutherAI/pythia-160m,50001,step50000,4,1,162322944,12,2.8260259428392276,18.30210669169849,0.031763968460425694,0.6714093763907034
EleutherAI/pythia-160m,50001,step50000,4,2,162322944,12,1.902200442262489,11.07454385550679,0.019897793340693665,0.4131113968722455
EleutherAI/pythia-160m,50001,step50000,4,3,162322944,12,6.631400750196894,22.704266417073384,0.03832174413778529,0.8237294899271773
EleutherAI/pythia-160m,50001,step50000,4,4,162322944,12,0.048377697738823014,1.0566718148344705,0.0019448180820493919,0.039723004048058085
EleutherAI/pythia-160m,50001,step50000,4,5,162322944,12,1.8318062469998662,6.413728861733987,0.011683594644695428,0.23927723043584245
EleutherAI/pythia-160m,50001,step50000,4,6,162322944,12,0.9191629976904436,4.459037398026875,0.00904787665420072,0.17489839198666288
EleutherAI/pythia-160m,50001,step50000,4,7,162322944,12,0.9601795925711013,3.747436533626304,0.008081827487843066,0.15056300336668438
EleutherAI/pythia-160m,50001,step50000,4,8,162322944,12,0.6244389021257969,3.9901308909289512,0.008392842638161592,0.15952162557580804
EleutherAI/pythia-160m,50001,step50000,4,9,162322944,12,0.7466719056269125,3.158116524849136,0.006721463564433844,0.12611749785037724
EleutherAI/pythia-160m,50001,step50000,4,10,162322944,12,1.179159148075084,8.1649556233808,0.014701989502492073,0.303999916837738
EleutherAI/pythia-160m,50001,step50000,4,11,162322944,12,0.8860354973461557,5.288002585937414,0.010373133628569812,0.2045913404217353
EleutherAI/pythia-160m,50001,step50000,4,12,162322944,12,0.8336845554988515,3.433673749286294,0.007428793393386604,0.13775276982256238
EleutherAI/pythia-160m,50001,step50000,5,1,162322944,12,1.2046625103988968,4.825592358532892,0.010022308643835383,0.1916263459681032
EleutherAI/pythia-160m,50001,step50000,5,2,162322944,12,0.7969850845014724,1.4476702881196293,0.004036074467071618,0.0654517874602709
EleutherAI/pythia-160m,50001,step50000,5,3,162322944,12,0.9251117409283788,2.473476385950737,0.005691270011959888,0.10208730262007795
EleutherAI/pythia-160m,50001,step50000,5,4,162322944,12,1.1262784695277186,3.504371533010205,0.007437907192751716,0.13964304451022416
EleutherAI/pythia-160m,50001,step50000,5,5,162322944,12,1.179552258252838,3.6778396810017493,0.007931063295584958,0.14778394625709576
EleutherAI/pythia-160m,50001,step50000,5,6,162322944,12,1.4161231154362015,7.22790452945603,0.013635662623121691,0.27469700681151926
