mpath,step_modded,revision,Layer,Head,n_params,n_layers,mean_prev_self_ratio,mean_prev_all_ratio,prev_fraction,mean_1back,mean_first
EleutherAI/pythia-160m,129,step128,1,1,162322944,12,0.7218015469277653,2.8666139948293536,0.00688195664584306,0.12216960016201742,0.16397872623671458
EleutherAI/pythia-160m,129,step128,1,2,162322944,12,0.750333642208428,2.9037753257585077,0.007114864929220557,0.12461923840861237,0.16558117291948812
EleutherAI/pythia-160m,129,step128,1,3,162322944,12,0.7704190507809429,2.930316130952234,0.007102832158979894,0.1254840356496361,0.16625231567087828
EleutherAI/pythia-160m,129,step128,1,4,162322944,12,0.757076695935676,2.9037422929260996,0.007078555540705673,0.12430818652448886,0.16546948897364258
EleutherAI/pythia-160m,129,step128,1,5,162322944,12,0.7891691533853346,2.9605720055645515,0.007250160792958175,0.12711212938433292,0.16503138265183734
EleutherAI/pythia-160m,129,step128,1,6,162322944,12,0.7651150178816906,2.9033621622300276,0.0070835818722508595,0.12447291347491844,0.1642117022841542
EleutherAI/pythia-160m,129,step128,1,7,162322944,12,0.7029652880269155,2.8436897684876037,0.006971799516855031,0.12191262700267735,0.16247308567479563
EleutherAI/pythia-160m,129,step128,1,8,162322944,12,0.7555445657668673,2.8684621577615306,0.007056162783939928,0.12323391855926481,0.16235387962949163
EleutherAI/pythia-160m,129,step128,1,9,162322944,12,0.7452381610140278,2.887339032613648,0.00711837890968265,0.12429244934326711,0.16431739290353947
EleutherAI/pythia-160m,129,step128,1,10,162322944,12,0.7681797670279829,2.9227218394699706,0.0071873180808674645,0.1256997964537895,0.1637982318272909
EleutherAI/pythia-160m,129,step128,1,11,162322944,12,0.710101938759225,2.883009450738093,0.007047199849134999,0.12358937530523839,0.16393982106679905
EleutherAI/pythia-160m,129,step128,1,12,162322944,12,0.8406666439324223,3.001312213586625,0.00735216624812503,0.12875410908827548,0.16762403545302668
EleutherAI/pythia-160m,129,step128,2,1,162322944,12,0.7717011464917286,2.921620109664716,0.007167565827133382,0.12533369674920675,0.1629508066161706
EleutherAI/pythia-160m,129,step128,2,2,162322944,12,0.759583602581555,2.9309390195129303,0.007157176519179437,0.12570592721885027,0.16113624084662564
EleutherAI/pythia-160m,129,step128,2,3,162322944,12,0.8088399245756227,2.981890241922158,0.007363966720987943,0.12849423685880212,0.16473422414279196
EleutherAI/pythia-160m,129,step128,2,4,162322944,12,0.7832922660519684,2.92076347936317,0.007268388278238463,0.1262031993563021,0.1686629316638092
EleutherAI/pythia-160m,129,step128,2,5,162322944,12,0.7783218452683434,2.939923148057248,0.00720732222890791,0.12612225927479628,0.16504954368256408
EleutherAI/pythia-160m,129,step128,2,6,162322944,12,0.7385171676106271,2.866904913197679,0.007080672761685818,0.123454189308368,0.1651278130777247
EleutherAI/pythia-160m,129,step128,2,7,162322944,12,0.7804723099515328,2.9380887613744067,0.007165297612416916,0.1259258024830807,0.16315138747205243
EleutherAI/pythia-160m,129,step128,2,8,162322944,12,0.7247230052033158,2.8643298611724592,0.006974398837323022,0.12278234399855133,0.16983858498188106
EleutherAI/pythia-160m,129,step128,2,9,162322944,12,0.7839637195391335,2.9400274737940633,0.007240270710806901,0.12649094821834883,0.16539835095316077
EleutherAI/pythia-160m,129,step128,2,10,162322944,12,0.7844899664583735,2.9234940000381053,0.0071822345880880175,0.12563715691681018,0.16302631440217247
EleutherAI/pythia-160m,129,step128,2,11,162322944,12,0.8164925841163402,2.976945098039974,0.007351636951745179,0.12802234743987473,0.16815278096286737
EleutherAI/pythia-160m,129,step128,2,12,162322944,12,0.741059752641072,2.9026733915413008,0.007081949972957243,0.12430524949666791,0.155015021126281
EleutherAI/pythia-160m,129,step128,3,1,162322944,12,0.7491452678555521,2.8679728611874427,0.0070312628117598155,0.12319833629236024,0.17002996487973684
EleutherAI/pythia-160m,129,step128,3,2,162322944,12,0.8138380018600265,3.006963097001611,0.007384399115064489,0.1291361524647957,0.16334715042565315
EleutherAI/pythia-160m,129,step128,3,3,162322944,12,0.8051291182192221,2.8969535370554067,0.007188586037898326,0.12501924975520673,0.1704183807904208
EleutherAI/pythia-160m,129,step128,3,4,162322944,12,0.769300763425432,2.9490722713621746,0.007243629645147053,0.12659049799872765,0.16755903824917723
EleutherAI/pythia-160m,129,step128,3,5,162322944,12,0.8360394316422434,3.010438635372392,0.0073802656315820675,0.12912313762056574,0.16644844776942383
EleutherAI/pythia-160m,129,step128,3,6,162322944,12,0.8101052290103675,2.956332618253298,0.00726668372755169,0.12709518293808167,0.16935013850462863
EleutherAI/pythia-160m,129,step128,3,7,162322944,12,0.7437913854627013,2.8692993016232107,0.0069939091544985454,0.12295561094206191,0.16965054961161924
EleutherAI/pythia-160m,129,step128,3,8,162322944,12,0.8356994854338858,2.9696113256810053,0.007282386491388267,0.12754284536225477,0.173237460472428
EleutherAI/pythia-160m,129,step128,3,9,162322944,12,0.8086128954118131,2.9661633811831103,0.007322181320410852,0.1277876981777382,0.16657878912135105
EleutherAI/pythia-160m,129,step128,3,10,162322944,12,0.810574591229692,3.0049858542853887,0.007296609372081289,0.12867721180814698,0.16871845867630236
EleutherAI/pythia-160m,129,step128,3,11,162322944,12,0.8045577298932652,2.976313364264491,0.007249055626954407,0.12727623602917956,0.17091942783277309
EleutherAI/pythia-160m,129,step128,3,12,162322944,12,0.8107994135613455,3.03021053415218,0.007346268151012109,0.12956963147263265,0.16515921869010355
EleutherAI/pythia-160m,129,step128,4,1,162322944,12,0.813778106414493,3.0197006866112863,0.007330565361028314,0.1288315846274296,0.17212201592263512
EleutherAI/pythia-160m,129,step128,4,2,162322944,12,0.9208335655435114,3.2135591678209665,0.007779791361726903,0.13707084495674915,0.16570975648815384
EleutherAI/pythia-160m,129,step128,4,3,162322944,12,0.7917980477904526,2.859493155771307,0.007023271772124758,0.12275061035925915,0.18020685293429245
EleutherAI/pythia-160m,129,step128,4,4,162322944,12,0.7439848342514451,2.877583787804018,0.007016439366416651,0.12310765025851958,0.18013123814967477
EleutherAI/pythia-160m,129,step128,4,5,162322944,12,0.8522091091243121,2.9691509722833316,0.007313746494303208,0.12767317502929995,0.1686543816359372
EleutherAI/pythia-160m,129,step128,4,6,162322944,12,0.8627925439213455,3.0283396527448545,0.007474959895034377,0.13071150761712955,0.16109899948309128
EleutherAI/pythia-160m,129,step128,4,7,162322944,12,0.8433803666730335,2.949181274575108,0.007306891229347631,0.12728392254482873,0.17118751955730416
EleutherAI/pythia-160m,129,step128,4,8,162322944,12,0.8141670935257558,2.9575753968737293,0.007298471754674237,0.12741567624044844,0.16590398710008494
EleutherAI/pythia-160m,129,step128,4,9,162322944,12,0.8081500482868044,2.934492680929618,0.007239924404654965,0.12652851231172452,0.1592445127084269
EleutherAI/pythia-160m,129,step128,4,10,162322944,12,0.7601914888746129,2.9283509858019823,0.0071661313741509265,0.12564163891089566,0.16459580128816687
EleutherAI/pythia-160m,129,step128,4,11,162322944,12,0.8141880457623039,2.9449968050353257,0.007273007549069973,0.12678027607209685,0.17112855359844792
EleutherAI/pythia-160m,129,step128,4,12,162322944,12,0.8735820305707176,2.932789917027406,0.007220870273861996,0.125933302745402,0.1890382581130341
EleutherAI/pythia-160m,129,step128,5,1,162322944,12,0.7883043813126361,3.0104479007415663,0.0072490566724986326,0.1285458638615257,0.16858619601988753
EleutherAI/pythia-160m,129,step128,5,2,162322944,12,0.7835701600071406,2.9312206567193533,0.007104417875677387,0.12521901126537055,0.17246981305224038
EleutherAI/pythia-160m,129,step128,5,3,162322944,12,0.8228284703873757,2.95465062851666,0.007227532601556679,0.12668685832650986,0.17341132151583827
EleutherAI/pythia-160m,129,step128,5,4,162322944,12,0.7939901410874696,2.9379732481478404,0.007227388380896865,0.12643860119979478,0.17304854101135025
EleutherAI/pythia-160m,129,step128,5,5,162322944,12,0.8771765416775378,2.9809005979791303,0.007344167139256514,0.12838275967216164,0.1652156925192466
EleutherAI/pythia-160m,129,step128,5,6,162322944,12,0.8246262830964282,3.0776945444291064,0.00754331113678862,0.13205060041187935,0.16587816073080974
EleutherAI/pythia-160m,129,step128,5,7,162322944,12,0.7252436127709415,2.7675362649113504,0.006799359206306513,0.11868141823680368,0.17393462795641146
EleutherAI/pythia-160m,129,step128,5,8,162322944,12,0.8670946429483227,3.048855008378211,0.007406806080279458,0.1302476211957208,0.1705203331089592
EleutherAI/pythia-160m,129,step128,5,9,162322944,12,0.8119430343168215,2.9487663375976156,0.007228097776583103,0.12659022236080675,0.16872979844319028
