mpath,step_modded,revision,Layer,Head,n_params,n_layers,mean_1back,mean_first
EleutherAI/pythia-14m,257,step256,1,1,14067712,6,0.12873046593488868,0.16592629255542343
EleutherAI/pythia-14m,257,step256,1,2,14067712,6,0.12806530557460966,0.16625533686452976
EleutherAI/pythia-14m,257,step256,1,3,14067712,6,0.1265920876964434,0.16597982206278372
EleutherAI/pythia-14m,257,step256,1,4,14067712,6,0.1275782407269821,0.16573308903287656
EleutherAI/pythia-14m,257,step256,2,1,14067712,6,0.13067181727236452,0.16963490568011905
EleutherAI/pythia-14m,257,step256,2,2,14067712,6,0.12425594645420884,0.15739054897347007
EleutherAI/pythia-14m,257,step256,2,3,14067712,6,0.1287212349731732,0.1575932787345336
EleutherAI/pythia-14m,257,step256,2,4,14067712,6,0.12401743745571138,0.15995543157575542
EleutherAI/pythia-14m,257,step256,3,1,14067712,6,0.12726682105714132,0.16492014424735535
EleutherAI/pythia-14m,257,step256,3,2,14067712,6,0.13051723766590914,0.1555564157362725
EleutherAI/pythia-14m,257,step256,3,3,14067712,6,0.13312882842781304,0.15738470084942852
EleutherAI/pythia-14m,257,step256,3,4,14067712,6,0.12862883820324325,0.17139520351257584
EleutherAI/pythia-14m,257,step256,4,1,14067712,6,0.1306118605652818,0.1587998086625749
EleutherAI/pythia-14m,257,step256,4,2,14067712,6,0.1269342949216788,0.1618925414297047
EleutherAI/pythia-14m,257,step256,4,3,14067712,6,0.1257432407948437,0.1833019438940841
EleutherAI/pythia-14m,257,step256,4,4,14067712,6,0.13299214294566222,0.16717823251365896
EleutherAI/pythia-14m,257,step256,5,1,14067712,6,0.13339706662449388,0.14665426560551728
EleutherAI/pythia-14m,257,step256,5,2,14067712,6,0.12870924683237395,0.17756600473243905
EleutherAI/pythia-14m,257,step256,5,3,14067712,6,0.12510465100608964,0.1484937793645146
EleutherAI/pythia-14m,257,step256,5,4,14067712,6,0.12034811302683908,0.16505321029115005
EleutherAI/pythia-14m,257,step256,6,1,14067712,6,0.097510602182566,0.15300496741737774
EleutherAI/pythia-14m,257,step256,6,2,14067712,6,0.12380049331812883,0.169462938644775
EleutherAI/pythia-14m,257,step256,6,3,14067712,6,0.1435991658664143,0.15679739813904858
EleutherAI/pythia-14m,257,step256,6,4,14067712,6,0.10933036659214944,0.17487444019912773
