mpath,step_modded,revision,Layer,Head,n_params,n_layers,mean_1back,mean_first
EleutherAI/pythia-12b,65,step64,1,1,11846072320,36,0.1251801062241062,0.16403342787366545
EleutherAI/pythia-12b,65,step64,1,2,11846072320,36,0.12137437531830846,0.1653035449943653
EleutherAI/pythia-12b,65,step64,1,3,11846072320,36,0.1230962297937891,0.16643118112160632
EleutherAI/pythia-12b,65,step64,1,4,11846072320,36,0.12560759288714718,0.15798534486476362
EleutherAI/pythia-12b,65,step64,1,5,11846072320,36,0.12389574510355786,0.1628048143855802
EleutherAI/pythia-12b,65,step64,1,6,11846072320,36,0.12186133360081872,0.17302011103332934
EleutherAI/pythia-12b,65,step64,1,7,11846072320,36,0.12247446402851432,0.17163110314099275
EleutherAI/pythia-12b,65,step64,1,8,11846072320,36,0.1275429163273569,0.16651772431939746
EleutherAI/pythia-12b,65,step64,1,9,11846072320,36,0.1309994940307584,0.17265409494641124
EleutherAI/pythia-12b,65,step64,1,10,11846072320,36,0.12031735931788833,0.16090181648350868
EleutherAI/pythia-12b,65,step64,1,11,11846072320,36,0.12742187996470442,0.16472047028151357
EleutherAI/pythia-12b,65,step64,1,12,11846072320,36,0.13464132800429787,0.1756436566992833
EleutherAI/pythia-12b,65,step64,1,13,11846072320,36,0.12129962719786717,0.16840984742227075
EleutherAI/pythia-12b,65,step64,1,14,11846072320,36,0.11967523781409309,0.16323817487213163
EleutherAI/pythia-12b,65,step64,1,15,11846072320,36,0.11854229077092694,0.16134938892458112
EleutherAI/pythia-12b,65,step64,1,16,11846072320,36,0.12478581717791586,0.1726109491096244
EleutherAI/pythia-12b,65,step64,1,17,11846072320,36,0.12812430451570953,0.1644728395013927
EleutherAI/pythia-12b,65,step64,1,18,11846072320,36,0.13227399540421836,0.16925132450823843
EleutherAI/pythia-12b,65,step64,1,19,11846072320,36,0.12203234137111414,0.1705778347434582
EleutherAI/pythia-12b,65,step64,1,20,11846072320,36,0.12335690746346747,0.17149497565810562
EleutherAI/pythia-12b,65,step64,1,21,11846072320,36,0.11654398293309916,0.16482606406013167
EleutherAI/pythia-12b,65,step64,1,22,11846072320,36,0.13466018163696955,0.17578692833806298
EleutherAI/pythia-12b,65,step64,1,23,11846072320,36,0.11887713444248599,0.15580032462136698
EleutherAI/pythia-12b,65,step64,1,24,11846072320,36,0.12583162141376514,0.1699804300022823
EleutherAI/pythia-12b,65,step64,1,25,11846072320,36,0.12369866744410969,0.1567049776917105
EleutherAI/pythia-12b,65,step64,1,26,11846072320,36,0.11613968226991522,0.15979026309452254
