mpath,step_modded,revision,Layer,Head,n_params,n_layers,mean_1back,mean_first
EleutherAI/pythia-70m,9,step8,1,1,70426624,6,0.1273506970309817,0.16511583163797314
EleutherAI/pythia-70m,9,step8,1,2,70426624,6,0.12562190517559418,0.16570442668288135
EleutherAI/pythia-70m,9,step8,1,3,70426624,6,0.12864457266600995,0.16760606364019814
EleutherAI/pythia-70m,9,step8,1,4,70426624,6,0.12647641243206126,0.16461414513220116
EleutherAI/pythia-70m,9,step8,1,5,70426624,6,0.12374566338799733,0.16507515480165721
EleutherAI/pythia-70m,9,step8,1,6,70426624,6,0.12795227365540307,0.1663714805701831
EleutherAI/pythia-70m,9,step8,1,7,70426624,6,0.12413998146739982,0.16511455630777294
EleutherAI/pythia-70m,9,step8,1,8,70426624,6,0.12541791249077774,0.1644313257892389
EleutherAI/pythia-70m,9,step8,2,1,70426624,6,0.12793816570136635,0.16510153722364798
EleutherAI/pythia-70m,9,step8,2,2,70426624,6,0.12603212994811408,0.16351441312972845
EleutherAI/pythia-70m,9,step8,2,3,70426624,6,0.1255447312395225,0.16281099362416307
EleutherAI/pythia-70m,9,step8,2,4,70426624,6,0.12558990849500837,0.16041426695659528
EleutherAI/pythia-70m,9,step8,2,5,70426624,6,0.12520580929522215,0.1650432309600057
EleutherAI/pythia-70m,9,step8,2,6,70426624,6,0.12434339908150219,0.16713885273280976
EleutherAI/pythia-70m,9,step8,2,7,70426624,6,0.12390160491807499,0.1623077437438227
EleutherAI/pythia-70m,9,step8,2,8,70426624,6,0.12488066582932124,0.16673916238765635
EleutherAI/pythia-70m,9,step8,3,1,70426624,6,0.1276997189588464,0.16404658881527878
EleutherAI/pythia-70m,9,step8,3,2,70426624,6,0.12431845195904682,0.1629861629212851
EleutherAI/pythia-70m,9,step8,3,3,70426624,6,0.12541640226032816,0.17307782931639262
EleutherAI/pythia-70m,9,step8,3,4,70426624,6,0.12840557879804665,0.1647648029812463
EleutherAI/pythia-70m,9,step8,3,5,70426624,6,0.12562044957714213,0.16648325778812434
EleutherAI/pythia-70m,9,step8,3,6,70426624,6,0.12712498678190925,0.1632098981623982
EleutherAI/pythia-70m,9,step8,3,7,70426624,6,0.12710219766530723,0.16765592958744577
EleutherAI/pythia-70m,9,step8,3,8,70426624,6,0.12541183845528786,0.16530220255300443
EleutherAI/pythia-70m,9,step8,4,1,70426624,6,0.12515073257859222,0.16322376027524288
EleutherAI/pythia-70m,9,step8,4,2,70426624,6,0.12384051622056563,0.16610248192205082
EleutherAI/pythia-70m,9,step8,4,3,70426624,6,0.12533675621937698,0.1702320180195677
EleutherAI/pythia-70m,9,step8,4,4,70426624,6,0.1247340959885546,0.16391163572736148
EleutherAI/pythia-70m,9,step8,4,5,70426624,6,0.1272867074454421,0.16343968954530202
EleutherAI/pythia-70m,9,step8,4,6,70426624,6,0.1235353721490314,0.1697957977742046
EleutherAI/pythia-70m,9,step8,4,7,70426624,6,0.12633618112798922,0.1666016916467531
EleutherAI/pythia-70m,9,step8,4,8,70426624,6,0.12825371932473265,0.161380655073502
EleutherAI/pythia-70m,9,step8,5,1,70426624,6,0.12520836989532358,0.163227659138339
EleutherAI/pythia-70m,9,step8,5,2,70426624,6,0.12403084612912955,0.1655361749421995
EleutherAI/pythia-70m,9,step8,5,3,70426624,6,0.12426690930114669,0.16181844412475013
EleutherAI/pythia-70m,9,step8,5,4,70426624,6,0.12276993633748529,0.1648352145701199
EleutherAI/pythia-70m,9,step8,5,5,70426624,6,0.12624948328030894,0.15929333239167298
EleutherAI/pythia-70m,9,step8,5,6,70426624,6,0.123170096583821,0.167316557979351
EleutherAI/pythia-70m,9,step8,5,7,70426624,6,0.12972231415679322,0.16440794637074338
EleutherAI/pythia-70m,9,step8,5,8,70426624,6,0.12553287822719625,0.16232579460440272
EleutherAI/pythia-70m,9,step8,6,1,70426624,6,0.12362922289529,0.16394492465297913
EleutherAI/pythia-70m,9,step8,6,2,70426624,6,0.12369449208448595,0.16777469739653503
EleutherAI/pythia-70m,9,step8,6,3,70426624,6,0.12122860684006417,0.17745160027868573
EleutherAI/pythia-70m,9,step8,6,4,70426624,6,0.12573022402084622,0.16392314239956055
EleutherAI/pythia-70m,9,step8,6,5,70426624,6,0.12460623531638677,0.16019658650363883
EleutherAI/pythia-70m,9,step8,6,6,70426624,6,0.12509664059155154,0.17115156520325853
EleutherAI/pythia-70m,9,step8,6,7,70426624,6,0.12204446968015603,0.16746301196135197
EleutherAI/pythia-70m,9,step8,6,8,70426624,6,0.12918528117373715,0.16420378864885446
