mpath,step_modded,revision,Layer,Head,n_params,n_layers,mean_1back,mean_first
EleutherAI/pythia-12b,1,step0,1,1,11846072320,36,0.1252278670271461,0.1655928446175726
EleutherAI/pythia-12b,1,step0,1,2,11846072320,36,0.12246181864246677,0.16683013337264366
EleutherAI/pythia-12b,1,step0,1,3,11846072320,36,0.12474520203542777,0.16831522479698102
EleutherAI/pythia-12b,1,step0,1,4,11846072320,36,0.12606717448390725,0.15829671630719755
EleutherAI/pythia-12b,1,step0,1,5,11846072320,36,0.12386994107763416,0.1635754880447824
EleutherAI/pythia-12b,1,step0,1,6,11846072320,36,0.12258639852530333,0.17414661006325174
EleutherAI/pythia-12b,1,step0,1,7,11846072320,36,0.12333560761836193,0.17291584936482407
EleutherAI/pythia-12b,1,step0,1,8,11846072320,36,0.1263473302618161,0.16529290920666026
EleutherAI/pythia-12b,1,step0,1,9,11846072320,36,0.1317528172287049,0.17648044753226785
EleutherAI/pythia-12b,1,step0,1,10,11846072320,36,0.1211533585154974,0.1618141933783396
EleutherAI/pythia-12b,1,step0,1,11,11846072320,36,0.12748474197031495,0.16534128139640114
EleutherAI/pythia-12b,1,step0,1,12,11846072320,36,0.13427041295927025,0.17558264947711702
EleutherAI/pythia-12b,1,step0,1,13,11846072320,36,0.12198412073524413,0.16929861471370172
EleutherAI/pythia-12b,1,step0,1,14,11846072320,36,0.11791256988035125,0.16164293758817258
EleutherAI/pythia-12b,1,step0,1,15,11846072320,36,0.11921834352205282,0.1622783467621058
EleutherAI/pythia-12b,1,step0,1,16,11846072320,36,0.12519210273562156,0.17322137246506883
EleutherAI/pythia-12b,1,step0,1,17,11846072320,36,0.12832576213208757,0.16481828133019058
EleutherAI/pythia-12b,1,step0,1,18,11846072320,36,0.1327524783156879,0.1696380706442458
EleutherAI/pythia-12b,1,step0,1,19,11846072320,36,0.12245634502476754,0.17082615860097397
EleutherAI/pythia-12b,1,step0,1,20,11846072320,36,0.12346300807733969,0.17188377770128188
EleutherAI/pythia-12b,1,step0,1,21,11846072320,36,0.11740984436818157,0.1657462790272794
EleutherAI/pythia-12b,1,step0,1,22,11846072320,36,0.13461716015551894,0.17497945438186682
EleutherAI/pythia-12b,1,step0,1,23,11846072320,36,0.11995125796041774,0.157528608019377
EleutherAI/pythia-12b,1,step0,1,24,11846072320,36,0.12597531276858512,0.16989975884646263
EleutherAI/pythia-12b,1,step0,1,25,11846072320,36,0.12596265212898405,0.15864123732366178
EleutherAI/pythia-12b,1,step0,1,26,11846072320,36,0.11896169471747431,0.16200948690620803
EleutherAI/pythia-12b,1,step0,1,27,11846072320,36,0.1244153840293934,0.16612959045681863
EleutherAI/pythia-12b,1,step0,1,28,11846072320,36,0.11646943280680308,0.1585574547617553
EleutherAI/pythia-12b,1,step0,1,29,11846072320,36,0.12118219580031457,0.16901287586951216
EleutherAI/pythia-12b,1,step0,1,30,11846072320,36,0.12129975428004876,0.164181876894053
EleutherAI/pythia-12b,1,step0,1,31,11846072320,36,0.12498156982264268,0.16564095237882462
EleutherAI/pythia-12b,1,step0,1,32,11846072320,36,0.12364310930083101,0.16320734151132826
EleutherAI/pythia-12b,1,step0,1,33,11846072320,36,0.12065100213149195,0.16735350086658562
EleutherAI/pythia-12b,1,step0,1,34,11846072320,36,0.12495116526736418,0.162451655226382
EleutherAI/pythia-12b,1,step0,1,35,11846072320,36,0.12417068018916397,0.16035190993757753
EleutherAI/pythia-12b,1,step0,1,36,11846072320,36,0.11479067931080361,0.15544511549532766
EleutherAI/pythia-12b,1,step0,1,37,11846072320,36,0.12272409384639499,0.16322795451023017
EleutherAI/pythia-12b,1,step0,1,38,11846072320,36,0.13002316069204703,0.16781894015791535
EleutherAI/pythia-12b,1,step0,1,39,11846072320,36,0.1270407654132481,0.16339036371480592
EleutherAI/pythia-12b,1,step0,1,40,11846072320,36,0.131189265187729,0.16862530302670262
EleutherAI/pythia-12b,1,step0,2,1,11846072320,36,0.1264002317193526,0.160272578571786
EleutherAI/pythia-12b,1,step0,2,2,11846072320,36,0.12212488744631629,0.17588468125878687
EleutherAI/pythia-12b,1,step0,2,3,11846072320,36,0.12226431322907717,0.16240398058606245
EleutherAI/pythia-12b,1,step0,2,4,11846072320,36,0.12702794051687186,0.16421243959797302
EleutherAI/pythia-12b,1,step0,2,5,11846072320,36,0.1304628025270528,0.15754717826709014
EleutherAI/pythia-12b,1,step0,2,6,11846072320,36,0.12427650168314348,0.16209326891155837
EleutherAI/pythia-12b,1,step0,2,7,11846072320,36,0.12177133010896114,0.1697981636719526
EleutherAI/pythia-12b,1,step0,2,8,11846072320,36,0.12450441105330398,0.16484260839877182
EleutherAI/pythia-12b,1,step0,2,9,11846072320,36,0.1252706947935012,0.17023828798519058
EleutherAI/pythia-12b,1,step0,2,10,11846072320,36,0.12745234306185718,0.16879862134677687
EleutherAI/pythia-12b,1,step0,2,11,11846072320,36,0.13260609414372532,0.17901459847529366
EleutherAI/pythia-12b,1,step0,2,12,11846072320,36,0.13461508753488546,0.15284014047422742
EleutherAI/pythia-12b,1,step0,2,13,11846072320,36,0.12768680447930683,0.1656317690516019
EleutherAI/pythia-12b,1,step0,2,14,11846072320,36,0.1322043698879557,0.15627827291732074
EleutherAI/pythia-12b,1,step0,2,15,11846072320,36,0.11780654980770278,0.15168089075321636
EleutherAI/pythia-12b,1,step0,2,16,11846072320,36,0.13591662963835502,0.16360601618628687
EleutherAI/pythia-12b,1,step0,2,17,11846072320,36,0.12307430658623707,0.1789109310633069
EleutherAI/pythia-12b,1,step0,2,18,11846072320,36,0.1363094950838758,0.1425167776828816
EleutherAI/pythia-12b,1,step0,2,19,11846072320,36,0.13356149839880585,0.1545344219450746
EleutherAI/pythia-12b,1,step0,2,20,11846072320,36,0.12637630060829733,0.19342052268406915
EleutherAI/pythia-12b,1,step0,2,21,11846072320,36,0.12674723302682595,0.16029608512560165
EleutherAI/pythia-12b,1,step0,2,22,11846072320,36,0.12427724201187443,0.1580792009360618
EleutherAI/pythia-12b,1,step0,2,23,11846072320,36,0.12197452183678607,0.15027276911512685
EleutherAI/pythia-12b,1,step0,2,24,11846072320,36,0.12445853038078489,0.1586171507488589
EleutherAI/pythia-12b,1,step0,2,25,11846072320,36,0.11787896228299749,0.17173897640013297
EleutherAI/pythia-12b,1,step0,2,26,11846072320,36,0.13040358105299615,0.181112850937914
EleutherAI/pythia-12b,1,step0,2,27,11846072320,36,0.1313293172863197,0.16883383649918765
EleutherAI/pythia-12b,1,step0,2,28,11846072320,36,0.12215998422846686,0.16231551212076842
EleutherAI/pythia-12b,1,step0,2,29,11846072320,36,0.12982392626291545,0.15913789106851758
EleutherAI/pythia-12b,1,step0,2,30,11846072320,36,0.11597380508576423,0.15501426766674078
EleutherAI/pythia-12b,1,step0,2,31,11846072320,36,0.1285730243769583,0.16293386958103187
EleutherAI/pythia-12b,1,step0,2,32,11846072320,36,0.1273821357486618,0.15607682434288228
EleutherAI/pythia-12b,1,step0,2,33,11846072320,36,0.12883561271223215,0.1747591060197523
EleutherAI/pythia-12b,1,step0,2,34,11846072320,36,0.12012661928059278,0.1578506054104985
EleutherAI/pythia-12b,1,step0,2,35,11846072320,36,0.12099470503001775,0.14692080043278652
EleutherAI/pythia-12b,1,step0,2,36,11846072320,36,0.1274028224395112,0.15454128237200657
EleutherAI/pythia-12b,1,step0,2,37,11846072320,36,0.12466281111276628,0.17395862955432212
EleutherAI/pythia-12b,1,step0,2,38,11846072320,36,0.1306386493515592,0.1664180461143901
EleutherAI/pythia-12b,1,step0,2,39,11846072320,36,0.1240651631006249,0.16126759471399732
EleutherAI/pythia-12b,1,step0,2,40,11846072320,36,0.12281941630885941,0.17093331798877529
EleutherAI/pythia-12b,1,step0,3,1,11846072320,36,0.1259614139985483,0.16844064524179103
EleutherAI/pythia-12b,1,step0,3,2,11846072320,36,0.14307699363130524,0.17879149284180215
EleutherAI/pythia-12b,1,step0,3,3,11846072320,36,0.12889722576392837,0.17259787256876982
EleutherAI/pythia-12b,1,step0,3,4,11846072320,36,0.12127612101881798,0.17621201703285755
EleutherAI/pythia-12b,1,step0,3,5,11846072320,36,0.12363426467856842,0.18513432990300938
EleutherAI/pythia-12b,1,step0,3,6,11846072320,36,0.13420173123635504,0.20758783076148665
EleutherAI/pythia-12b,1,step0,3,7,11846072320,36,0.1208817500917537,0.1655401632346369
EleutherAI/pythia-12b,1,step0,3,8,11846072320,36,0.12709855816575943,0.16646870760409319
EleutherAI/pythia-12b,1,step0,3,9,11846072320,36,0.14424662605800603,0.15995267857224102
EleutherAI/pythia-12b,1,step0,3,10,11846072320,36,0.12596893598613612,0.1733667660566108
EleutherAI/pythia-12b,1,step0,3,11,11846072320,36,0.11720239741912292,0.18890585988066394
EleutherAI/pythia-12b,1,step0,3,12,11846072320,36,0.11986840051506549,0.19290629291890168
EleutherAI/pythia-12b,1,step0,3,13,11846072320,36,0.13597525288169085,0.15829825369143358
EleutherAI/pythia-12b,1,step0,3,14,11846072320,36,0.12296248586182744,0.17748813890200385
EleutherAI/pythia-12b,1,step0,3,15,11846072320,36,0.12003146585177726,0.1674855994536085
EleutherAI/pythia-12b,1,step0,3,16,11846072320,36,0.12441316479956867,0.19486722095894649
EleutherAI/pythia-12b,1,step0,3,17,11846072320,36,0.12913268059492106,0.1647437460491204
EleutherAI/pythia-12b,1,step0,3,18,11846072320,36,0.12392743779821792,0.17711617348452763
EleutherAI/pythia-12b,1,step0,3,19,11846072320,36,0.11803537117479528,0.17544515878689268
EleutherAI/pythia-12b,1,step0,3,20,11846072320,36,0.12080284432080142,0.1527844817397204
EleutherAI/pythia-12b,1,step0,3,21,11846072320,36,0.13343771047576944,0.14687768410466182
EleutherAI/pythia-12b,1,step0,3,22,11846072320,36,0.12283676520113021,0.16680954974815917
EleutherAI/pythia-12b,1,step0,3,23,11846072320,36,0.12310272892629416,0.16601583853856217
EleutherAI/pythia-12b,1,step0,3,24,11846072320,36,0.12740641682445103,0.15552616905275582
EleutherAI/pythia-12b,1,step0,3,25,11846072320,36,0.1266742268571624,0.18157996488986786
EleutherAI/pythia-12b,1,step0,3,26,11846072320,36,0.11682761039629619,0.13772061715243722
EleutherAI/pythia-12b,1,step0,3,27,11846072320,36,0.12798886551513325,0.18351659419255567
EleutherAI/pythia-12b,1,step0,3,28,11846072320,36,0.1266604267765541,0.17258518033971385
EleutherAI/pythia-12b,1,step0,3,29,11846072320,36,0.13147436542710558,0.17066346715531636
EleutherAI/pythia-12b,1,step0,3,30,11846072320,36,0.13381170250430655,0.16762875869322016
EleutherAI/pythia-12b,1,step0,3,31,11846072320,36,0.12845939470807438,0.16855296650593787
EleutherAI/pythia-12b,1,step0,3,32,11846072320,36,0.12390293377555074,0.1634048491509424
EleutherAI/pythia-12b,1,step0,3,33,11846072320,36,0.12139845973960268,0.17051877709547494
EleutherAI/pythia-12b,1,step0,3,34,11846072320,36,0.12692800365030404,0.1607692249611512
EleutherAI/pythia-12b,1,step0,3,35,11846072320,36,0.14881119601618684,0.1792353889331579
EleutherAI/pythia-12b,1,step0,3,36,11846072320,36,0.12069308300510985,0.1893343779457
EleutherAI/pythia-12b,1,step0,3,37,11846072320,36,0.1277268763950413,0.17387870852709617
EleutherAI/pythia-12b,1,step0,3,38,11846072320,36,0.12060141348344335,0.1969560541313242
EleutherAI/pythia-12b,1,step0,3,39,11846072320,36,0.12767392774490083,0.17426252599760841
EleutherAI/pythia-12b,1,step0,3,40,11846072320,36,0.12041936314723509,0.17616549851065189
EleutherAI/pythia-12b,1,step0,4,1,11846072320,36,0.12474270604058604,0.18818188986989914
EleutherAI/pythia-12b,1,step0,4,2,11846072320,36,0.15069771123988487,0.14831485364910535
EleutherAI/pythia-12b,1,step0,4,3,11846072320,36,0.12520560776037312,0.17839985676725076
EleutherAI/pythia-12b,1,step0,4,4,11846072320,36,0.11708355264866849,0.1794499227491853
EleutherAI/pythia-12b,1,step0,4,5,11846072320,36,0.1359925378986575,0.16462658521336115
EleutherAI/pythia-12b,1,step0,4,6,11846072320,36,0.13208962862265178,0.18247578114371843
EleutherAI/pythia-12b,1,step0,4,7,11846072320,36,0.14658413081801863,0.14711966410603694
EleutherAI/pythia-12b,1,step0,4,8,11846072320,36,0.14022193211983808,0.1861690256504101
EleutherAI/pythia-12b,1,step0,4,9,11846072320,36,0.1120416745739253,0.15656621017222017
