mpath,step_modded,revision,Layer,Head,n_params,n_layers,mean_1back,mean_first
EleutherAI/pythia-12b,257,step256,1,1,11846072320,36,0.12724593924722064,0.1633920892961211
EleutherAI/pythia-12b,257,step256,1,2,11846072320,36,0.12152503641719391,0.16461072377189317
EleutherAI/pythia-12b,257,step256,1,3,11846072320,36,0.12545136679467314,0.16785870485186752
EleutherAI/pythia-12b,257,step256,1,4,11846072320,36,0.12564705316447186,0.15609490903312553
EleutherAI/pythia-12b,257,step256,1,5,11846072320,36,0.12642296153336044,0.1631161201487969
EleutherAI/pythia-12b,257,step256,1,6,11846072320,36,0.1233325436258235,0.17258057856859563
EleutherAI/pythia-12b,257,step256,1,7,11846072320,36,0.12227990080577292,0.16990168784764612
EleutherAI/pythia-12b,257,step256,1,8,11846072320,36,0.1289724923010255,0.1668600312940351
EleutherAI/pythia-12b,257,step256,1,9,11846072320,36,0.1316253217384666,0.16734598281684218
EleutherAI/pythia-12b,257,step256,1,10,11846072320,36,0.11898469957369222,0.15957365094966533
EleutherAI/pythia-12b,257,step256,1,11,11846072320,36,0.1257277075956399,0.1607852841953973
EleutherAI/pythia-12b,257,step256,1,12,11846072320,36,0.13596243292440072,0.175197357356593
EleutherAI/pythia-12b,257,step256,1,13,11846072320,36,0.11956239210905967,0.16606225651149095
EleutherAI/pythia-12b,257,step256,1,14,11846072320,36,0.12126250862348094,0.16222660137234146
EleutherAI/pythia-12b,257,step256,1,15,11846072320,36,0.11780881447935691,0.15945063092306744
EleutherAI/pythia-12b,257,step256,1,16,11846072320,36,0.12378317258647965,0.17092494373475464
EleutherAI/pythia-12b,257,step256,1,17,11846072320,36,0.1294377433756987,0.16336893943605477
EleutherAI/pythia-12b,257,step256,1,18,11846072320,36,0.1314988204672395,0.16782475993954557
EleutherAI/pythia-12b,257,step256,1,19,11846072320,36,0.12079089710226015,0.1689397258846251
EleutherAI/pythia-12b,257,step256,1,20,11846072320,36,0.12234399970564931,0.1696833698610375
EleutherAI/pythia-12b,257,step256,1,21,11846072320,36,0.1160345134918239,0.1620620069885486
EleutherAI/pythia-12b,257,step256,1,22,11846072320,36,0.13411958248273384,0.17707309555877612
EleutherAI/pythia-12b,257,step256,1,23,11846072320,36,0.12036343544788722,0.1545248295407037
EleutherAI/pythia-12b,257,step256,1,24,11846072320,36,0.12587533678087562,0.16937559530944432
EleutherAI/pythia-12b,257,step256,1,25,11846072320,36,0.12407699790321756,0.15397080774600796
