mpath,step_modded,revision,Layer,Head,n_params,n_layers,mean_1back,mean_first
EleutherAI/pythia-14m,65,step64,1,1,14067712,6,0.12828853607244853,0.16663795471325646
EleutherAI/pythia-14m,65,step64,1,2,14067712,6,0.12800351236653215,0.16653466136852002
EleutherAI/pythia-14m,65,step64,1,3,14067712,6,0.12774170520114106,0.16745322903019705
EleutherAI/pythia-14m,65,step64,1,4,14067712,6,0.12813349408810737,0.16701411250587156
EleutherAI/pythia-14m,65,step64,2,1,14067712,6,0.12651466027841907,0.16930629778373701
EleutherAI/pythia-14m,65,step64,2,2,14067712,6,0.12375088392368125,0.1620936874501608
EleutherAI/pythia-14m,65,step64,2,3,14067712,6,0.12697357907555656,0.16230034989839018
EleutherAI/pythia-14m,65,step64,2,4,14067712,6,0.12646959816013367,0.1644354327539871
EleutherAI/pythia-14m,65,step64,3,1,14067712,6,0.12601621815369826,0.17178047067477356
EleutherAI/pythia-14m,65,step64,3,2,14067712,6,0.12912296727523428,0.15821973233855696
EleutherAI/pythia-14m,65,step64,3,3,14067712,6,0.12877580267307273,0.16599074543059406
EleutherAI/pythia-14m,65,step64,3,4,14067712,6,0.11983100384160558,0.17224250063188257
EleutherAI/pythia-14m,65,step64,4,1,14067712,6,0.12731709392802848,0.16577913993046622
EleutherAI/pythia-14m,65,step64,4,2,14067712,6,0.12911943083925465,0.16516713754975934
EleutherAI/pythia-14m,65,step64,4,3,14067712,6,0.12520771258295293,0.16740394792555863
EleutherAI/pythia-14m,65,step64,4,4,14067712,6,0.12612625892769105,0.16954496525250393
EleutherAI/pythia-14m,65,step64,5,1,14067712,6,0.13036884929056278,0.15914499678008545
EleutherAI/pythia-14m,65,step64,5,2,14067712,6,0.14882633634828943,0.16494621559641914
EleutherAI/pythia-14m,65,step64,5,3,14067712,6,0.1234878527654989,0.17229117455335705
EleutherAI/pythia-14m,65,step64,5,4,14067712,6,0.12201711150618999,0.16644691970680386
EleutherAI/pythia-14m,65,step64,6,1,14067712,6,0.11092286188345589,0.1708491292835266
EleutherAI/pythia-14m,65,step64,6,2,14067712,6,0.12574586886409161,0.1645056722523482
EleutherAI/pythia-14m,65,step64,6,3,14067712,6,0.12151538271893247,0.1668949220217652
EleutherAI/pythia-14m,65,step64,6,4,14067712,6,0.12571172657291269,0.16814767508893394
