mpath,step_modded,revision,Layer,Head,n_params,n_layers,mean_prev_self_ratio,mean_prev_all_ratio,prev_fraction,mean_1back
EleutherAI/pythia-1b,143001,step143000,1,1,1011781632,16,0.9136491073786706,4.52076251825099,0.009497010629702445,0.17999741761713053
EleutherAI/pythia-1b,143001,step143000,1,2,1011781632,16,0.7928733675404063,5.125529957239508,0.009895461799905275,0.19697704998491042
EleutherAI/pythia-1b,143001,step143000,1,3,1011781632,16,0.5036449471000529,2.8989531067095946,0.006782798442223188,0.12193629402924581
EleutherAI/pythia-1b,143001,step143000,1,4,1011781632,16,1.340653245410954,6.571204014835746,0.012924274132265962,0.2538517060222568
EleutherAI/pythia-1b,143001,step143000,1,5,1011781632,16,0.9320842897177819,4.00121221094473,0.00865823757660438,0.16141103478791832
EleutherAI/pythia-1b,143001,step143000,1,6,1011781632,16,1.2147743369570014,5.677538386426688,0.011514466174670262,0.2222018896325214
EleutherAI/pythia-1b,143001,step143000,1,7,1011781632,16,0.4418738990809277,2.666794934895723,0.006140129211831539,0.111350574471929
EleutherAI/pythia-1b,143001,step143000,1,8,1011781632,16,0.6811195684131911,3.91581532766256,0.00825976763395411,0.15602907790122802
EleutherAI/pythia-1b,143001,step143000,2,1,1011781632,16,2.184097103618353,11.497786589827491,0.020256295280463736,0.42552120822506984
EleutherAI/pythia-1b,143001,step143000,2,2,1011781632,16,0.593432838748215,3.2536591303367954,0.007430421426986077,0.13523343092462675
EleutherAI/pythia-1b,143001,step143000,2,3,1011781632,16,1.0053577791114987,4.833069876702975,0.010021708929375392,0.1913832272696602
EleutherAI/pythia-1b,143001,step143000,2,4,1011781632,16,2.2251004053656995,12.635832072832425,0.02221239412524793,0.46765908008223184
EleutherAI/pythia-1b,143001,step143000,2,5,1011781632,16,2.0490430269179907,11.203323941552258,0.020122292893299396,0.4177780492572455
EleutherAI/pythia-1b,143001,step143000,2,6,1011781632,16,0.9854017600490551,4.170889316625249,0.009063102748927361,0.16859522443991878
EleutherAI/pythia-1b,143001,step143000,2,7,1011781632,16,0.7600583474881752,4.455869230498542,0.009088382780465658,0.17522109566150124
EleutherAI/pythia-1b,143001,step143000,2,8,1011781632,16,0.2151643442030099,1.8806470467705136,0.00417572050097232,0.07769808552700563
EleutherAI/pythia-1b,143001,step143000,3,1,1011781632,16,1.4040990554060442,6.004103194160781,0.012057033060017732,0.2336856382968905
EleutherAI/pythia-1b,143001,step143000,3,2,1011781632,16,1.0766909438124936,9.04644137510649,0.01657728335126206,0.3390797127385039
EleutherAI/pythia-1b,143001,step143000,3,3,1011781632,16,1.134117098908716,5.585765639860474,0.01147637823160271,0.2207753194031772
