mpath,step_modded,revision,Layer,Head,n_params,n_layers,mean_prev_self_ratio,mean_prev_all_ratio,prev_fraction,mean_1back,mean_first
EleutherAI/pythia-1b,3,step2,1,1,1011781632,16,0.8005789982401542,2.9548867874968754,0.007300591551092597,0.12718694842792483,0.16613139341342015
EleutherAI/pythia-1b,3,step2,1,2,1011781632,16,0.7721093534477053,2.911936859960275,0.007229593833712501,0.12543885074779612,0.16572474414208627
EleutherAI/pythia-1b,3,step2,1,3,1011781632,16,0.764802233748024,2.925098927385537,0.007199160810615403,0.12571865011442884,0.16443043017015976
EleutherAI/pythia-1b,3,step2,1,4,1011781632,16,0.7984442141760882,2.937010733033633,0.00722713649619429,0.1262443475033696,0.1678249070157965
EleutherAI/pythia-1b,3,step2,1,5,1011781632,16,0.7449928316072145,2.8706545907935124,0.007058416761425144,0.12336506877463675,0.1637655639344149
EleutherAI/pythia-1b,3,step2,1,6,1011781632,16,0.7798708666010266,2.922231890916281,0.007209798583438856,0.12587134760466062,0.1659370573914355
EleutherAI/pythia-1b,3,step2,1,7,1011781632,16,0.7556354298143346,2.895332113628768,0.007174199317010748,0.12476452494280649,0.16497638070950274
EleutherAI/pythia-1b,3,step2,1,8,1011781632,16,0.7948064798922203,2.9559097477760945,0.007258767857134897,0.12689537657900254,0.16663517511530856
EleutherAI/pythia-1b,3,step2,2,1,1011781632,16,0.7665766336268445,2.9188907929784977,0.0072007678356413515,0.12563055997026393,0.16343811926272533
EleutherAI/pythia-1b,3,step2,2,2,1011781632,16,0.783020602674999,2.9016353299471174,0.00713250113104073,0.12475267972226611,0.17243589168308193
EleutherAI/pythia-1b,3,step2,2,3,1011781632,16,0.7489272159418914,2.9075955005122216,0.007127530172969037,0.12481125496752982,0.16390916558021715
EleutherAI/pythia-1b,3,step2,2,4,1011781632,16,0.7748102018883293,2.912694021256281,0.007180095929701349,0.125301687634206,0.1640061301545606
EleutherAI/pythia-1b,3,step2,2,5,1011781632,16,0.7786884853727988,2.9570523227900214,0.007283340247291449,0.12702852288993804,0.16345982090779787
EleutherAI/pythia-1b,3,step2,2,6,1011781632,16,0.7506790440226889,2.9278081580763122,0.007211460468934836,0.12589415926877798,0.16202311441526038
EleutherAI/pythia-1b,3,step2,2,7,1011781632,16,0.7746043129121825,2.8960054819593393,0.00719714239420337,0.12497941998613843,0.16897071779960085
EleutherAI/pythia-1b,3,step2,2,8,1011781632,16,0.755965140591945,2.9245895761140344,0.007157724526510806,0.12548941057231328,0.16564810535571234
EleutherAI/pythia-1b,3,step2,3,1,1011781632,16,0.7498391554433342,2.9185954224927433,0.007114819984983856,0.12491403543040734,0.1678799270084491
EleutherAI/pythia-1b,3,step2,3,2,1011781632,16,0.7493953881222636,2.934284830327762,0.00717447274828228,0.1258489795241717,0.16006798896233773
EleutherAI/pythia-1b,3,step2,3,3,1011781632,16,0.766746999882477,2.9291527044398378,0.007223789524238042,0.12601309947043027,0.1674881010363857
EleutherAI/pythia-1b,3,step2,3,4,1011781632,16,0.7441656989048905,2.8623831098070704,0.007056332652182119,0.12313032561952283,0.16513712587836263
EleutherAI/pythia-1b,3,step2,3,5,1011781632,16,0.7738182027592838,2.935017898888272,0.007253605827990886,0.12628938670496678,0.16267602319630592
EleutherAI/pythia-1b,3,step2,3,6,1011781632,16,0.8049314957529538,2.984792412565506,0.007314512178830744,0.12806085388067065,0.16617025526704726
EleutherAI/pythia-1b,3,step2,3,7,1011781632,16,0.7522665352274867,2.877924558326123,0.007139504570686728,0.1241958512569422,0.1661620315656558
EleutherAI/pythia-1b,3,step2,3,8,1011781632,16,0.7473925466325133,2.939340769917756,0.007219255062455923,0.12616687392754414,0.15925358224648967
EleutherAI/pythia-1b,3,step2,4,1,1011781632,16,0.7384720016438472,2.8459908961391798,0.007079495743029609,0.12288423093992307,0.16812452893737734
EleutherAI/pythia-1b,3,step2,4,2,1011781632,16,0.7920143730133848,2.9291824203921517,0.007166474805474041,0.12575821861535216,0.16583707395594216
EleutherAI/pythia-1b,3,step2,4,3,1011781632,16,0.7846522018282702,2.9984955419312387,0.00740158506375496,0.12903682438393788,0.16680020611319274
EleutherAI/pythia-1b,3,step2,4,4,1011781632,16,0.7551635842715441,2.9388652315897508,0.007212434506227509,0.12611400908804507,0.1644459197034796
EleutherAI/pythia-1b,3,step2,4,5,1011781632,16,0.7526186058191451,2.8456967670760847,0.007002000590302622,0.12234982477316445,0.17212595155199722
EleutherAI/pythia-1b,3,step2,4,6,1011781632,16,0.7540351231699632,2.981121731382563,0.0072778806386101826,0.127818904666079,0.16558774920913188
