mpath,step_modded,revision,Layer,Head,n_params,n_layers,mean_1back,mean_first
EleutherAI/pythia-70m,65,step64,1,1,70426624,6,0.12752670495471613,0.16500919789926063
EleutherAI/pythia-70m,65,step64,1,2,70426624,6,0.1256185825354791,0.1655944596316005
EleutherAI/pythia-70m,65,step64,1,3,70426624,6,0.12816847995617184,0.16713724196986388
EleutherAI/pythia-70m,65,step64,1,4,70426624,6,0.12555298780849025,0.1639084158403737
EleutherAI/pythia-70m,65,step64,1,5,70426624,6,0.12350008192586823,0.16474709538994606
EleutherAI/pythia-70m,65,step64,1,6,70426624,6,0.1271902991363683,0.16586029685630987
EleutherAI/pythia-70m,65,step64,1,7,70426624,6,0.1248477948298146,0.16585826601374432
EleutherAI/pythia-70m,65,step64,1,8,70426624,6,0.12561981782719892,0.16422771136681952
EleutherAI/pythia-70m,65,step64,2,1,70426624,6,0.12993212454804068,0.1669945664782155
EleutherAI/pythia-70m,65,step64,2,2,70426624,6,0.12364099911405692,0.166848017512499
EleutherAI/pythia-70m,65,step64,2,3,70426624,6,0.1266442477848526,0.16037878152486437
EleutherAI/pythia-70m,65,step64,2,4,70426624,6,0.12692598474992284,0.16309032007470142
EleutherAI/pythia-70m,65,step64,2,5,70426624,6,0.1257257254363538,0.1609509781439293
EleutherAI/pythia-70m,65,step64,2,6,70426624,6,0.12509908880646875,0.16567797487316363
EleutherAI/pythia-70m,65,step64,2,7,70426624,6,0.12289024963303725,0.16132310833278535
EleutherAI/pythia-70m,65,step64,2,8,70426624,6,0.12363380051634687,0.1652521184581267
EleutherAI/pythia-70m,65,step64,3,1,70426624,6,0.12886646252360426,0.15958344622014517
EleutherAI/pythia-70m,65,step64,3,2,70426624,6,0.12655589876657308,0.16413749977610664
EleutherAI/pythia-70m,65,step64,3,3,70426624,6,0.12597882638016974,0.17046551811355007
EleutherAI/pythia-70m,65,step64,3,4,70426624,6,0.13015772342435766,0.16970342949211772
EleutherAI/pythia-70m,65,step64,3,5,70426624,6,0.12489705653609452,0.1665153006488854
EleutherAI/pythia-70m,65,step64,3,6,70426624,6,0.12211875974930617,0.16318045603530898
EleutherAI/pythia-70m,65,step64,3,7,70426624,6,0.12897747909432056,0.1565865389051827
EleutherAI/pythia-70m,65,step64,3,8,70426624,6,0.12605176946041996,0.157623385898657
EleutherAI/pythia-70m,65,step64,4,1,70426624,6,0.12951496471692844,0.1582390291465295
EleutherAI/pythia-70m,65,step64,4,2,70426624,6,0.12842635372961245,0.16127124045032992
EleutherAI/pythia-70m,65,step64,4,3,70426624,6,0.13041844413064796,0.17236823969529014
EleutherAI/pythia-70m,65,step64,4,4,70426624,6,0.12206057182795646,0.1674536544348563
EleutherAI/pythia-70m,65,step64,4,5,70426624,6,0.128960332601099,0.1710265974371551
EleutherAI/pythia-70m,65,step64,4,6,70426624,6,0.12361420413574295,0.17187394383545213
EleutherAI/pythia-70m,65,step64,4,7,70426624,6,0.1285785836287894,0.16874637340080806
EleutherAI/pythia-70m,65,step64,4,8,70426624,6,0.12452366296481616,0.167558237205486
EleutherAI/pythia-70m,65,step64,5,1,70426624,6,0.13821231087742442,0.15452490110990696
EleutherAI/pythia-70m,65,step64,5,2,70426624,6,0.12550686434045563,0.17207105797869302
EleutherAI/pythia-70m,65,step64,5,3,70426624,6,0.1258846420973718,0.164739903454129
EleutherAI/pythia-70m,65,step64,5,4,70426624,6,0.12271725463571845,0.17143634096481594
EleutherAI/pythia-70m,65,step64,5,5,70426624,6,0.1337776257077584,0.16050194615537336
EleutherAI/pythia-70m,65,step64,5,6,70426624,6,0.12935917668447297,0.15588423657837927
EleutherAI/pythia-70m,65,step64,5,7,70426624,6,0.12747745734412924,0.17590747561093203
EleutherAI/pythia-70m,65,step64,5,8,70426624,6,0.12541493038470677,0.1648687975363688
EleutherAI/pythia-70m,65,step64,6,1,70426624,6,0.12236724063955444,0.1685534944707477
EleutherAI/pythia-70m,65,step64,6,2,70426624,6,0.12458571060015271,0.16160491381299205
EleutherAI/pythia-70m,65,step64,6,3,70426624,6,0.11995112165450687,0.16972938124593848
EleutherAI/pythia-70m,65,step64,6,4,70426624,6,0.10706109919392306,0.17379013244230462
EleutherAI/pythia-70m,65,step64,6,5,70426624,6,0.11916776145766443,0.16810718266008132
EleutherAI/pythia-70m,65,step64,6,6,70426624,6,0.1223341548876898,0.16741124417509756
EleutherAI/pythia-70m,65,step64,6,7,70426624,6,0.1264333327051934,0.16366755622844614
EleutherAI/pythia-70m,65,step64,6,8,70426624,6,0.1256956924200505,0.16400989787177633
