mpath,step_modded,revision,Layer,Head,n_params,n_layers,mean_prev_self_ratio,mean_prev_all_ratio,prev_fraction,mean_1back
EleutherAI/pythia-160m,33,step32,1,1,162322944,12,0.7281673753491308,2.8612848621868476,0.00693405182738016,0.1223686826457311
EleutherAI/pythia-160m,33,step32,1,2,162322944,12,0.7734829210871292,2.91609032874373,0.007174954316985094,0.12531517712293083
EleutherAI/pythia-160m,33,step32,1,3,162322944,12,0.7771209424495819,2.9236732899586038,0.007133649397577265,0.12550386250600795
EleutherAI/pythia-160m,33,step32,1,4,162322944,12,0.7688841850163047,2.906655494489488,0.0071048974057514,0.12455344865764222
EleutherAI/pythia-160m,33,step32,1,5,162322944,12,0.7663247009862197,2.9303947863081987,0.007171391565031266,0.12580325220104627
EleutherAI/pythia-160m,33,step32,1,6,162322944,12,0.7914059312482912,2.931783908350421,0.007175932575114934,0.12581811752449998
EleutherAI/pythia-160m,33,step32,1,7,162322944,12,0.7376334025215455,2.870609958835227,0.007081550130958105,0.1233450919725336
EleutherAI/pythia-160m,33,step32,1,8,162322944,12,0.7262718889686719,2.8521940240706907,0.007006222408550316,0.12247788238230048
EleutherAI/pythia-160m,33,step32,1,9,162322944,12,0.7572847641654373,2.8978609733398275,0.007140767220504611,0.12472174465432535
EleutherAI/pythia-160m,33,step32,1,10,162322944,12,0.7671286066465909,2.920287985374861,0.007187119782462447,0.12561677412518685
EleutherAI/pythia-160m,33,step32,1,11,162322944,12,0.7741848410809771,2.925752425548778,0.007185924544660044,0.12564789727553946
EleutherAI/pythia-160m,33,step32,1,12,162322944,12,0.8371270494908086,3.0004932894069727,0.007345213637797115,0.1286774072013012
EleutherAI/pythia-160m,33,step32,2,1,162322944,12,0.7506647003975128,2.8987963799153675,0.00707994736398386,0.1241395540043219
EleutherAI/pythia-160m,33,step32,2,2,162322944,12,0.7360056454493887,2.8481461954042966,0.007001703623318057,0.12244990357832683
EleutherAI/pythia-160m,33,step32,2,3,162322944,12,0.7710165357840809,2.9516076075040307,0.007289725565744429,0.1271619529941597
EleutherAI/pythia-160m,33,step32,2,4,162322944,12,0.7983286801308427,2.957703781255926,0.007338013725309809,0.12764804824269385
EleutherAI/pythia-160m,33,step32,2,5,162322944,12,0.7516415136589942,2.9232318472167513,0.007170237368379393,0.12543321027233073
EleutherAI/pythia-160m,33,step32,2,6,162322944,12,0.7771850424333726,2.922869050304622,0.00724023726550178,0.12605636741954818
