mpath,step_modded,revision,Layer,Head,n_params,n_layers,mean_prev_self_ratio,mean_prev_all_ratio,prev_fraction,mean_1back,mean_first
EleutherAI/pythia-1b,33,step32,1,1,1011781632,16,0.7845853396971578,2.9398655111311567,0.007275615113570807,0.1266171163613642,0.1655371316482086
EleutherAI/pythia-1b,33,step32,1,2,1011781632,16,0.7734467067665592,2.917870507490372,0.007230419699328181,0.12560272827050883,0.16587823734537613
EleutherAI/pythia-1b,33,step32,1,3,1011781632,16,0.7630082580680637,2.9195264189088803,0.007191429234696291,0.12551279029845291,0.16412740650477706
EleutherAI/pythia-1b,33,step32,1,4,1011781632,16,0.7914722074585292,2.9343174829970167,0.007207793824224402,0.12604703415778123,0.1676681220318909
EleutherAI/pythia-1b,33,step32,1,5,1011781632,16,0.7375798800055474,2.861665993306594,0.007039156511667332,0.12299112532030529,0.1633978213935911
EleutherAI/pythia-1b,33,step32,1,6,1011781632,16,0.7717119089107911,2.913031084086646,0.007191863337491279,0.12550512084866067,0.16558163590147507
EleutherAI/pythia-1b,33,step32,1,7,1011781632,16,0.7552406961569499,2.893693017613118,0.007178303765911848,0.12474027801830843,0.164878975281173
EleutherAI/pythia-1b,33,step32,1,8,1011781632,16,0.7974381587263728,2.958812935122403,0.007267395549508614,0.12702610612184073,0.16670900065306424
EleutherAI/pythia-1b,33,step32,2,1,1011781632,16,0.7802776930655205,2.969371042167839,0.007298156104317246,0.12756969591227912,0.16421205942538583
EleutherAI/pythia-1b,33,step32,2,2,1011781632,16,0.7759828429990672,2.9035096530421973,0.0071358590236329225,0.12486669177877469,0.17086239133936323
EleutherAI/pythia-1b,33,step32,2,3,1011781632,16,0.7504521587108904,2.902591434357252,0.007118615677546917,0.12460910932751026,0.16416273925554103
EleutherAI/pythia-1b,33,step32,2,4,1011781632,16,0.7724807775549616,2.9250253272414493,0.007212180979999086,0.12586912034532505,0.16233595216775437
EleutherAI/pythia-1b,33,step32,2,5,1011781632,16,0.7704357727130879,2.9096926570684776,0.007196606244655659,0.12521669339645908,0.1673312217008333
EleutherAI/pythia-1b,33,step32,2,6,1011781632,16,0.7507078150463706,2.9064851332380566,0.007178881694401952,0.12507008420521606,0.1619189620610919
EleutherAI/pythia-1b,33,step32,2,7,1011781632,16,0.7730508793825451,2.916131420802374,0.00722463097308894,0.12569880469872782,0.16965293562649422
EleutherAI/pythia-1b,33,step32,2,8,1011781632,16,0.7391454803039634,2.8754009926609725,0.0070337893352896185,0.12337505186463257,0.1644257258780457
