mpath,checkpoint,words_seen,n_params,n_layers,n_heads,sample,layer,head,ps,ar_acc,ar_mean_rank
BabyLM-community/babylm-baseline-10m-gpt2,chck_4M,4000000,98425344,12,12,0,0,0,0.01319348718971014,0.0,9713.6396484375
BabyLM-community/babylm-baseline-10m-gpt2,chck_4M,4000000,98425344,12,12,0,0,1,0.013267327100038528,0.0,9713.6396484375
BabyLM-community/babylm-baseline-10m-gpt2,chck_4M,4000000,98425344,12,12,0,0,2,0.013878612779080868,0.0,9713.6396484375
BabyLM-community/babylm-baseline-10m-gpt2,chck_4M,4000000,98425344,12,12,0,0,3,0.014093802310526371,0.0,9713.6396484375
BabyLM-community/babylm-baseline-10m-gpt2,chck_4M,4000000,98425344,12,12,0,0,4,0.0143483467400074,0.0,9713.6396484375
BabyLM-community/babylm-baseline-10m-gpt2,chck_4M,4000000,98425344,12,12,0,0,5,0.013397175818681717,0.0,9713.6396484375
BabyLM-community/babylm-baseline-10m-gpt2,chck_4M,4000000,98425344,12,12,0,0,6,0.013889537192881107,0.0,9713.6396484375
BabyLM-community/babylm-baseline-10m-gpt2,chck_4M,4000000,98425344,12,12,0,0,7,0.013681313954293728,0.0,9713.6396484375
BabyLM-community/babylm-baseline-10m-gpt2,chck_4M,4000000,98425344,12,12,0,0,8,0.014287143014371395,0.0,9713.6396484375
BabyLM-community/babylm-baseline-10m-gpt2,chck_4M,4000000,98425344,12,12,0,0,9,0.01365611795336008,0.0,9713.6396484375
BabyLM-community/babylm-baseline-10m-gpt2,chck_4M,4000000,98425344,12,12,0,0,10,0.01343531534075737,0.0,9713.6396484375
BabyLM-community/babylm-baseline-10m-gpt2,chck_4M,4000000,98425344,12,12,0,0,11,0.014290103688836098,0.0,9713.6396484375
BabyLM-community/babylm-baseline-10m-gpt2,chck_4M,4000000,98425344,12,12,0,1,0,0.012369916774332523,0.0,9713.6396484375
BabyLM-community/babylm-baseline-10m-gpt2,chck_4M,4000000,98425344,12,12,0,1,1,0.011762134730815887,0.0,9713.6396484375
BabyLM-community/babylm-baseline-10m-gpt2,chck_4M,4000000,98425344,12,12,0,1,2,0.013681512326002121,0.0,9713.6396484375
BabyLM-community/babylm-baseline-10m-gpt2,chck_4M,4000000,98425344,12,12,0,1,3,0.0137390848249197,0.0,9713.6396484375
BabyLM-community/babylm-baseline-10m-gpt2,chck_4M,4000000,98425344,12,12,0,1,4,0.013795379549264908,0.0,9713.6396484375
BabyLM-community/babylm-baseline-10m-gpt2,chck_4M,4000000,98425344,12,12,0,1,5,0.012846021912992,0.0,9713.6396484375
BabyLM-community/babylm-baseline-10m-gpt2,chck_4M,4000000,98425344,12,12,0,1,6,0.013702357187867165,0.0,9713.6396484375
BabyLM-community/babylm-baseline-10m-gpt2,chck_4M,4000000,98425344,12,12,0,1,7,0.012344893999397755,0.0,9713.6396484375
BabyLM-community/babylm-baseline-10m-gpt2,chck_4M,4000000,98425344,12,12,0,1,8,0.013738379813730717,0.0,9713.6396484375
BabyLM-community/babylm-baseline-10m-gpt2,chck_4M,4000000,98425344,12,12,0,1,9,0.012900217436254025,0.0,9713.6396484375
BabyLM-community/babylm-baseline-10m-gpt2,chck_4M,4000000,98425344,12,12,0,1,10,0.012844705954194069,0.0,9713.6396484375
BabyLM-community/babylm-baseline-10m-gpt2,chck_4M,4000000,98425344,12,12,0,1,11,0.013484172523021698,0.0,9713.6396484375
BabyLM-community/babylm-baseline-10m-gpt2,chck_4M,4000000,98425344,12,12,0,2,0,0.013212723657488823,0.0,9713.6396484375
BabyLM-community/babylm-baseline-10m-gpt2,chck_4M,4000000,98425344,12,12,0,2,1,0.013381732627749443,0.0,9713.6396484375
BabyLM-community/babylm-baseline-10m-gpt2,chck_4M,4000000,98425344,12,12,0,2,2,0.013667304068803787,0.0,9713.6396484375
BabyLM-community/babylm-baseline-10m-gpt2,chck_4M,4000000,98425344,12,12,0,2,3,0.01304863952100277,0.0,9713.6396484375
BabyLM-community/babylm-baseline-10m-gpt2,chck_4M,4000000,98425344,12,12,0,2,4,0.011838598176836967,0.0,9713.6396484375
BabyLM-community/babylm-baseline-10m-gpt2,chck_4M,4000000,98425344,12,12,0,2,5,0.013743550516664982,0.0,9713.6396484375
BabyLM-community/babylm-baseline-10m-gpt2,chck_4M,4000000,98425344,12,12,0,2,6,0.013209359720349312,0.0,9713.6396484375
BabyLM-community/babylm-baseline-10m-gpt2,chck_4M,4000000,98425344,12,12,0,2,7,0.013738262467086315,0.0,9713.6396484375
BabyLM-community/babylm-baseline-10m-gpt2,chck_4M,4000000,98425344,12,12,0,2,8,0.012603862211108208,0.0,9713.6396484375
BabyLM-community/babylm-baseline-10m-gpt2,chck_4M,4000000,98425344,12,12,0,2,9,0.012903665192425251,0.0,9713.6396484375
BabyLM-community/babylm-baseline-10m-gpt2,chck_4M,4000000,98425344,12,12,0,2,10,0.013821079395711422,0.0,9713.6396484375
BabyLM-community/babylm-baseline-10m-gpt2,chck_4M,4000000,98425344,12,12,0,2,11,0.012567072175443172,0.0,9713.6396484375
BabyLM-community/babylm-baseline-10m-gpt2,chck_4M,4000000,98425344,12,12,0,3,0,0.01347957644611597,0.0,9713.6396484375
BabyLM-community/babylm-baseline-10m-gpt2,chck_4M,4000000,98425344,12,12,0,3,1,0.013083802536129951,0.0,9713.6396484375
BabyLM-community/babylm-baseline-10m-gpt2,chck_4M,4000000,98425344,12,12,0,3,2,0.013473006896674633,0.0,9713.6396484375
BabyLM-community/babylm-baseline-10m-gpt2,chck_4M,4000000,98425344,12,12,0,3,3,0.013589714653789997,0.0,9713.6396484375
BabyLM-community/babylm-baseline-10m-gpt2,chck_4M,4000000,98425344,12,12,0,3,4,0.014638444408774376,0.0,9713.6396484375
BabyLM-community/babylm-baseline-10m-gpt2,chck_4M,4000000,98425344,12,12,0,3,5,0.013885515742003918,0.0,9713.6396484375
BabyLM-community/babylm-baseline-10m-gpt2,chck_4M,4000000,98425344,12,12,0,3,6,0.014447919093072414,0.0,9713.6396484375
BabyLM-community/babylm-baseline-10m-gpt2,chck_4M,4000000,98425344,12,12,0,3,7,0.012654810212552547,0.0,9713.6396484375
BabyLM-community/babylm-baseline-10m-gpt2,chck_4M,4000000,98425344,12,12,0,3,8,0.012975423596799374,0.0,9713.6396484375
BabyLM-community/babylm-baseline-10m-gpt2,chck_4M,4000000,98425344,12,12,0,3,9,0.013637452386319637,0.0,9713.6396484375
BabyLM-community/babylm-baseline-10m-gpt2,chck_4M,4000000,98425344,12,12,0,3,10,0.012492155656218529,0.0,9713.6396484375
BabyLM-community/babylm-baseline-10m-gpt2,chck_4M,4000000,98425344,12,12,0,3,11,0.013693265616893768,0.0,9713.6396484375
BabyLM-community/babylm-baseline-10m-gpt2,chck_4M,4000000,98425344,12,12,0,4,0,0.015240264125168324,0.0,9713.6396484375
BabyLM-community/babylm-baseline-10m-gpt2,chck_4M,4000000,98425344,12,12,0,4,1,0.013352079316973686,0.0,9713.6396484375
BabyLM-community/babylm-baseline-10m-gpt2,chck_4M,4000000,98425344,12,12,0,4,2,0.013856658712029457,0.0,9713.6396484375
BabyLM-community/babylm-baseline-10m-gpt2,chck_4M,4000000,98425344,12,12,0,4,3,0.013896415010094643,0.0,9713.6396484375
BabyLM-community/babylm-baseline-10m-gpt2,chck_4M,4000000,98425344,12,12,0,4,4,0.012723157182335854,0.0,9713.6396484375
BabyLM-community/babylm-baseline-10m-gpt2,chck_4M,4000000,98425344,12,12,0,4,5,0.012845886871218681,0.0,9713.6396484375
BabyLM-community/babylm-baseline-10m-gpt2,chck_4M,4000000,98425344,12,12,0,4,6,0.014292310923337936,0.0,9713.6396484375
BabyLM-community/babylm-baseline-10m-gpt2,chck_4M,4000000,98425344,12,12,0,4,7,0.012139829806983471,0.0,9713.6396484375
BabyLM-community/babylm-baseline-10m-gpt2,chck_4M,4000000,98425344,12,12,0,4,8,0.0133338812738657,0.0,9713.6396484375
BabyLM-community/babylm-baseline-10m-gpt2,chck_4M,4000000,98425344,12,12,0,4,9,0.01439282763749361,0.0,9713.6396484375
BabyLM-community/babylm-baseline-10m-gpt2,chck_4M,4000000,98425344,12,12,0,4,10,0.012869567610323429,0.0,9713.6396484375
BabyLM-community/babylm-baseline-10m-gpt2,chck_4M,4000000,98425344,12,12,0,4,11,0.014004063792526722,0.0,9713.6396484375
BabyLM-community/babylm-baseline-10m-gpt2,chck_4M,4000000,98425344,12,12,0,5,0,0.01346447691321373,0.0,9713.6396484375
BabyLM-community/babylm-baseline-10m-gpt2,chck_4M,4000000,98425344,12,12,0,5,1,0.014686218462884426,0.0,9713.6396484375
BabyLM-community/babylm-baseline-10m-gpt2,chck_4M,4000000,98425344,12,12,0,5,2,0.0137874074280262,0.0,9713.6396484375
BabyLM-community/babylm-baseline-10m-gpt2,chck_4M,4000000,98425344,12,12,0,5,3,0.012823913246393204,0.0,9713.6396484375
BabyLM-community/babylm-baseline-10m-gpt2,chck_4M,4000000,98425344,12,12,0,5,4,0.013299902901053429,0.0,9713.6396484375
BabyLM-community/babylm-baseline-10m-gpt2,chck_4M,4000000,98425344,12,12,0,5,5,0.01348924357444048,0.0,9713.6396484375
BabyLM-community/babylm-baseline-10m-gpt2,chck_4M,4000000,98425344,12,12,0,5,6,0.013347486034035683,0.0,9713.6396484375
BabyLM-community/babylm-baseline-10m-gpt2,chck_4M,4000000,98425344,12,12,0,5,7,0.014642409048974514,0.0,9713.6396484375
BabyLM-community/babylm-baseline-10m-gpt2,chck_4M,4000000,98425344,12,12,0,5,8,0.014048839919269085,0.0,9713.6396484375
BabyLM-community/babylm-baseline-10m-gpt2,chck_4M,4000000,98425344,12,12,0,5,9,0.014037447981536388,0.0,9713.6396484375
BabyLM-community/babylm-baseline-10m-gpt2,chck_4M,4000000,98425344,12,12,0,5,10,0.014527607709169388,0.0,9713.6396484375
BabyLM-community/babylm-baseline-10m-gpt2,chck_4M,4000000,98425344,12,12,0,5,11,0.011640370823442936,0.0,9713.6396484375
BabyLM-community/babylm-baseline-10m-gpt2,chck_4M,4000000,98425344,12,12,0,6,0,0.012736767530441284,0.0,9713.6396484375
BabyLM-community/babylm-baseline-10m-gpt2,chck_4M,4000000,98425344,12,12,0,6,1,0.010611245408654213,0.0,9713.6396484375
