mpath,checkpoint,words_seen,n_params,n_layers,n_heads,sample,layer,head,ps,ar_acc,ar_mean_rank
BabyLM-community/babylm-baseline-10m-gpt2,chck_30M,30000000,98425344,12,12,0,0,0,0.013337732292711735,0.0,8205.4404296875
BabyLM-community/babylm-baseline-10m-gpt2,chck_30M,30000000,98425344,12,12,0,0,1,0.013963890261948109,0.0,8205.4404296875
BabyLM-community/babylm-baseline-10m-gpt2,chck_30M,30000000,98425344,12,12,0,0,2,0.014052736572921276,0.0,8205.4404296875
BabyLM-community/babylm-baseline-10m-gpt2,chck_30M,30000000,98425344,12,12,0,0,3,0.01304528396576643,0.0,8205.4404296875
BabyLM-community/babylm-baseline-10m-gpt2,chck_30M,30000000,98425344,12,12,0,0,4,0.014219691976904869,0.0,8205.4404296875
BabyLM-community/babylm-baseline-10m-gpt2,chck_30M,30000000,98425344,12,12,0,0,5,0.013893519528210163,0.0,8205.4404296875
BabyLM-community/babylm-baseline-10m-gpt2,chck_30M,30000000,98425344,12,12,0,0,6,0.014333087019622326,0.0,8205.4404296875
BabyLM-community/babylm-baseline-10m-gpt2,chck_30M,30000000,98425344,12,12,0,0,7,0.013947641476988792,0.0,8205.4404296875
BabyLM-community/babylm-baseline-10m-gpt2,chck_30M,30000000,98425344,12,12,0,0,8,0.013702907599508762,0.0,8205.4404296875
BabyLM-community/babylm-baseline-10m-gpt2,chck_30M,30000000,98425344,12,12,0,0,9,0.01332713570445776,0.0,8205.4404296875
BabyLM-community/babylm-baseline-10m-gpt2,chck_30M,30000000,98425344,12,12,0,0,10,0.01462562195956707,0.0,8205.4404296875
BabyLM-community/babylm-baseline-10m-gpt2,chck_30M,30000000,98425344,12,12,0,0,11,0.013590707443654537,0.0,8205.4404296875
BabyLM-community/babylm-baseline-10m-gpt2,chck_30M,30000000,98425344,12,12,0,1,0,0.010478825308382511,0.0,8205.4404296875
BabyLM-community/babylm-baseline-10m-gpt2,chck_30M,30000000,98425344,12,12,0,1,1,0.011892164126038551,0.0,8205.4404296875
BabyLM-community/babylm-baseline-10m-gpt2,chck_30M,30000000,98425344,12,12,0,1,2,0.012311166152358055,0.0,8205.4404296875
BabyLM-community/babylm-baseline-10m-gpt2,chck_30M,30000000,98425344,12,12,0,1,3,0.012083795852959156,0.0,8205.4404296875
BabyLM-community/babylm-baseline-10m-gpt2,chck_30M,30000000,98425344,12,12,0,1,4,0.010043417103588581,0.0,8205.4404296875
BabyLM-community/babylm-baseline-10m-gpt2,chck_30M,30000000,98425344,12,12,0,1,5,0.009338208474218845,0.0,8205.4404296875
BabyLM-community/babylm-baseline-10m-gpt2,chck_30M,30000000,98425344,12,12,0,1,6,0.012228838168084621,0.0,8205.4404296875
BabyLM-community/babylm-baseline-10m-gpt2,chck_30M,30000000,98425344,12,12,0,1,7,0.011162029579281807,0.0,8205.4404296875
BabyLM-community/babylm-baseline-10m-gpt2,chck_30M,30000000,98425344,12,12,0,1,8,0.009650949388742447,0.0,8205.4404296875
BabyLM-community/babylm-baseline-10m-gpt2,chck_30M,30000000,98425344,12,12,0,1,9,0.010653018020093441,0.0,8205.4404296875
BabyLM-community/babylm-baseline-10m-gpt2,chck_30M,30000000,98425344,12,12,0,1,10,0.011161192320287228,0.0,8205.4404296875
BabyLM-community/babylm-baseline-10m-gpt2,chck_30M,30000000,98425344,12,12,0,1,11,0.011586135253310204,0.0,8205.4404296875
BabyLM-community/babylm-baseline-10m-gpt2,chck_30M,30000000,98425344,12,12,0,2,0,0.011772684752941132,0.0,8205.4404296875
BabyLM-community/babylm-baseline-10m-gpt2,chck_30M,30000000,98425344,12,12,0,2,1,0.009684737771749496,0.0,8205.4404296875
BabyLM-community/babylm-baseline-10m-gpt2,chck_30M,30000000,98425344,12,12,0,2,2,0.007261093705892563,0.0,8205.4404296875
BabyLM-community/babylm-baseline-10m-gpt2,chck_30M,30000000,98425344,12,12,0,2,3,0.009713768027722836,0.0,8205.4404296875
BabyLM-community/babylm-baseline-10m-gpt2,chck_30M,30000000,98425344,12,12,0,2,4,0.008499840274453163,0.0,8205.4404296875
BabyLM-community/babylm-baseline-10m-gpt2,chck_30M,30000000,98425344,12,12,0,2,5,0.007780437357723713,0.0,8205.4404296875
BabyLM-community/babylm-baseline-10m-gpt2,chck_30M,30000000,98425344,12,12,0,2,6,0.01103699579834938,0.0,8205.4404296875
BabyLM-community/babylm-baseline-10m-gpt2,chck_30M,30000000,98425344,12,12,0,2,7,0.009589694440364838,0.0,8205.4404296875
BabyLM-community/babylm-baseline-10m-gpt2,chck_30M,30000000,98425344,12,12,0,2,8,0.008280874229967594,0.0,8205.4404296875
BabyLM-community/babylm-baseline-10m-gpt2,chck_30M,30000000,98425344,12,12,0,2,9,0.005956505425274372,0.0,8205.4404296875
BabyLM-community/babylm-baseline-10m-gpt2,chck_30M,30000000,98425344,12,12,0,2,10,0.008204103447496891,0.0,8205.4404296875
BabyLM-community/babylm-baseline-10m-gpt2,chck_30M,30000000,98425344,12,12,0,2,11,0.011117381043732166,0.0,8205.4404296875
BabyLM-community/babylm-baseline-10m-gpt2,chck_30M,30000000,98425344,12,12,0,3,0,0.010456288233399391,0.0,8205.4404296875
BabyLM-community/babylm-baseline-10m-gpt2,chck_30M,30000000,98425344,12,12,0,3,1,0.009683418087661266,0.0,8205.4404296875
BabyLM-community/babylm-baseline-10m-gpt2,chck_30M,30000000,98425344,12,12,0,3,2,0.012715717777609825,0.0,8205.4404296875
BabyLM-community/babylm-baseline-10m-gpt2,chck_30M,30000000,98425344,12,12,0,3,3,0.004115240648388863,0.0,8205.4404296875
