mpath,checkpoint,words_seen,n_params,n_layers,n_heads,sample,layer,head,ps,ar_acc,ar_mean_rank
BabyLM-community/babylm-baseline-100m-gpt2,chck_20M,20000000,98425344,12,12,0,0,0,0.013240213505923748,0.0,6709.7998046875
BabyLM-community/babylm-baseline-100m-gpt2,chck_20M,20000000,98425344,12,12,0,0,1,0.014462172985076904,0.0,6709.7998046875
BabyLM-community/babylm-baseline-100m-gpt2,chck_20M,20000000,98425344,12,12,0,0,2,0.014455294236540794,0.0,6709.7998046875
BabyLM-community/babylm-baseline-100m-gpt2,chck_20M,20000000,98425344,12,12,0,0,3,0.01387927308678627,0.0,6709.7998046875
BabyLM-community/babylm-baseline-100m-gpt2,chck_20M,20000000,98425344,12,12,0,0,4,0.014970723539590836,0.0,6709.7998046875
BabyLM-community/babylm-baseline-100m-gpt2,chck_20M,20000000,98425344,12,12,0,0,5,0.01438219752162695,0.0,6709.7998046875
BabyLM-community/babylm-baseline-100m-gpt2,chck_20M,20000000,98425344,12,12,0,0,6,0.013809489086270332,0.0,6709.7998046875
BabyLM-community/babylm-baseline-100m-gpt2,chck_20M,20000000,98425344,12,12,0,0,7,0.013178760185837746,0.0,6709.7998046875
BabyLM-community/babylm-baseline-100m-gpt2,chck_20M,20000000,98425344,12,12,0,0,8,0.015140128321945667,0.0,6709.7998046875
BabyLM-community/babylm-baseline-100m-gpt2,chck_20M,20000000,98425344,12,12,0,0,9,0.014173705130815506,0.0,6709.7998046875
BabyLM-community/babylm-baseline-100m-gpt2,chck_20M,20000000,98425344,12,12,0,0,10,0.013209329918026924,0.0,6709.7998046875
BabyLM-community/babylm-baseline-100m-gpt2,chck_20M,20000000,98425344,12,12,0,0,11,0.013343662954866886,0.0,6709.7998046875
BabyLM-community/babylm-baseline-100m-gpt2,chck_20M,20000000,98425344,12,12,0,1,0,0.010312366299331188,0.0,6709.7998046875
BabyLM-community/babylm-baseline-100m-gpt2,chck_20M,20000000,98425344,12,12,0,1,1,0.01132423896342516,0.0,6709.7998046875
BabyLM-community/babylm-baseline-100m-gpt2,chck_20M,20000000,98425344,12,12,0,1,2,0.01110003236681223,0.0,6709.7998046875
BabyLM-community/babylm-baseline-100m-gpt2,chck_20M,20000000,98425344,12,12,0,1,3,0.010336562059819698,0.0,6709.7998046875
BabyLM-community/babylm-baseline-100m-gpt2,chck_20M,20000000,98425344,12,12,0,1,4,0.005046145990490913,0.0,6709.7998046875
BabyLM-community/babylm-baseline-100m-gpt2,chck_20M,20000000,98425344,12,12,0,1,5,0.012589378282427788,0.0,6709.7998046875
BabyLM-community/babylm-baseline-100m-gpt2,chck_20M,20000000,98425344,12,12,0,1,6,0.010928230360150337,0.0,6709.7998046875
BabyLM-community/babylm-baseline-100m-gpt2,chck_20M,20000000,98425344,12,12,0,1,7,0.01171579398214817,0.0,6709.7998046875
BabyLM-community/babylm-baseline-100m-gpt2,chck_20M,20000000,98425344,12,12,0,1,8,0.011105230078101158,0.0,6709.7998046875
BabyLM-community/babylm-baseline-100m-gpt2,chck_20M,20000000,98425344,12,12,0,1,9,0.01128888875246048,0.0,6709.7998046875
BabyLM-community/babylm-baseline-100m-gpt2,chck_20M,20000000,98425344,12,12,0,1,10,0.010200378485023975,0.0,6709.7998046875
BabyLM-community/babylm-baseline-100m-gpt2,chck_20M,20000000,98425344,12,12,0,1,11,0.009195786900818348,0.0,6709.7998046875
BabyLM-community/babylm-baseline-100m-gpt2,chck_20M,20000000,98425344,12,12,0,2,0,0.010224474593997002,0.0,6709.7998046875
BabyLM-community/babylm-baseline-100m-gpt2,chck_20M,20000000,98425344,12,12,0,2,1,0.01130378246307373,0.0,6709.7998046875
BabyLM-community/babylm-baseline-100m-gpt2,chck_20M,20000000,98425344,12,12,0,2,2,0.012442021630704403,0.0,6709.7998046875
