mpath,checkpoint,words_seen,n_params,n_layers,n_heads,sample,layer,head,ps,ar_acc,ar_mean_rank
BabyLM-community/babylm-baseline-100m-gpt2,chck_5M,5000000,98425344,12,12,0,0,0,0.014150365255773067,0.0,8387.8203125
BabyLM-community/babylm-baseline-100m-gpt2,chck_5M,5000000,98425344,12,12,0,0,1,0.014065196737647057,0.0,8387.8203125
BabyLM-community/babylm-baseline-100m-gpt2,chck_5M,5000000,98425344,12,12,0,0,2,0.014156466349959373,0.0,8387.8203125
BabyLM-community/babylm-baseline-100m-gpt2,chck_5M,5000000,98425344,12,12,0,0,3,0.013445351272821426,0.0,8387.8203125
BabyLM-community/babylm-baseline-100m-gpt2,chck_5M,5000000,98425344,12,12,0,0,4,0.013955208472907543,0.0,8387.8203125
BabyLM-community/babylm-baseline-100m-gpt2,chck_5M,5000000,98425344,12,12,0,0,5,0.014135580509901047,0.0,8387.8203125
BabyLM-community/babylm-baseline-100m-gpt2,chck_5M,5000000,98425344,12,12,0,0,6,0.01326073333621025,0.0,8387.8203125
BabyLM-community/babylm-baseline-100m-gpt2,chck_5M,5000000,98425344,12,12,0,0,7,0.013387489132583141,0.0,8387.8203125
BabyLM-community/babylm-baseline-100m-gpt2,chck_5M,5000000,98425344,12,12,0,0,8,0.013458534143865108,0.0,8387.8203125
BabyLM-community/babylm-baseline-100m-gpt2,chck_5M,5000000,98425344,12,12,0,0,9,0.013626757077872753,0.0,8387.8203125
BabyLM-community/babylm-baseline-100m-gpt2,chck_5M,5000000,98425344,12,12,0,0,10,0.014106027781963348,0.0,8387.8203125
BabyLM-community/babylm-baseline-100m-gpt2,chck_5M,5000000,98425344,12,12,0,0,11,0.013860110193490982,0.0,8387.8203125
BabyLM-community/babylm-baseline-100m-gpt2,chck_5M,5000000,98425344,12,12,0,1,0,0.013249662704765797,0.0,8387.8203125
BabyLM-community/babylm-baseline-100m-gpt2,chck_5M,5000000,98425344,12,12,0,1,1,0.014349550940096378,0.0,8387.8203125
BabyLM-community/babylm-baseline-100m-gpt2,chck_5M,5000000,98425344,12,12,0,1,2,0.01408350933343172,0.0,8387.8203125
BabyLM-community/babylm-baseline-100m-gpt2,chck_5M,5000000,98425344,12,12,0,1,3,0.013142096810042858,0.0,8387.8203125
BabyLM-community/babylm-baseline-100m-gpt2,chck_5M,5000000,98425344,12,12,0,1,4,0.01350761204957962,0.0,8387.8203125
BabyLM-community/babylm-baseline-100m-gpt2,chck_5M,5000000,98425344,12,12,0,1,5,0.0134309446439147,0.0,8387.8203125
BabyLM-community/babylm-baseline-100m-gpt2,chck_5M,5000000,98425344,12,12,0,1,6,0.014119443483650684,0.0,8387.8203125
BabyLM-community/babylm-baseline-100m-gpt2,chck_5M,5000000,98425344,12,12,0,1,7,0.013555399142205715,0.0,8387.8203125
BabyLM-community/babylm-baseline-100m-gpt2,chck_5M,5000000,98425344,12,12,0,1,8,0.013036123476922512,0.0,8387.8203125
BabyLM-community/babylm-baseline-100m-gpt2,chck_5M,5000000,98425344,12,12,0,1,9,0.014050854369997978,0.0,8387.8203125
BabyLM-community/babylm-baseline-100m-gpt2,chck_5M,5000000,98425344,12,12,0,1,10,0.014288744889199734,0.0,8387.8203125
BabyLM-community/babylm-baseline-100m-gpt2,chck_5M,5000000,98425344,12,12,0,1,11,0.013283495791256428,0.0,8387.8203125
BabyLM-community/babylm-baseline-100m-gpt2,chck_5M,5000000,98425344,12,12,0,2,0,0.013633892871439457,0.0,8387.8203125
BabyLM-community/babylm-baseline-100m-gpt2,chck_5M,5000000,98425344,12,12,0,2,1,0.01286241877824068,0.0,8387.8203125
BabyLM-community/babylm-baseline-100m-gpt2,chck_5M,5000000,98425344,12,12,0,2,2,0.012969296425580978,0.0,8387.8203125
BabyLM-community/babylm-baseline-100m-gpt2,chck_5M,5000000,98425344,12,12,0,2,3,0.01332384068518877,0.0,8387.8203125
BabyLM-community/babylm-baseline-100m-gpt2,chck_5M,5000000,98425344,12,12,0,2,4,0.013422553427517414,0.0,8387.8203125
BabyLM-community/babylm-baseline-100m-gpt2,chck_5M,5000000,98425344,12,12,0,2,5,0.013425636105239391,0.0,8387.8203125
BabyLM-community/babylm-baseline-100m-gpt2,chck_5M,5000000,98425344,12,12,0,2,6,0.013572740368545055,0.0,8387.8203125
BabyLM-community/babylm-baseline-100m-gpt2,chck_5M,5000000,98425344,12,12,0,2,7,0.013998743146657944,0.0,8387.8203125
BabyLM-community/babylm-baseline-100m-gpt2,chck_5M,5000000,98425344,12,12,0,2,8,0.013387837447226048,0.0,8387.8203125
BabyLM-community/babylm-baseline-100m-gpt2,chck_5M,5000000,98425344,12,12,0,2,9,0.013110834173858166,0.0,8387.8203125
BabyLM-community/babylm-baseline-100m-gpt2,chck_5M,5000000,98425344,12,12,0,2,10,0.013579506427049637,0.0,8387.8203125
BabyLM-community/babylm-baseline-100m-gpt2,chck_5M,5000000,98425344,12,12,0,2,11,0.014264707453548908,0.0,8387.8203125
BabyLM-community/babylm-baseline-100m-gpt2,chck_5M,5000000,98425344,12,12,0,3,0,0.013699251227080822,0.0,8387.8203125
BabyLM-community/babylm-baseline-100m-gpt2,chck_5M,5000000,98425344,12,12,0,3,1,0.014159893617033958,0.0,8387.8203125
BabyLM-community/babylm-baseline-100m-gpt2,chck_5M,5000000,98425344,12,12,0,3,2,0.013244275003671646,0.0,8387.8203125
BabyLM-community/babylm-baseline-100m-gpt2,chck_5M,5000000,98425344,12,12,0,3,3,0.013756186701357365,0.0,8387.8203125
BabyLM-community/babylm-baseline-100m-gpt2,chck_5M,5000000,98425344,12,12,0,3,4,0.014615033753216267,0.0,8387.8203125
BabyLM-community/babylm-baseline-100m-gpt2,chck_5M,5000000,98425344,12,12,0,3,5,0.014059708453714848,0.0,8387.8203125
