mpath,checkpoint,words_seen,n_params,n_layers,n_heads,sample,layer,head,ps,ar_acc,ar_mean_rank
BabyLM-community/babylm-baseline-10m-gpt2,chck_10M,10000000,98425344,12,12,0,0,0,0.013997294940054417,0.0,8693.599609375
BabyLM-community/babylm-baseline-10m-gpt2,chck_10M,10000000,98425344,12,12,0,0,1,0.013954758644104004,0.0,8693.599609375
BabyLM-community/babylm-baseline-10m-gpt2,chck_10M,10000000,98425344,12,12,0,0,2,0.015083537437021732,0.0,8693.599609375
BabyLM-community/babylm-baseline-10m-gpt2,chck_10M,10000000,98425344,12,12,0,0,3,0.013107819482684135,0.0,8693.599609375
BabyLM-community/babylm-baseline-10m-gpt2,chck_10M,10000000,98425344,12,12,0,0,4,0.01405835896730423,0.0,8693.599609375
BabyLM-community/babylm-baseline-10m-gpt2,chck_10M,10000000,98425344,12,12,0,0,5,0.013800379820168018,0.0,8693.599609375
BabyLM-community/babylm-baseline-10m-gpt2,chck_10M,10000000,98425344,12,12,0,0,6,0.013500170782208443,0.0,8693.599609375
BabyLM-community/babylm-baseline-10m-gpt2,chck_10M,10000000,98425344,12,12,0,0,7,0.013522453606128693,0.0,8693.599609375
BabyLM-community/babylm-baseline-10m-gpt2,chck_10M,10000000,98425344,12,12,0,0,8,0.012678858824074268,0.0,8693.599609375
BabyLM-community/babylm-baseline-10m-gpt2,chck_10M,10000000,98425344,12,12,0,0,9,0.01435769721865654,0.0,8693.599609375
BabyLM-community/babylm-baseline-10m-gpt2,chck_10M,10000000,98425344,12,12,0,0,10,0.014034254476428032,0.0,8693.599609375
BabyLM-community/babylm-baseline-10m-gpt2,chck_10M,10000000,98425344,12,12,0,0,11,0.01416309829801321,0.0,8693.599609375
BabyLM-community/babylm-baseline-10m-gpt2,chck_10M,10000000,98425344,12,12,0,1,0,0.011605574749410152,0.0,8693.599609375
BabyLM-community/babylm-baseline-10m-gpt2,chck_10M,10000000,98425344,12,12,0,1,1,0.012264962308108807,0.0,8693.599609375
BabyLM-community/babylm-baseline-10m-gpt2,chck_10M,10000000,98425344,12,12,0,1,2,0.013958888128399849,0.0,8693.599609375
BabyLM-community/babylm-baseline-10m-gpt2,chck_10M,10000000,98425344,12,12,0,1,3,0.014627689495682716,0.0,8693.599609375
BabyLM-community/babylm-baseline-10m-gpt2,chck_10M,10000000,98425344,12,12,0,1,4,0.011772959493100643,0.0,8693.599609375
BabyLM-community/babylm-baseline-10m-gpt2,chck_10M,10000000,98425344,12,12,0,1,5,0.013569951988756657,0.0,8693.599609375
BabyLM-community/babylm-baseline-10m-gpt2,chck_10M,10000000,98425344,12,12,0,1,6,0.012671556323766708,0.0,8693.599609375
BabyLM-community/babylm-baseline-10m-gpt2,chck_10M,10000000,98425344,12,12,0,1,7,0.010158633813261986,0.0,8693.599609375
BabyLM-community/babylm-baseline-10m-gpt2,chck_10M,10000000,98425344,12,12,0,1,8,0.010712780058383942,0.0,8693.599609375
BabyLM-community/babylm-baseline-10m-gpt2,chck_10M,10000000,98425344,12,12,0,1,9,0.011780411005020142,0.0,8693.599609375
BabyLM-community/babylm-baseline-10m-gpt2,chck_10M,10000000,98425344,12,12,0,1,10,0.00990964099764824,0.0,8693.599609375
BabyLM-community/babylm-baseline-10m-gpt2,chck_10M,10000000,98425344,12,12,0,1,11,0.012117879465222359,0.0,8693.599609375
BabyLM-community/babylm-baseline-10m-gpt2,chck_10M,10000000,98425344,12,12,0,2,0,0.015552511438727379,0.0,8693.599609375
BabyLM-community/babylm-baseline-10m-gpt2,chck_10M,10000000,98425344,12,12,0,2,1,0.01365931611508131,0.0,8693.599609375
BabyLM-community/babylm-baseline-10m-gpt2,chck_10M,10000000,98425344,12,12,0,2,2,0.012826118618249893,0.0,8693.599609375
BabyLM-community/babylm-baseline-10m-gpt2,chck_10M,10000000,98425344,12,12,0,2,3,0.011112506501376629,0.0,8693.599609375
BabyLM-community/babylm-baseline-10m-gpt2,chck_10M,10000000,98425344,12,12,0,2,4,0.011873308569192886,0.0,8693.599609375
BabyLM-community/babylm-baseline-10m-gpt2,chck_10M,10000000,98425344,12,12,0,2,5,0.011169972829520702,0.0,8693.599609375
BabyLM-community/babylm-baseline-10m-gpt2,chck_10M,10000000,98425344,12,12,0,2,6,0.01169524434953928,0.0,8693.599609375
BabyLM-community/babylm-baseline-10m-gpt2,chck_10M,10000000,98425344,12,12,0,2,7,0.012255384586751461,0.0,8693.599609375
BabyLM-community/babylm-baseline-10m-gpt2,chck_10M,10000000,98425344,12,12,0,2,8,0.011572415940463543,0.0,8693.599609375
BabyLM-community/babylm-baseline-10m-gpt2,chck_10M,10000000,98425344,12,12,0,2,9,0.012346064671874046,0.0,8693.599609375
BabyLM-community/babylm-baseline-10m-gpt2,chck_10M,10000000,98425344,12,12,0,2,10,0.010878310538828373,0.0,8693.599609375
BabyLM-community/babylm-baseline-10m-gpt2,chck_10M,10000000,98425344,12,12,0,2,11,0.01233929768204689,0.0,8693.599609375
BabyLM-community/babylm-baseline-10m-gpt2,chck_10M,10000000,98425344,12,12,0,3,0,0.012373438104987144,0.0,8693.599609375
BabyLM-community/babylm-baseline-10m-gpt2,chck_10M,10000000,98425344,12,12,0,3,1,0.014853493310511112,0.0,8693.599609375
BabyLM-community/babylm-baseline-10m-gpt2,chck_10M,10000000,98425344,12,12,0,3,2,0.011534042656421661,0.0,8693.599609375
BabyLM-community/babylm-baseline-10m-gpt2,chck_10M,10000000,98425344,12,12,0,3,3,0.013882818631827831,0.0,8693.599609375
BabyLM-community/babylm-baseline-10m-gpt2,chck_10M,10000000,98425344,12,12,0,3,4,0.015503701753914356,0.0,8693.599609375
BabyLM-community/babylm-baseline-10m-gpt2,chck_10M,10000000,98425344,12,12,0,3,5,0.014620826579630375,0.0,8693.599609375
BabyLM-community/babylm-baseline-10m-gpt2,chck_10M,10000000,98425344,12,12,0,3,6,0.01492070872336626,0.0,8693.599609375
BabyLM-community/babylm-baseline-10m-gpt2,chck_10M,10000000,98425344,12,12,0,3,7,0.012826019898056984,0.0,8693.599609375
BabyLM-community/babylm-baseline-10m-gpt2,chck_10M,10000000,98425344,12,12,0,3,8,0.013262530788779259,0.0,8693.599609375
BabyLM-community/babylm-baseline-10m-gpt2,chck_10M,10000000,98425344,12,12,0,3,9,0.012482373975217342,0.0,8693.599609375
BabyLM-community/babylm-baseline-10m-gpt2,chck_10M,10000000,98425344,12,12,0,3,10,0.012511509470641613,0.0,8693.599609375
BabyLM-community/babylm-baseline-10m-gpt2,chck_10M,10000000,98425344,12,12,0,3,11,0.013092797249555588,0.0,8693.599609375
BabyLM-community/babylm-baseline-10m-gpt2,chck_10M,10000000,98425344,12,12,0,4,0,0.012634744867682457,0.0,8693.599609375
BabyLM-community/babylm-baseline-10m-gpt2,chck_10M,10000000,98425344,12,12,0,4,1,0.014426643960177898,0.0,8693.599609375
BabyLM-community/babylm-baseline-10m-gpt2,chck_10M,10000000,98425344,12,12,0,4,2,0.011477303691208363,0.0,8693.599609375
