mpath,checkpoint,words_seen,n_params,n_layers,n_heads,sample,layer,head,ps,ar_acc,ar_mean_rank
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,0,0,0.014308681711554527,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,0,1,0.01435865368694067,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,0,2,0.015346582047641277,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,0,3,0.014433413743972778,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,0,4,0.014188977889716625,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,0,5,0.014236817136406898,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,0,6,0.013747143559157848,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,0,7,0.01460225135087967,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,0,8,0.014160104095935822,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,0,9,0.01278230082243681,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,0,10,0.013606549240648746,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,0,11,0.013512227684259415,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,1,0,0.009645714424550533,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,1,1,0.01220361702144146,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,1,2,0.013670168817043304,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,1,3,0.014615055173635483,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,1,4,0.011990922503173351,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,1,5,0.013835867866873741,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,1,6,0.01299343816936016,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,1,7,0.011903408914804459,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,1,8,0.01158167701214552,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,1,9,0.012822708114981651,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,1,10,0.008605532348155975,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,1,11,0.011149070225656033,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,2,0,0.012770409695804119,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,2,1,0.01235279068350792,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,2,2,0.012491626664996147,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,2,3,0.01131615974009037,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,2,4,0.009820009581744671,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,2,5,0.010652990080416203,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,2,6,0.009626512415707111,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,2,7,0.013277831487357616,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,2,8,0.01082737185060978,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,2,9,0.010722300037741661,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,2,10,0.012619461864233017,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,2,11,0.011677716858685017,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,3,0,0.009952208027243614,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,3,1,0.013132287189364433,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,3,2,0.01284575741738081,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,3,3,0.010435154661536217,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,3,4,0.012053080834448338,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,3,5,0.013575431890785694,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,3,6,0.010681415908038616,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,3,7,0.011116379871964455,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,3,8,0.01136879250407219,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,3,9,0.0117888068780303,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,3,10,0.01273236982524395,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,3,11,0.012073365040123463,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,4,0,0.009841145016252995,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,4,1,0.01250300370156765,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,4,2,0.01245181541889906,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,4,3,0.012566931545734406,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,4,4,0.01033769454807043,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,4,5,0.012346331030130386,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,4,6,0.011162791401147842,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,4,7,0.01301764976233244,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,4,8,0.010465763509273529,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,4,9,0.013225317932665348,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,4,10,0.014542131684720516,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,4,11,0.014378927648067474,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,5,0,0.014076441526412964,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,5,1,0.012007608078420162,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,5,2,0.011737380176782608,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,5,3,0.012046195566654205,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,5,4,0.00913960114121437,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,5,5,0.011985471472144127,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,5,6,0.014291384257376194,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,5,7,0.013578725047409534,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,5,8,0.01184934377670288,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,5,9,0.01363561674952507,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,5,10,0.012109246104955673,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,5,11,0.008470853790640831,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,6,0,0.012564488686621189,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,6,1,0.011994182132184505,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,6,2,0.014045996591448784,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,6,3,0.009150054305791855,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,6,4,0.011798557825386524,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,6,5,0.011391979642212391,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,6,6,0.009524408727884293,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,6,7,0.012246496975421906,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,6,8,0.013903948478400707,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,6,9,0.013522956520318985,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,6,10,0.010916420258581638,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,6,11,0.009898699820041656,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,7,0,0.010223526507616043,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,7,1,0.013417358510196209,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,7,2,0.011665336787700653,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,7,3,0.012318355962634087,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,7,4,0.012500442564487457,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,7,5,0.011223609559237957,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,7,6,0.01109316386282444,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,7,7,0.011587538756430149,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,7,8,0.013550222851336002,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,7,9,0.011853580363094807,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,7,10,0.010822432115674019,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,7,11,0.00886459555476904,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,8,0,0.012301811017096043,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,8,1,0.007908130995929241,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,8,2,0.011950595304369926,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,8,3,0.014234423637390137,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,8,4,0.009251479990780354,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,8,5,0.013626622967422009,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,8,6,0.009281521663069725,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,8,7,0.011894936673343182,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,8,8,0.010564165189862251,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,8,9,0.011254634708166122,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,8,10,0.010732043534517288,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,8,11,0.01041488442569971,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,9,0,0.009635376743972301,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,9,1,0.011330795474350452,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,9,2,0.011682229116559029,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,9,3,0.010184821672737598,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,9,4,0.011959843337535858,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,9,5,0.014563249424099922,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,9,6,0.011718470603227615,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,9,7,0.00926660280674696,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,9,8,0.011179736815392971,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,9,9,0.016019495204091072,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,9,10,0.02056531235575676,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,9,11,0.01254128199070692,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,10,0,0.013415698893368244,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,10,1,0.014637445099651814,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,10,2,0.014363955706357956,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,10,3,0.013516802340745926,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,10,4,0.013408329337835312,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,10,5,0.011684918776154518,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,10,6,0.012191081419587135,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,10,7,0.010604781098663807,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,10,8,0.013234560377895832,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,10,9,0.01150357723236084,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,10,10,0.01982991397380829,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,10,11,0.012677532620728016,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,11,0,0.016034996137022972,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,11,1,0.014287088997662067,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,11,2,0.0129727553576231,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,11,3,0.009488118812441826,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,11,4,0.01333609502762556,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,11,5,0.013342571444809437,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,11,6,0.012552645057439804,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,11,7,0.01055425126105547,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,11,8,0.01491311565041542,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,11,9,0.011117029003798962,0.0,7447.080078125
BabyLM-community/babylm-baseline-10m-gpt2,chck_8M,8000000,98425344,12,12,0,11,10,0.012550167739391327,0.0,7447.080078125
