mpath,checkpoint,words_seen,n_params,n_layers,n_heads,sample,layer,head,ps,ar_acc,ar_mean_rank
BabyLM-community/babylm-baseline-100m-gpt2,chck_80M,80000000,98425344,12,12,0,0,0,0.013467419892549515,0.18000000715255737,1444.47998046875
BabyLM-community/babylm-baseline-100m-gpt2,chck_80M,80000000,98425344,12,12,0,0,1,0.014446382410824299,0.18000000715255737,1444.47998046875
BabyLM-community/babylm-baseline-100m-gpt2,chck_80M,80000000,98425344,12,12,0,0,2,0.013660307042300701,0.18000000715255737,1444.47998046875
BabyLM-community/babylm-baseline-100m-gpt2,chck_80M,80000000,98425344,12,12,0,0,3,0.013537934049963951,0.18000000715255737,1444.47998046875
BabyLM-community/babylm-baseline-100m-gpt2,chck_80M,80000000,98425344,12,12,0,0,4,0.013961072079837322,0.18000000715255737,1444.47998046875
BabyLM-community/babylm-baseline-100m-gpt2,chck_80M,80000000,98425344,12,12,0,0,5,0.014235435985028744,0.18000000715255737,1444.47998046875
BabyLM-community/babylm-baseline-100m-gpt2,chck_80M,80000000,98425344,12,12,0,0,6,0.014289159327745438,0.18000000715255737,1444.47998046875
BabyLM-community/babylm-baseline-100m-gpt2,chck_80M,80000000,98425344,12,12,0,0,7,0.013440463691949844,0.18000000715255737,1444.47998046875
BabyLM-community/babylm-baseline-100m-gpt2,chck_80M,80000000,98425344,12,12,0,0,8,0.014719140715897083,0.18000000715255737,1444.47998046875
BabyLM-community/babylm-baseline-100m-gpt2,chck_80M,80000000,98425344,12,12,0,0,9,0.013786561787128448,0.18000000715255737,1444.47998046875
BabyLM-community/babylm-baseline-100m-gpt2,chck_80M,80000000,98425344,12,12,0,0,10,0.013144376687705517,0.18000000715255737,1444.47998046875
BabyLM-community/babylm-baseline-100m-gpt2,chck_80M,80000000,98425344,12,12,0,0,11,0.013834008947014809,0.18000000715255737,1444.47998046875
BabyLM-community/babylm-baseline-100m-gpt2,chck_80M,80000000,98425344,12,12,0,1,0,0.00975197833031416,0.18000000715255737,1444.47998046875
BabyLM-community/babylm-baseline-100m-gpt2,chck_80M,80000000,98425344,12,12,0,1,1,0.008609946817159653,0.18000000715255737,1444.47998046875
BabyLM-community/babylm-baseline-100m-gpt2,chck_80M,80000000,98425344,12,12,0,1,2,0.010809358209371567,0.18000000715255737,1444.47998046875
BabyLM-community/babylm-baseline-100m-gpt2,chck_80M,80000000,98425344,12,12,0,1,3,0.013654481619596481,0.18000000715255737,1444.47998046875
BabyLM-community/babylm-baseline-100m-gpt2,chck_80M,80000000,98425344,12,12,0,1,4,0.012317286804318428,0.18000000715255737,1444.47998046875
BabyLM-community/babylm-baseline-100m-gpt2,chck_80M,80000000,98425344,12,12,0,1,5,0.009240303188562393,0.18000000715255737,1444.47998046875
BabyLM-community/babylm-baseline-100m-gpt2,chck_80M,80000000,98425344,12,12,0,1,6,0.012953290715813637,0.18000000715255737,1444.47998046875
BabyLM-community/babylm-baseline-100m-gpt2,chck_80M,80000000,98425344,12,12,0,1,7,0.012819691561162472,0.18000000715255737,1444.47998046875
BabyLM-community/babylm-baseline-100m-gpt2,chck_80M,80000000,98425344,12,12,0,1,8,0.009444836527109146,0.18000000715255737,1444.47998046875
BabyLM-community/babylm-baseline-100m-gpt2,chck_80M,80000000,98425344,12,12,0,1,9,0.012344641610980034,0.18000000715255737,1444.47998046875
BabyLM-community/babylm-baseline-100m-gpt2,chck_80M,80000000,98425344,12,12,0,1,10,0.00973911676555872,0.18000000715255737,1444.47998046875
BabyLM-community/babylm-baseline-100m-gpt2,chck_80M,80000000,98425344,12,12,0,1,11,0.01317008025944233,0.18000000715255737,1444.47998046875
BabyLM-community/babylm-baseline-100m-gpt2,chck_80M,80000000,98425344,12,12,0,2,0,0.0038816421292722225,0.18000000715255737,1444.47998046875
BabyLM-community/babylm-baseline-100m-gpt2,chck_80M,80000000,98425344,12,12,0,2,1,0.012782654725015163,0.18000000715255737,1444.47998046875
BabyLM-community/babylm-baseline-100m-gpt2,chck_80M,80000000,98425344,12,12,0,2,2,0.008216851390898228,0.18000000715255737,1444.47998046875
BabyLM-community/babylm-baseline-100m-gpt2,chck_80M,80000000,98425344,12,12,0,2,3,0.006647689733654261,0.18000000715255737,1444.47998046875
BabyLM-community/babylm-baseline-100m-gpt2,chck_80M,80000000,98425344,12,12,0,2,4,0.0129618551582098,0.18000000715255737,1444.47998046875
BabyLM-community/babylm-baseline-100m-gpt2,chck_80M,80000000,98425344,12,12,0,2,5,0.005726358853280544,0.18000000715255737,1444.47998046875
BabyLM-community/babylm-baseline-100m-gpt2,chck_80M,80000000,98425344,12,12,0,2,6,0.000728143029846251,0.18000000715255737,1444.47998046875
BabyLM-community/babylm-baseline-100m-gpt2,chck_80M,80000000,98425344,12,12,0,2,7,0.002362851519137621,0.18000000715255737,1444.47998046875
BabyLM-community/babylm-baseline-100m-gpt2,chck_80M,80000000,98425344,12,12,0,2,8,0.006754019763320684,0.18000000715255737,1444.47998046875
BabyLM-community/babylm-baseline-100m-gpt2,chck_80M,80000000,98425344,12,12,0,2,9,0.0010395157150924206,0.18000000715255737,1444.47998046875
BabyLM-community/babylm-baseline-100m-gpt2,chck_80M,80000000,98425344,12,12,0,2,10,0.0016310163773596287,0.18000000715255737,1444.47998046875
BabyLM-community/babylm-baseline-100m-gpt2,chck_80M,80000000,98425344,12,12,0,2,11,0.0006960486643947661,0.18000000715255737,1444.47998046875
BabyLM-community/babylm-baseline-100m-gpt2,chck_80M,80000000,98425344,12,12,0,3,0,0.01039761770516634,0.18000000715255737,1444.47998046875
BabyLM-community/babylm-baseline-100m-gpt2,chck_80M,80000000,98425344,12,12,0,3,1,0.011123410426080227,0.18000000715255737,1444.47998046875
BabyLM-community/babylm-baseline-100m-gpt2,chck_80M,80000000,98425344,12,12,0,3,2,3.052631291211583e-05,0.18000000715255737,1444.47998046875
BabyLM-community/babylm-baseline-100m-gpt2,chck_80M,80000000,98425344,12,12,0,3,3,0.00991005077958107,0.18000000715255737,1444.47998046875
BabyLM-community/babylm-baseline-100m-gpt2,chck_80M,80000000,98425344,12,12,0,3,4,0.007285008206963539,0.18000000715255737,1444.47998046875
BabyLM-community/babylm-baseline-100m-gpt2,chck_80M,80000000,98425344,12,12,0,3,5,0.00028286012820899487,0.18000000715255737,1444.47998046875
BabyLM-community/babylm-baseline-100m-gpt2,chck_80M,80000000,98425344,12,12,0,3,6,0.011308837682008743,0.18000000715255737,1444.47998046875
BabyLM-community/babylm-baseline-100m-gpt2,chck_80M,80000000,98425344,12,12,0,3,7,0.005182748660445213,0.18000000715255737,1444.47998046875
BabyLM-community/babylm-baseline-100m-gpt2,chck_80M,80000000,98425344,12,12,0,3,8,5.855374183738604e-05,0.18000000715255737,1444.47998046875
BabyLM-community/babylm-baseline-100m-gpt2,chck_80M,80000000,98425344,12,12,0,3,9,0.0023372932337224483,0.18000000715255737,1444.47998046875
BabyLM-community/babylm-baseline-100m-gpt2,chck_80M,80000000,98425344,12,12,0,3,10,0.005954412277787924,0.18000000715255737,1444.47998046875
BabyLM-community/babylm-baseline-100m-gpt2,chck_80M,80000000,98425344,12,12,0,3,11,2.8220820240676403e-05,0.18000000715255737,1444.47998046875
BabyLM-community/babylm-baseline-100m-gpt2,chck_80M,80000000,98425344,12,12,0,4,0,1.3100498108542524e-05,0.18000000715255737,1444.47998046875
BabyLM-community/babylm-baseline-100m-gpt2,chck_80M,80000000,98425344,12,12,0,4,1,5.28840793379004e-09,0.18000000715255737,1444.47998046875
