mpath,checkpoint,words_seen,n_params,n_layers,n_heads,sample,layer,head,ps,ar_acc,ar_mean_rank
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,0,0,0.013783874921500683,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,0,1,0.014150858856737614,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,0,2,0.013503039255738258,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,0,3,0.013537914492189884,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,0,4,0.013778316788375378,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,0,5,0.014484367333352566,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,0,6,0.014350298792123795,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,0,7,0.01306248176842928,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,0,8,0.01317660603672266,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,0,9,0.013386867940425873,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,0,10,0.013019069097936153,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,0,11,0.014416596852242947,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,1,0,0.014573398977518082,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,1,1,0.01401509903371334,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,1,2,0.01458415761590004,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,1,3,0.013003763742744923,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,1,4,0.01427365094423294,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,1,5,0.012841880321502686,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,1,6,0.014638912864029408,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,1,7,0.014014285057783127,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,1,8,0.014170018024742603,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,1,9,0.014272957108914852,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,1,10,0.013748989440500736,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,1,11,0.01330606359988451,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,2,0,0.014460530132055283,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,2,1,0.014215303584933281,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,2,2,0.012289433740079403,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,2,3,0.01251949928700924,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,2,4,0.013872087001800537,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,2,5,0.01364206150174141,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,2,6,0.012975129298865795,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,2,7,0.014294922351837158,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,2,8,0.013730727136135101,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,2,9,0.013238497078418732,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,2,10,0.013798556290566921,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,2,11,0.013995451852679253,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,3,0,0.013191495090723038,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,3,1,0.01349080540239811,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,3,2,0.012927967123687267,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,3,3,0.014087596908211708,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,3,4,0.013434145599603653,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,3,5,0.014159712940454483,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,3,6,0.01322983019053936,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,3,7,0.0126021234318614,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,3,8,0.013264250010251999,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,3,9,0.013888401910662651,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,3,10,0.013758792541921139,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,3,11,0.013085351325571537,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,4,0,0.014367894269526005,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,4,1,0.013826826587319374,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,4,2,0.01335370447486639,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,4,3,0.01427573710680008,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,4,4,0.013344972394406796,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,4,5,0.013210255652666092,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,4,6,0.013538211584091187,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,4,7,0.013547451235353947,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,4,8,0.013126173987984657,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,4,9,0.013662018813192844,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,4,10,0.013506583869457245,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,4,11,0.01364103052765131,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,5,0,0.01313747651875019,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,5,1,0.013443004339933395,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,5,2,0.013795613311231136,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,5,3,0.01455738302320242,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,5,4,0.013423588126897812,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,5,5,0.013084650039672852,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,5,6,0.012314923107624054,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,5,7,0.01429858710616827,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,5,8,0.01365247368812561,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,5,9,0.013978657312691212,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,5,10,0.013390528969466686,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,5,11,0.013262524269521236,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,6,0,0.013644306920468807,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,6,1,0.013792901299893856,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,6,2,0.013460380956530571,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,6,3,0.013402659446001053,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,6,4,0.013424014672636986,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,6,5,0.014305317774415016,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,6,6,0.013794791884720325,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,6,7,0.014791800640523434,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,6,8,0.01342766359448433,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,6,9,0.01473230216652155,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,6,10,0.014355366118252277,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,6,11,0.012444942258298397,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,7,0,0.014610392972826958,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,7,1,0.01384068839251995,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,7,2,0.013582272455096245,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,7,3,0.014154312200844288,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,7,4,0.012884735129773617,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,7,5,0.012954704463481903,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,7,6,0.013336849398911,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,7,7,0.014576485380530357,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,7,8,0.013351948000490665,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,7,9,0.01314086839556694,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,7,10,0.013915520161390305,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,7,11,0.013494697399437428,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,8,0,0.013440831564366817,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,8,1,0.013158086687326431,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,8,2,0.013812821358442307,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,8,3,0.0114485714584589,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,8,4,0.013156186789274216,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,8,5,0.01408818457275629,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,8,6,0.014182891696691513,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,8,7,0.013436141423881054,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,8,8,0.013532156124711037,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,8,9,0.015023194253444672,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,8,10,0.014407379552721977,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,8,11,0.013523643836379051,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,9,0,0.014724134467542171,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,9,1,0.013499709777534008,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,9,2,0.014206578955054283,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,9,3,0.012762966565787792,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,9,4,0.013811862096190453,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,9,5,0.013543703593313694,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,9,6,0.014129826799035072,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,9,7,0.011943407356739044,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,9,8,0.013529245741665363,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,9,9,0.012845261953771114,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,9,10,0.013453284278512001,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,9,11,0.012698170728981495,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,10,0,0.014573881402611732,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,10,1,0.01368182897567749,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,10,2,0.012812640517950058,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,10,3,0.01402183249592781,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,10,4,0.014533736743032932,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,10,5,0.012988715432584286,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,10,6,0.013019341044127941,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,10,7,0.014802174642682076,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,10,8,0.013552618212997913,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,10,9,0.012772228568792343,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,10,10,0.013060974888503551,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,10,11,0.012998581863939762,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,11,0,0.013968931511044502,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,11,1,0.014478612691164017,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,11,2,0.013808071613311768,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,11,3,0.013955921865999699,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,11,4,0.014142182655632496,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,11,5,0.013287866488099098,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,11,6,0.012992851436138153,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,11,7,0.013891840353608131,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,11,8,0.013687649741768837,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,11,9,0.014226202853024006,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,11,10,0.013928094878792763,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,0,11,11,0.012862242758274078,0.0,8574.0400390625
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,1,0,0,0.013918314129114151,0.0,7870.89990234375
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,1,0,1,0.014769923873245716,0.0,7870.89990234375
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,1,0,2,0.013656440190970898,0.0,7870.89990234375
BabyLM-community/babylm-baseline-100m-gpt2,chck_3M,3000000,98425344,12,12,1,0,3,0.014325383119285107,0.0,7870.89990234375
