mpath,checkpoint,words_seen,n_params,n_layers,n_heads,sample,layer,head,ps,ar_acc,ar_mean_rank
BabyLM-community/babylm-baseline-100m-gpt2,chck_90M,90000000,98425344,12,12,0,0,0,0.013096800073981285,0.10000000149011612,3884.02001953125
BabyLM-community/babylm-baseline-100m-gpt2,chck_90M,90000000,98425344,12,12,0,0,1,0.01423676684498787,0.10000000149011612,3884.02001953125
BabyLM-community/babylm-baseline-100m-gpt2,chck_90M,90000000,98425344,12,12,0,0,2,0.01320653222501278,0.10000000149011612,3884.02001953125
BabyLM-community/babylm-baseline-100m-gpt2,chck_90M,90000000,98425344,12,12,0,0,3,0.01359916664659977,0.10000000149011612,3884.02001953125
BabyLM-community/babylm-baseline-100m-gpt2,chck_90M,90000000,98425344,12,12,0,0,4,0.0132279172539711,0.10000000149011612,3884.02001953125
BabyLM-community/babylm-baseline-100m-gpt2,chck_90M,90000000,98425344,12,12,0,0,5,0.013261258602142334,0.10000000149011612,3884.02001953125
BabyLM-community/babylm-baseline-100m-gpt2,chck_90M,90000000,98425344,12,12,0,0,6,0.01421227678656578,0.10000000149011612,3884.02001953125
BabyLM-community/babylm-baseline-100m-gpt2,chck_90M,90000000,98425344,12,12,0,0,7,0.013340733014047146,0.10000000149011612,3884.02001953125
BabyLM-community/babylm-baseline-100m-gpt2,chck_90M,90000000,98425344,12,12,0,0,8,0.01348851714283228,0.10000000149011612,3884.02001953125
BabyLM-community/babylm-baseline-100m-gpt2,chck_90M,90000000,98425344,12,12,0,0,9,0.012684071436524391,0.10000000149011612,3884.02001953125
BabyLM-community/babylm-baseline-100m-gpt2,chck_90M,90000000,98425344,12,12,0,0,10,0.0134696364402771,0.10000000149011612,3884.02001953125
BabyLM-community/babylm-baseline-100m-gpt2,chck_90M,90000000,98425344,12,12,0,0,11,0.014148812741041183,0.10000000149011612,3884.02001953125
BabyLM-community/babylm-baseline-100m-gpt2,chck_90M,90000000,98425344,12,12,0,1,0,0.009696918539702892,0.10000000149011612,3884.02001953125
BabyLM-community/babylm-baseline-100m-gpt2,chck_90M,90000000,98425344,12,12,0,1,1,0.010925820097327232,0.10000000149011612,3884.02001953125
BabyLM-community/babylm-baseline-100m-gpt2,chck_90M,90000000,98425344,12,12,0,1,2,0.009838818572461605,0.10000000149011612,3884.02001953125
