mpath,checkpoint,words_seen,n_params,n_layers,n_heads,sample,layer,head,ps,ar_acc,ar_mean_rank
BabyLM-community/babylm-baseline-10m-gpt2,chck_20M,20000000,98425344,12,12,0,0,0,0.013410712592303753,0.0,7609.89990234375
BabyLM-community/babylm-baseline-10m-gpt2,chck_20M,20000000,98425344,12,12,0,0,1,0.014340984635055065,0.0,7609.89990234375
BabyLM-community/babylm-baseline-10m-gpt2,chck_20M,20000000,98425344,12,12,0,0,2,0.01497820857912302,0.0,7609.89990234375
BabyLM-community/babylm-baseline-10m-gpt2,chck_20M,20000000,98425344,12,12,0,0,3,0.013922401703894138,0.0,7609.89990234375
BabyLM-community/babylm-baseline-10m-gpt2,chck_20M,20000000,98425344,12,12,0,0,4,0.014105119742453098,0.0,7609.89990234375
BabyLM-community/babylm-baseline-10m-gpt2,chck_20M,20000000,98425344,12,12,0,0,5,0.01519727986305952,0.0,7609.89990234375
BabyLM-community/babylm-baseline-10m-gpt2,chck_20M,20000000,98425344,12,12,0,0,6,0.014538994058966637,0.0,7609.89990234375
BabyLM-community/babylm-baseline-10m-gpt2,chck_20M,20000000,98425344,12,12,0,0,7,0.01370067149400711,0.0,7609.89990234375
BabyLM-community/babylm-baseline-10m-gpt2,chck_20M,20000000,98425344,12,12,0,0,8,0.012640596367418766,0.0,7609.89990234375
BabyLM-community/babylm-baseline-10m-gpt2,chck_20M,20000000,98425344,12,12,0,0,9,0.015227100811898708,0.0,7609.89990234375
BabyLM-community/babylm-baseline-10m-gpt2,chck_20M,20000000,98425344,12,12,0,0,10,0.013186238706111908,0.0,7609.89990234375
BabyLM-community/babylm-baseline-10m-gpt2,chck_20M,20000000,98425344,12,12,0,0,11,0.01376010850071907,0.0,7609.89990234375
BabyLM-community/babylm-baseline-10m-gpt2,chck_20M,20000000,98425344,12,12,0,1,0,0.01101167406886816,0.0,7609.89990234375
BabyLM-community/babylm-baseline-10m-gpt2,chck_20M,20000000,98425344,12,12,0,1,1,0.012003914453089237,0.0,7609.89990234375
BabyLM-community/babylm-baseline-10m-gpt2,chck_20M,20000000,98425344,12,12,0,1,2,0.012648624368011951,0.0,7609.89990234375
BabyLM-community/babylm-baseline-10m-gpt2,chck_20M,20000000,98425344,12,12,0,1,3,0.014204447157680988,0.0,7609.89990234375
BabyLM-community/babylm-baseline-10m-gpt2,chck_20M,20000000,98425344,12,12,0,1,4,0.009930957108736038,0.0,7609.89990234375
BabyLM-community/babylm-baseline-10m-gpt2,chck_20M,20000000,98425344,12,12,0,1,5,0.011181093752384186,0.0,7609.89990234375
