mpath,seed,step,revision,n_params,n_layers,n_heads,sample,layer,head,ps,ar_acc,ar_mean_rank
EleutherAI/pythia-160m,6,2,step2,162322944,12,12,0,0,0,0.013425979763269424,0.0,26104.4609375
EleutherAI/pythia-160m,6,2,step2,162322944,12,12,0,0,1,0.01285785436630249,0.0,26104.4609375
EleutherAI/pythia-160m,6,2,step2,162322944,12,12,0,0,2,0.013134700246155262,0.0,26104.4609375
EleutherAI/pythia-160m,6,2,step2,162322944,12,12,0,0,3,0.014888136647641659,0.0,26104.4609375
EleutherAI/pythia-160m,6,2,step2,162322944,12,12,0,0,4,0.013659373857080936,0.0,26104.4609375
EleutherAI/pythia-160m,6,2,step2,162322944,12,12,0,0,5,0.013487224467098713,0.0,26104.4609375
EleutherAI/pythia-160m,6,2,step2,162322944,12,12,0,0,6,0.013086800463497639,0.0,26104.4609375
EleutherAI/pythia-160m,6,2,step2,162322944,12,12,0,0,7,0.012901213020086288,0.0,26104.4609375
EleutherAI/pythia-160m,6,2,step2,162322944,12,12,0,0,8,0.013222583569586277,0.0,26104.4609375
EleutherAI/pythia-160m,6,2,step2,162322944,12,12,0,0,9,0.013107827864587307,0.0,26104.4609375
EleutherAI/pythia-160m,6,2,step2,162322944,12,12,0,0,10,0.013905179686844349,0.0,26104.4609375
EleutherAI/pythia-160m,6,2,step2,162322944,12,12,0,0,11,0.011673765257000923,0.0,26104.4609375
EleutherAI/pythia-160m,6,2,step2,162322944,12,12,0,1,0,0.01337484922260046,0.0,26104.4609375
EleutherAI/pythia-160m,6,2,step2,162322944,12,12,0,1,1,0.012950385920703411,0.0,26104.4609375
EleutherAI/pythia-160m,6,2,step2,162322944,12,12,0,1,2,0.014302433468401432,0.0,26104.4609375
EleutherAI/pythia-160m,6,2,step2,162322944,12,12,0,1,3,0.014144336804747581,0.0,26104.4609375
EleutherAI/pythia-160m,6,2,step2,162322944,12,12,0,1,4,0.012534060515463352,0.0,26104.4609375
EleutherAI/pythia-160m,6,2,step2,162322944,12,12,0,1,5,0.013118922710418701,0.0,26104.4609375
EleutherAI/pythia-160m,6,2,step2,162322944,12,12,0,1,6,0.014070222154259682,0.0,26104.4609375
EleutherAI/pythia-160m,6,2,step2,162322944,12,12,0,1,7,0.014035165309906006,0.0,26104.4609375
EleutherAI/pythia-160m,6,2,step2,162322944,12,12,0,1,8,0.013090298511087894,0.0,26104.4609375
EleutherAI/pythia-160m,6,2,step2,162322944,12,12,0,1,9,0.013763641007244587,0.0,26104.4609375
EleutherAI/pythia-160m,6,2,step2,162322944,12,12,0,1,10,0.014653203077614307,0.0,26104.4609375
EleutherAI/pythia-160m,6,2,step2,162322944,12,12,0,1,11,0.014146207831799984,0.0,26104.4609375
EleutherAI/pythia-160m,6,2,step2,162322944,12,12,0,2,0,0.013996217399835587,0.0,26104.4609375
EleutherAI/pythia-160m,6,2,step2,162322944,12,12,0,2,1,0.012891697697341442,0.0,26104.4609375
EleutherAI/pythia-160m,6,2,step2,162322944,12,12,0,2,2,0.013633571565151215,0.0,26104.4609375
EleutherAI/pythia-160m,6,2,step2,162322944,12,12,0,2,3,0.01311306282877922,0.0,26104.4609375
EleutherAI/pythia-160m,6,2,step2,162322944,12,12,0,2,4,0.013023360632359982,0.0,26104.4609375
EleutherAI/pythia-160m,6,2,step2,162322944,12,12,0,2,5,0.013743055053055286,0.0,26104.4609375
EleutherAI/pythia-160m,6,2,step2,162322944,12,12,0,2,6,0.013299908488988876,0.0,26104.4609375
EleutherAI/pythia-160m,6,2,step2,162322944,12,12,0,2,7,0.01402315404266119,0.0,26104.4609375
EleutherAI/pythia-160m,6,2,step2,162322944,12,12,0,2,8,0.014787268824875355,0.0,26104.4609375
EleutherAI/pythia-160m,6,2,step2,162322944,12,12,0,2,9,0.012301639653742313,0.0,26104.4609375
EleutherAI/pythia-160m,6,2,step2,162322944,12,12,0,2,10,0.013201970607042313,0.0,26104.4609375
EleutherAI/pythia-160m,6,2,step2,162322944,12,12,0,2,11,0.01401538960635662,0.0,26104.4609375
EleutherAI/pythia-160m,6,2,step2,162322944,12,12,0,3,0,0.011841489002108574,0.0,26104.4609375
EleutherAI/pythia-160m,6,2,step2,162322944,12,12,0,3,1,0.013935694471001625,0.0,26104.4609375
EleutherAI/pythia-160m,6,2,step2,162322944,12,12,0,3,2,0.014066913165152073,0.0,26104.4609375
EleutherAI/pythia-160m,6,2,step2,162322944,12,12,0,3,3,0.012903247959911823,0.0,26104.4609375
EleutherAI/pythia-160m,6,2,step2,162322944,12,12,0,3,4,0.01395759079605341,0.0,26104.4609375
EleutherAI/pythia-160m,6,2,step2,162322944,12,12,0,3,5,0.015001621097326279,0.0,26104.4609375
EleutherAI/pythia-160m,6,2,step2,162322944,12,12,0,3,6,0.013919887132942677,0.0,26104.4609375
EleutherAI/pythia-160m,6,2,step2,162322944,12,12,0,3,7,0.013719563372433186,0.0,26104.4609375
EleutherAI/pythia-160m,6,2,step2,162322944,12,12,0,3,8,0.013049057684838772,0.0,26104.4609375
EleutherAI/pythia-160m,6,2,step2,162322944,12,12,0,3,9,0.014151649549603462,0.0,26104.4609375
EleutherAI/pythia-160m,6,2,step2,162322944,12,12,0,3,10,0.014729051850736141,0.0,26104.4609375
EleutherAI/pythia-160m,6,2,step2,162322944,12,12,0,3,11,0.013051165267825127,0.0,26104.4609375
EleutherAI/pythia-160m,6,2,step2,162322944,12,12,0,4,0,0.014498232863843441,0.0,26104.4609375
EleutherAI/pythia-160m,6,2,step2,162322944,12,12,0,4,1,0.01384074054658413,0.0,26104.4609375
