mpath,seed,step,revision,n_params,n_layers,n_heads,sample,layer,head,ps,ar_acc,ar_mean_rank
EleutherAI/pythia-70m,4,256,step256,70426624,6,8,0,0,0,0.013130507431924343,0.0,21335.640625
EleutherAI/pythia-70m,4,256,step256,70426624,6,8,0,0,1,0.012785390950739384,0.0,21335.640625
EleutherAI/pythia-70m,4,256,step256,70426624,6,8,0,0,2,0.012669568881392479,0.0,21335.640625
EleutherAI/pythia-70m,4,256,step256,70426624,6,8,0,0,3,0.015064475126564503,0.0,21335.640625
EleutherAI/pythia-70m,4,256,step256,70426624,6,8,0,0,4,0.01356248278170824,0.0,21335.640625
EleutherAI/pythia-70m,4,256,step256,70426624,6,8,0,0,5,0.015967300161719322,0.0,21335.640625
EleutherAI/pythia-70m,4,256,step256,70426624,6,8,0,0,6,0.014370267279446125,0.0,21335.640625
EleutherAI/pythia-70m,4,256,step256,70426624,6,8,0,0,7,0.013439655303955078,0.0,21335.640625
EleutherAI/pythia-70m,4,256,step256,70426624,6,8,0,1,0,0.009824519976973534,0.0,21335.640625
EleutherAI/pythia-70m,4,256,step256,70426624,6,8,0,1,1,0.008595273829996586,0.0,21335.640625
EleutherAI/pythia-70m,4,256,step256,70426624,6,8,0,1,2,0.010299739427864552,0.0,21335.640625
EleutherAI/pythia-70m,4,256,step256,70426624,6,8,0,1,3,0.010399880819022655,0.0,21335.640625
EleutherAI/pythia-70m,4,256,step256,70426624,6,8,0,1,4,0.01203276589512825,0.0,21335.640625
EleutherAI/pythia-70m,4,256,step256,70426624,6,8,0,1,5,0.010972896590828896,0.0,21335.640625
EleutherAI/pythia-70m,4,256,step256,70426624,6,8,0,1,6,0.013751762919127941,0.0,21335.640625
EleutherAI/pythia-70m,4,256,step256,70426624,6,8,0,1,7,0.009800149127840996,0.0,21335.640625
EleutherAI/pythia-70m,4,256,step256,70426624,6,8,0,2,0,0.007248500362038612,0.0,21335.640625
EleutherAI/pythia-70m,4,256,step256,70426624,6,8,0,2,1,0.007555318530648947,0.0,21335.640625
