mpath,seed,step,revision,n_params,n_layers,n_heads,sample,layer,head,ps,ar_acc,ar_mean_rank
EleutherAI/pythia-14m,7,256,step256,14067712,6,4,0,0,0,0.013380145654082298,0.0,22514.740234375
EleutherAI/pythia-14m,7,256,step256,14067712,6,4,0,0,1,0.014504510909318924,0.0,22514.740234375
EleutherAI/pythia-14m,7,256,step256,14067712,6,4,0,0,2,0.01369794923812151,0.0,22514.740234375
EleutherAI/pythia-14m,7,256,step256,14067712,6,4,0,0,3,0.01347501203417778,0.0,22514.740234375
EleutherAI/pythia-14m,7,256,step256,14067712,6,4,0,1,0,0.014139741659164429,0.0,22514.740234375
EleutherAI/pythia-14m,7,256,step256,14067712,6,4,0,1,1,0.012131299823522568,0.0,22514.740234375
EleutherAI/pythia-14m,7,256,step256,14067712,6,4,0,1,2,0.012391973286867142,0.0,22514.740234375
EleutherAI/pythia-14m,7,256,step256,14067712,6,4,0,1,3,0.012619969435036182,0.0,22514.740234375
EleutherAI/pythia-14m,7,256,step256,14067712,6,4,0,2,0,0.010348396375775337,0.0,22514.740234375
EleutherAI/pythia-14m,7,256,step256,14067712,6,4,0,2,1,0.014733514748513699,0.0,22514.740234375
EleutherAI/pythia-14m,7,256,step256,14067712,6,4,0,2,2,0.013929072767496109,0.0,22514.740234375
EleutherAI/pythia-14m,7,256,step256,14067712,6,4,0,2,3,0.013747435063123703,0.0,22514.740234375
EleutherAI/pythia-14m,7,256,step256,14067712,6,4,0,3,0,0.016025835648179054,0.0,22514.740234375
EleutherAI/pythia-14m,7,256,step256,14067712,6,4,0,3,1,0.01287972554564476,0.0,22514.740234375
EleutherAI/pythia-14m,7,256,step256,14067712,6,4,0,3,2,0.013160724192857742,0.0,22514.740234375
EleutherAI/pythia-14m,7,256,step256,14067712,6,4,0,3,3,0.007158247288316488,0.0,22514.740234375
EleutherAI/pythia-14m,7,256,step256,14067712,6,4,0,4,0,0.012530890293419361,0.0,22514.740234375
EleutherAI/pythia-14m,7,256,step256,14067712,6,4,0,4,1,0.008928854018449783,0.0,22514.740234375
EleutherAI/pythia-14m,7,256,step256,14067712,6,4,0,4,2,0.0075899576768279076,0.0,22514.740234375
EleutherAI/pythia-14m,7,256,step256,14067712,6,4,0,4,3,0.009876501746475697,0.0,22514.740234375
EleutherAI/pythia-14m,7,256,step256,14067712,6,4,0,5,0,0.013873650692403316,0.0,22514.740234375
EleutherAI/pythia-14m,7,256,step256,14067712,6,4,0,5,1,0.009770256467163563,0.0,22514.740234375
EleutherAI/pythia-14m,7,256,step256,14067712,6,4,0,5,2,0.011892379261553288,0.0,22514.740234375
EleutherAI/pythia-14m,7,256,step256,14067712,6,4,0,5,3,0.007370203733444214,0.0,22514.740234375
EleutherAI/pythia-14m,7,256,step256,14067712,6,4,1,0,0,0.014286637306213379,0.0,26961.400390625
EleutherAI/pythia-14m,7,256,step256,14067712,6,4,1,0,1,0.014301199465990067,0.0,26961.400390625
EleutherAI/pythia-14m,7,256,step256,14067712,6,4,1,0,2,0.014324700459837914,0.0,26961.400390625
