mpath,seed,step,revision,n_params,n_layers,n_heads,sample,layer,head,ps,ar_acc,ar_mean_rank
EleutherAI/pythia-70m,2,128,step128,70426624,6,8,0,0,0,0.013666260056197643,0.0,24710.859375
EleutherAI/pythia-70m,2,128,step128,70426624,6,8,0,0,1,0.013591839000582695,0.0,24710.859375
EleutherAI/pythia-70m,2,128,step128,70426624,6,8,0,0,2,0.012690668925642967,0.0,24710.859375
EleutherAI/pythia-70m,2,128,step128,70426624,6,8,0,0,3,0.013060989789664745,0.0,24710.859375
EleutherAI/pythia-70m,2,128,step128,70426624,6,8,0,0,4,0.013125509954988956,0.0,24710.859375
EleutherAI/pythia-70m,2,128,step128,70426624,6,8,0,0,5,0.014135858975350857,0.0,24710.859375
EleutherAI/pythia-70m,2,128,step128,70426624,6,8,0,0,6,0.014151591807603836,0.0,24710.859375
EleutherAI/pythia-70m,2,128,step128,70426624,6,8,0,0,7,0.014103133231401443,0.0,24710.859375
EleutherAI/pythia-70m,2,128,step128,70426624,6,8,0,1,0,0.01495747547596693,0.0,24710.859375
EleutherAI/pythia-70m,2,128,step128,70426624,6,8,0,1,1,0.012635612860321999,0.0,24710.859375
EleutherAI/pythia-70m,2,128,step128,70426624,6,8,0,1,2,0.013760430738329887,0.0,24710.859375
EleutherAI/pythia-70m,2,128,step128,70426624,6,8,0,1,3,0.013488887809216976,0.0,24710.859375
EleutherAI/pythia-70m,2,128,step128,70426624,6,8,0,1,4,0.014758541248738766,0.0,24710.859375
EleutherAI/pythia-70m,2,128,step128,70426624,6,8,0,1,5,0.013777854852378368,0.0,24710.859375
EleutherAI/pythia-70m,2,128,step128,70426624,6,8,0,1,6,0.0110225984826684,0.0,24710.859375
EleutherAI/pythia-70m,2,128,step128,70426624,6,8,0,1,7,0.012837921269237995,0.0,24710.859375
EleutherAI/pythia-70m,2,128,step128,70426624,6,8,0,2,0,0.01363320555537939,0.0,24710.859375
EleutherAI/pythia-70m,2,128,step128,70426624,6,8,0,2,1,0.012417137622833252,0.0,24710.859375
EleutherAI/pythia-70m,2,128,step128,70426624,6,8,0,2,2,0.012102760374546051,0.0,24710.859375
EleutherAI/pythia-70m,2,128,step128,70426624,6,8,0,2,3,0.010203932411968708,0.0,24710.859375
EleutherAI/pythia-70m,2,128,step128,70426624,6,8,0,2,4,0.014680517837405205,0.0,24710.859375
EleutherAI/pythia-70m,2,128,step128,70426624,6,8,0,2,5,0.0145462267100811,0.0,24710.859375
EleutherAI/pythia-70m,2,128,step128,70426624,6,8,0,2,6,0.012293407693505287,0.0,24710.859375
EleutherAI/pythia-70m,2,128,step128,70426624,6,8,0,2,7,0.01223590038716793,0.0,24710.859375
EleutherAI/pythia-70m,2,128,step128,70426624,6,8,0,3,0,0.013014141470193863,0.0,24710.859375
EleutherAI/pythia-70m,2,128,step128,70426624,6,8,0,3,1,0.011338312178850174,0.0,24710.859375
EleutherAI/pythia-70m,2,128,step128,70426624,6,8,0,3,2,0.013527700677514076,0.0,24710.859375
EleutherAI/pythia-70m,2,128,step128,70426624,6,8,0,3,3,0.010814394801855087,0.0,24710.859375
EleutherAI/pythia-70m,2,128,step128,70426624,6,8,0,3,4,0.012330702506005764,0.0,24710.859375
EleutherAI/pythia-70m,2,128,step128,70426624,6,8,0,3,5,0.012123937718570232,0.0,24710.859375
EleutherAI/pythia-70m,2,128,step128,70426624,6,8,0,3,6,0.013987593352794647,0.0,24710.859375
EleutherAI/pythia-70m,2,128,step128,70426624,6,8,0,3,7,0.012902050279080868,0.0,24710.859375
EleutherAI/pythia-70m,2,128,step128,70426624,6,8,0,4,0,0.009132524952292442,0.0,24710.859375
